sport,store,field,availability,n
soccer,soccer_price_series.parquet,settlement_rule,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,void_rule,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,event_id,AVAILABLE,204435
soccer,soccer_price_series.parquet,sequence,DERIVABLE,204435
soccer,soccer_price_series.parquet,event_time,AVAILABLE,204435
soccer,soccer_price_series.parquet,received_at,DERIVABLE,204435
soccer,soccer_price_series.parquet,feature_available_at,DERIVABLE,204435
soccer,soccer_price_series.parquet,prediction_at,DERIVABLE,204435
soccer,soccer_price_series.parquet,state,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,score_home,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,score_away,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,status,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,unknown_flags,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,provenance,DERIVABLE,204435
soccer,soccer_price_series.parquet,m0_source,DERIVABLE,204435
soccer,soccer_price_series.parquet,m0_time,AVAILABLE,204435
soccer,soccer_price_series.parquet,m0_probabilities,AVAILABLE,204435
soccer,soccer_price_series.parquet,ml_source,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,ml_time,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,ml_probabilities,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,candidate_probabilities,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,null_probabilities,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,state_key,DERIVABLE,204435
soccer,soccer_price_series.parquet,exclusions,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,weight,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,fold_id,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,input_hash,DERIVABLE,204435
soccer,soccer_price_series.parquet,code_hash,DERIVABLE,204435
soccer,soccer_price_series.parquet,seal_hash,DERIVABLE,204435
soccer,soccer_price_series.parquet,maximum_feed_delay_seconds,UNAVAILABLE,204435
soccer,soccer_price_series.parquet,game_id,AVAILABLE,204435
soccer,soccer_price_series.parquet,target_id,AVAILABLE,204435
soccer,soccer_price_series.parquet,state_key,DERIVABLE,204435
soccer,soccer_price_series.parquet,outcome,AVAILABLE,204435
soccer,soccer_price_series.parquet,outcome_known_at,UNAVAILABLE,204435
tennis,tennis_price_series.parquet,sport,AVAILABLE,1854100
tennis,tennis_price_series.parquet,league,DERIVABLE,1854100
tennis,tennis_price_series.parquet,rule_version,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,game_id,AVAILABLE,1854100
tennis,tennis_price_series.parquet,home_team_id,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,away_team_id,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,season,DERIVABLE,1854100
tennis,tennis_price_series.parquet,corpus,DERIVABLE,1854100
tennis,tennis_price_series.parquet,venue,AVAILABLE,1854100
tennis,tennis_price_series.parquet,target_id,AVAILABLE,1854100
tennis,tennis_price_series.parquet,line,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,class_order,DERIVABLE,1854100
tennis,tennis_price_series.parquet,settlement_rule,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,void_rule,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,event_id,AVAILABLE,1854100
tennis,tennis_price_series.parquet,sequence,DERIVABLE,1854100
tennis,tennis_price_series.parquet,event_time,AVAILABLE,1854100
tennis,tennis_price_series.parquet,received_at,DERIVABLE,1854100
tennis,tennis_price_series.parquet,feature_available_at,DERIVABLE,1854100
tennis,tennis_price_series.parquet,prediction_at,DERIVABLE,1854100
tennis,tennis_price_series.parquet,state,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,score_home,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,score_away,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,status,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,unknown_flags,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,provenance,DERIVABLE,1854100
tennis,tennis_price_series.parquet,m0_source,DERIVABLE,1854100
tennis,tennis_price_series.parquet,m0_time,AVAILABLE,1854100
tennis,tennis_price_series.parquet,m0_probabilities,AVAILABLE,1854100
tennis,tennis_price_series.parquet,ml_source,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,ml_time,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,ml_probabilities,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,candidate_probabilities,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,null_probabilities,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,state_key,DERIVABLE,1854100
tennis,tennis_price_series.parquet,exclusions,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,weight,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,fold_id,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,input_hash,DERIVABLE,1854100
tennis,tennis_price_series.parquet,code_hash,DERIVABLE,1854100
tennis,tennis_price_series.parquet,seal_hash,DERIVABLE,1854100
tennis,tennis_price_series.parquet,maximum_feed_delay_seconds,UNAVAILABLE,1854100
tennis,tennis_price_series.parquet,game_id,AVAILABLE,1854100
tennis,tennis_price_series.parquet,target_id,AVAILABLE,1854100
tennis,tennis_price_series.parquet,state_key,DERIVABLE,1854100
tennis,tennis_price_series.parquet,outcome,AVAILABLE,1854100
tennis,tennis_price_series.parquet,outcome_known_at,UNAVAILABLE,1854100
WNBA,wnba_checkpoints_full.parquet,sport,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,league,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,rule_version,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,game_id,AVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,home_team_id,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,away_team_id,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,season,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,corpus,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,venue,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,target_id,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,line,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,class_order,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,settlement_rule,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,void_rule,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,event_id,AVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,sequence,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,event_time,AVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,received_at,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,feature_available_at,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,prediction_at,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,state,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,score_home,AVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,score_away,AVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,status,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,unknown_flags,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,provenance,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,m0_source,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,m0_time,AVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,m0_probabilities,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,ml_source,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,ml_time,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,ml_probabilities,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,candidate_probabilities,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,null_probabilities,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,state_key,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,exclusions,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,weight,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,fold_id,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,input_hash,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,code_hash,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,seal_hash,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,maximum_feed_delay_seconds,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,game_id,AVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,target_id,UNAVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,state_key,DERIVABLE,018650
WNBA,wnba_checkpoints_full.parquet,outcome,AVAILABLE,018650
WNBA,wnba_checkpoints_full.parquet,outcome_known_at,UNAVAILABLE,018650
WNBA,wnba_price_series.parquet,sport,AVAILABLE,967102
WNBA,wnba_price_series.parquet,league,DERIVABLE,967102
WNBA,wnba_price_series.parquet,rule_version,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,game_id,AVAILABLE,967102
WNBA,wnba_price_series.parquet,home_team_id,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,away_team_id,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,season,DERIVABLE,967102
WNBA,wnba_price_series.parquet,corpus,DERIVABLE,967102
WNBA,wnba_price_series.parquet,venue,AVAILABLE,967102
WNBA,wnba_price_series.parquet,target_id,AVAILABLE,967102
WNBA,wnba_price_series.parquet,line,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,class_order,DERIVABLE,967102
WNBA,wnba_price_series.parquet,settlement_rule,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,void_rule,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,event_id,AVAILABLE,967102
WNBA,wnba_price_series.parquet,sequence,DERIVABLE,967102
WNBA,wnba_price_series.parquet,event_time,AVAILABLE,967102
WNBA,wnba_price_series.parquet,received_at,DERIVABLE,967102
WNBA,wnba_price_series.parquet,feature_available_at,DERIVABLE,967102
WNBA,wnba_price_series.parquet,prediction_at,DERIVABLE,967102
WNBA,wnba_price_series.parquet,state,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,score_home,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,score_away,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,status,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,unknown_flags,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,provenance,DERIVABLE,967102
WNBA,wnba_price_series.parquet,m0_source,DERIVABLE,967102
WNBA,wnba_price_series.parquet,m0_time,AVAILABLE,967102
WNBA,wnba_price_series.parquet,m0_probabilities,AVAILABLE,967102
WNBA,wnba_price_series.parquet,ml_source,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,ml_time,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,ml_probabilities,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,candidate_probabilities,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,null_probabilities,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,state_key,DERIVABLE,967102
WNBA,wnba_price_series.parquet,exclusions,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,weight,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,fold_id,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,input_hash,DERIVABLE,967102
WNBA,wnba_price_series.parquet,code_hash,DERIVABLE,967102
WNBA,wnba_price_series.parquet,seal_hash,DERIVABLE,967102
WNBA,wnba_price_series.parquet,maximum_feed_delay_seconds,UNAVAILABLE,967102
WNBA,wnba_price_series.parquet,game_id,AVAILABLE,967102
WNBA,wnba_price_series.parquet,target_id,AVAILABLE,967102
WNBA,wnba_price_series.parquet,state_key,DERIVABLE,967102
WNBA,wnba_price_series.parquet,outcome,AVAILABLE,967102
WNBA,wnba_price_series.parquet,outcome_known_at,UNAVAILABLE,967102
