game_id,sport,source_resolution,frame_w,ledger_source_height,table_source_height,height_disagrees,frame_h_primary,frame_h_secondary,rows_total,rows_valid,rows_bad,n_wholly,share_wholly,share_wholly_frac,n_wholly_secondary,share_wholly_secondary,share_wholly_secondary_frac,n_partial,share_partial,share_partial_frac,n_wholly_padremoved,share_wholly_padremoved,share_wholly_padremoved_frac,n_side_left,n_side_right,n_side_top,n_side_bottom,n_matched,n_coasting,n_wholly_matched,n_wholly_coasting,min_bbox_x2,max_bbox_x1,min_bbox_y2,max_bbox_y1,table_bytes,table_sha256
0022500592_s3900,nba,640x360,640.0,360,360.0,0,300.0,360.0,004269,004269,000000,000271,6.34809e-02,000271/004269,000271,6.34809e-02,000271/004269,001140,2.67041e-01,001140/004269,000305,7.14453e-02,000305/004269,000126,000100,000064,000029,002203,002066,000000,000271,-1541.6539,2315.6326,-499.46777,857.20636,1718453,969d64a2ddbbeff87f944323e492686ea4520e3c2776a3e76aad7cb64f9a08f9
0022500592_s5400,nba,640x360,640.0,360,360.0,0,300.0,360.0,003578,003578,000000,000234,6.53997e-02,000234/003578,000226,6.31638e-02,000226/003578,001195,3.33985e-01,001195/003578,000250,6.98714e-02,000250/003578,000129,000074,000061,000042,001711,001867,000000,000234,-1825.5706,2109.5889,-924.6268,1103.4391,1374914,df5f61572e83a86f8a15cedeb058ebb5a37473bb9242725c83210cb6071ded3f
0022500592_s6000,nba,640x360,640.0,360,360.0,0,300.0,360.0,002517,002517,000000,000144,5.72110e-02,000144/002517,000135,5.36353e-02,000135/002517,000819,3.25387e-01,000819/002517,000157,6.23758e-02,000157/002517,000033,000073,000041,000048,001825,000692,000000,000144,-603.35046,2169.5825,-455.115,584.83215,980774,36fce07634e0cee136baf0efab6b49fe83ac33e233f51c7f7894fb9218ab7f22
0022500592_s6600,nba,640x360,640.0,360,360.0,0,300.0,360.0,005044,005044,000000,000615,1.21927e-01,000615/005044,000590,1.16971e-01,000590/005044,001180,2.33941e-01,001180/005044,000675,1.33822e-01,000675/005044,000265,000198,000204,000125,002123,002921,000000,000615,-1556.7971,1789.3405,-804.3447,679.5544,2069523,56dda1ec56475f3f12d1b71d30888dc01337df2dd8baa70140c7d4a77fb203eb
0022500592_s7200,nba,640x360,640.0,360,360.0,0,300.0,360.0,004319,004319,000000,000155,3.58879e-02,000155/004319,000143,3.31095e-02,000143/004319,001583,3.66520e-01,001583/004319,000166,3.84348e-02,000166/004319,000040,000068,000039,000042,003168,001151,000000,000155,-1881.3812,1244.2094,-336.72647,555.54425,1727678,1aebeb90e756c228dea39cd147915a09f9ee60e2536a085a28f0452c175847e6
0022500592_s8100,nba,640x360,640.0,360,360.0,0,300.0,360.0,004745,004745,000000,000121,2.55005e-02,000121/004745,000118,2.48683e-02,000118/004745,002669,5.62487e-01,002669/004745,000141,2.97155e-02,000141/004745,000038,000073,000007,000007,003133,001612,000000,000121,-1525.5511,1612.108,-44.031174,439.50928,1896922,3562368fe07c30c1ce8f8e3164f6679b813e8142471cf43a366f4b0832c1557b
0022500592_s8700,nba,640x360,640.0,360,360.0,0,300.0,360.0,003594,003594,000000,000068,1.89204e-02,000068/003594,000066,1.83639e-02,000066/003594,001536,4.27379e-01,001536/003594,000077,2.14246e-02,000077/003594,000042,000017,000010,000002,001812,001782,000000,000068,-897.32855,1872.124,-141.26596,321.99286,1465155,0e92f8f70dc51031f8db5c6758f20f5079f1facc383d7afcedbe8be82b9794dd
0022500592_s900,nba,640x360,640.0,360,360.0,0,300.0,360.0,002508,002508,000000,000060,2.39234e-02,000060/002508,000059,2.35247e-02,000059/002508,001806,7.20096e-01,001806/002508,000069,2.75120e-02,000069/002508,000036,000020,000004,000004,001260,001248,000000,000060,-2445.26,1794.7378,-103.27142,499.3114,996741,fff710ff41cb35c4ff3556c9639ffd90a45c8bedd3917a33729c15f4b7c7a9cd
0022500594_s1500,nba,640x360,640.0,360,360.0,0,300.0,360.0,004291,004291,000000,000115,2.68003e-02,000115/004291,000112,2.61011e-02,000112/004291,001221,2.84549e-01,001221/004291,000126,2.93638e-02,000126/004291,000030,000067,000023,000014,002406,001885,000000,000115,-1355.805,1358.8524,-325.2513,511.46848,1616038,9636572ca15d177eef9da3430da95e256a5df700c1735699bc894ef01edf72b3
0022500594_s2100,nba,640x360,640.0,360,360.0,0,300.0,360.0,004750,004750,000000,000209,4.40000e-02,000209/004750,000203,4.27368e-02,000203/004750,001433,3.01684e-01,001433/004750,000243,5.11579e-02,000243/004750,000092,000089,000041,000039,003361,001389,000000,000209,-1078.9703,2533.1191,-548.60297,1132.2046,1838250,2c550b103a32e78a76245a90ce48e3ea317438bece6adaa340c1b869744337d7
0022500594_s2700,nba,640x360,640.0,360,360.0,0,300.0,360.0,001188,001188,000000,000001,8.41751e-04,000001/001188,000001,8.41751e-04,000001/001188,000592,4.98316e-01,000592/001188,000002,1.68350e-03,000002/001188,000001,000000,000000,000000,000517,000671,000000,000001,-9.57793,596.0,93.2285,259.9428,446286,08be7e9a94c0f5d11b4ad298c53ea4e52a48b3cd4f9f5152a6aca21725df7855
0022500594_s300,nba,640x360,640.0,360,360.0,0,300.0,360.0,000413,000413,000000,000000,0.00000e+00,000000/000413,000000,0.00000e+00,000000/000413,000113,2.73608e-01,000113/000413,000000,0.00000e+00,000000/000413,000000,000000,000000,000000,000145,000268,000000,000000,358.0,394.0,126.0,246.0,149911,ad9980768efa50b2bf2b86094096253cdc5841c06164a66cf432af134ca49631
0022500594_s3300,nba,640x360,640.0,360,360.0,0,300.0,360.0,003466,003466,000000,000152,4.38546e-02,000152/003466,000143,4.12579e-02,000143/003466,000826,2.38315e-01,000826/003466,000167,4.81823e-02,000167/003466,000019,000054,000067,000042,001824,001642,000000,000152,-458.02924,2719.03,-430.34573,661.1023,1329886,9662159bb9a342d46f3d0e073884dcd6932c248100259853f7d7e17c55dc30b1
0022500594_s3900,nba,640x360,640.0,360,360.0,0,300.0,360.0,003839,003839,000000,000077,2.00573e-02,000077/003839,000076,1.97968e-02,000076/003839,002855,7.43683e-01,002855/003839,000088,2.29226e-02,000088/003839,000037,000031,000012,000005,002332,001507,000000,000077,-528.4414,1193.9191,-88.3307,410.865,1474999,46bb22303db4e8850561104d1098849a1d504bd734369a850a93df633af31331
0022500594_s5400,nba,640x360,640.0,360,360.0,0,300.0,360.0,004170,004170,000000,000258,6.18705e-02,000258/004170,000257,6.16307e-02,000257/004170,001046,2.50839e-01,001046/004170,000277,6.64269e-02,000277/004170,000148,000097,000015,000002,002031,002139,000000,000258,-1235.9895,2631.959,-266.831,418.10635,1536796,3332351c96f3fd353315af19e6b22007d68751ecdb71ce7ebd1b45e78cb9ac8e
0022500594_s6000,nba,640x360,640.0,360,360.0,0,300.0,360.0,001103,001103,000000,000026,2.35721e-02,000026/001103,000024,2.17588e-02,000024/001103,000226,2.04896e-01,000226/001103,000029,2.62919e-02,000029/001103,000010,000009,000003,000004,000439,000664,000000,000026,-359.08698,761.0778,-50.025265,457.81638,422457,16c6d66f0298b01bbc91160e91958ddf8449cc26892ac111fd74a20096587400
0022500594_s6600,nba,640x360,640.0,360,360.0,0,300.0,360.0,003850,003850,000000,000095,2.46753e-02,000095/003850,000092,2.38961e-02,000092/003850,000894,2.32208e-01,000894/003850,000104,2.70130e-02,000104/003850,000049,000038,000007,000008,002292,001558,000000,000095,-362.0987,1534.7642,-93.92065,437.89032,1414973,1c7d736e755ede0f3e09b3902a8aff251340edf1bfa015d015ba1ac2d5d475ee
0022500594_s7200,nba,640x360,640.0,360,360.0,0,300.0,360.0,005357,005357,000000,000191,3.56543e-02,000191/005357,000185,3.45343e-02,000185/005357,002037,3.80250e-01,002037/005357,000214,3.99477e-02,000214/005357,000059,000107,000023,000020,003784,001573,000000,000191,-1189.7448,1606.7,-961.59534,688.4794,2070434,92978798acc83fe36e38b9bbeaaed16f99fcd1e5192841bbeb8ead45122a806d
0022500594_s8100,nba,640x360,640.0,360,360.0,0,300.0,360.0,003764,003764,000000,000133,3.53348e-02,000133/003764,000130,3.45377e-02,000130/003764,001092,2.90117e-01,001092/003764,000155,4.11796e-02,000155/003764,000042,000053,000050,000014,002121,001643,000000,000133,-828.20056,1455.843,-612.31555,441.09912,1471327,d41d74e3650bafa6d80f013b1ac20ab89d5762e51165a20e28b1c004e962b039
0022500594_s8700,nba,640x360,640.0,360,360.0,0,300.0,360.0,004204,004204,000000,000207,4.92388e-02,000207/004204,000189,4.49572e-02,000189/004204,001499,3.56565e-01,001499/004204,000240,5.70885e-02,000240/004204,000128,000027,000053,000036,001909,002295,000000,000207,-696.9215,1428.9398,-469.44894,556.96985,1611858,fdfddb8b046baeb52f43cd3f6de57c912962fecdcc68cefcf6a50b6d23de8a29
0022500594_s900,nba,640x360,640.0,360,360.0,0,300.0,360.0,003294,003294,000000,000255,7.74135e-02,000255/003294,000248,7.52884e-02,000248/003294,000930,2.82332e-01,000930/003294,000281,8.53066e-02,000281/003294,000079,000123,000084,000029,002124,001170,000000,000255,-1587.6227,2122.6782,-1161.5629,790.4355,1256583,3e4f4c5861be1654842488e8c86aa399a87e3fcab7081d6a0996618d59079ba4
0022500594_s9300,nba,640x360,640.0,360,360.0,0,300.0,360.0,003253,003253,000000,000110,3.38149e-02,000110/003253,000109,3.35075e-02,000109/003253,001967,6.04673e-01,001967/003253,000119,3.65816e-02,000119/003253,000058,000047,000018,000024,002023,001230,000000,000110,-1174.9276,2042.7788,-190.79388,563.84564,1232123,1c99afec0173af608ff40a43c1fe312fc52a361a95956186e3c45ad4d35eac86
0022500594_s9900,nba,640x360,640.0,360,360.0,0,300.0,360.0,004180,004180,000000,000123,2.94258e-02,000123/004180,000117,2.79904e-02,000117/004180,002379,5.69139e-01,002379/004180,000139,3.32536e-02,000139/004180,000071,000029,000012,000017,002948,001232,000000,000123,-583.5251,1233.2675,-304.02637,685.60724,1523917,55138d5da7a46343d0f4cb2d6230f86eea80c872cbcd0752ac70fda0087ca048
0022500621_s1500,nba,640x360,640.0,360,360.0,0,300.0,360.0,001414,001414,000000,000033,2.33380e-02,000033/001414,000032,2.26308e-02,000032/001414,000761,5.38190e-01,000761/001414,000035,2.47525e-02,000035/001414,000012,000020,000000,000001,000727,000687,000000,000033,-1975.3959,1423.8635,62.0,343.88193,560577,cf9d43779ebbf53b320d033961888cce929ef40f1bee790b380ed1014479307f
0022500621_s2700,nba,640x360,640.0,360,360.0,0,300.0,360.0,004664,004664,000000,000159,3.40909e-02,000159/004664,000155,3.32333e-02,000155/004664,001950,4.18096e-01,001950/004664,000182,3.90223e-02,000182/004664,000031,000113,000023,000013,003030,001634,000000,000159,-788.9091,1528.1252,-237.33871,587.11945,1822533,9526dcac5ffb5ffae8ee6b47088a67f144b6c6b3519a5f5850c5f76fc13232e8
0022500621_s300,nba,640x360,640.0,360,360.0,0,300.0,360.0,003529,003529,000000,000142,4.02380e-02,000142/003529,000142,4.02380e-02,000142/003529,000796,2.25560e-01,000796/003529,000158,4.47719e-02,000158/003529,000097,000043,000023,000008,001639,001890,000000,000142,-1845.514,2077.7537,-178.29163,493.95105,1397414,20a5f0ed7212a59ea3144f0883936951785afdd1c6f681459d24177a3a7e6261
0022500621_s3300,nba,640x360,640.0,360,360.0,0,300.0,360.0,004616,004616,000000,000255,5.52426e-02,000255/004616,000245,5.30763e-02,000245/004616,001707,3.69801e-01,001707/004616,000278,6.02253e-02,000278/004616,000077,000122,000066,000042,002394,002222,000000,000255,-1078.8761,1976.646,-309.26392,905.08575,1769733,a00ce2e12635cabfa577573af0deedeb60d622a9558781f9158fe035138f6119
0022500621_s3900,nba,640x360,640.0,360,360.0,0,300.0,360.0,005823,005823,000000,000144,2.47295e-02,000144/005823,000144,2.47295e-02,000144/005823,002075,3.56346e-01,002075/005823,000159,2.73055e-02,000159/005823,000037,000101,000013,000000,004168,001655,000000,000144,-939.5649,1418.322,-267.4282,288.15787,2378784,a05f7abadd7b6a6203f9996d2799c8df68e23fe8112e7d7deb88d11e13628a3d
0022500621_s4500,nba,640x360,640.0,360,360.0,0,300.0,360.0,001760,001760,000000,000045,2.55682e-02,000045/001760,000044,2.50000e-02,000044/001760,001299,7.38068e-01,001299/001760,000054,3.06818e-02,000054/001760,000027,000017,000001,000007,001090,000670,000000,000045,-848.0544,1238.1411,-24.714478,681.59827,695111,f249cc702b2d62b225cbb5bc71ef4b0872204cb05124e1ef66fb99d4d601ec83
0022500621_s5400,nba,640x360,640.0,360,360.0,0,300.0,360.0,004361,004361,000000,000297,6.81036e-02,000297/004361,000283,6.48934e-02,000283/004361,002224,5.09975e-01,002224/004361,000319,7.31484e-02,000319/004361,000090,000146,000070,000052,002842,001519,000000,000297,-1456.2772,1975.58,-467.95834,952.7786,1726719,3689509237bdc543cb7509fb8d281c70ee495ef8e8bd0280231518f51d9b7e0c
0022500621_s6600,nba,640x360,640.0,360,360.0,0,300.0,360.0,004764,004764,000000,000160,3.35852e-02,000160/004764,000160,3.35852e-02,000160/004764,001071,2.24811e-01,001071/004764,000175,3.67338e-02,000175/004764,000059,000091,000019,000002,003116,001648,000000,000160,-738.25183,1659.1699,-261.19012,305.9464,1832984,45bf1dbd7fb7b427e783038fc29dc9a6d79dfcb0d261c3c8956fc90ddb75af3d
0022500630_s1500,nba,640x360,640.0,360,360.0,0,300.0,360.0,003735,003735,000000,000291,7.79116e-02,000291/003735,000282,7.55020e-02,000282/003735,001444,3.86613e-01,001444/003735,000310,8.29987e-02,000310/003735,000142,000094,000052,000073,002229,001506,000000,000291,-2037.7056,2110.6816,-319.4243,794.04395,1494100,de23f236dc39c483794327027c170ce4312c94b64cd215e8a7fafda30adb244b
0022500630_s2100,nba,640x360,640.0,360,360.0,0,300.0,360.0,004787,004787,000000,000376,7.85461e-02,000376/004787,000362,7.56215e-02,000362/004787,001653,3.45310e-01,001653/004787,000400,8.35596e-02,000400/004787,000159,000165,000081,000066,002315,002472,000000,000376,-1976.4282,3585.4414,-594.83813,708.9665,1914575,fcb5e26f18313a097093f43de164eb73e632fce126dbfe697006709f0abcd42f
0022500630_s2700,nba,640x360,640.0,360,360.0,0,300.0,360.0,001334,001334,000000,000021,1.57421e-02,000021/001334,000021,1.57421e-02,000021/001334,000141,1.05697e-01,000141/001334,000026,1.94903e-02,000026/001334,000005,000016,000005,000005,000581,000753,000000,000021,-506.21646,1010.4476,-180.26196,411.92322,522965,7beb7c9adbc0833743bce846dec81c41b27076f5602e0b55b2b50a3a109fd3df
0022500630_s300,nba,640x360,640.0,360,360.0,0,300.0,360.0,002027,002027,000000,000026,1.28268e-02,000026/002027,000025,1.23335e-02,000025/002027,001158,5.71288e-01,001158/002027,000027,1.33202e-02,000027/002027,000016,000009,000001,000001,001627,000400,000000,000026,-694.47516,1236.6981,-50.955338,352.89752,804566,bc03e8d18d3692eed5e63f6fe713d08bf57ddd624c9ef23b28322674abb0e35d
0022500630_s3300,nba,640x360,640.0,360,360.0,0,300.0,360.0,004137,004137,000000,000227,5.48707e-02,000227/004137,000218,5.26952e-02,000218/004137,001698,4.10442e-01,001698/004137,000244,5.89799e-02,000244/004137,000084,000088,000048,000055,001691,002446,000000,000227,-873.11426,1768.9785,-356.84134,1055.7168,1655847,42b38d847e0502b1d4b89103596773384af72caaf9cbc1e5d4c376b62d6862b4
0022500630_s3900,nba,640x360,640.0,360,360.0,0,300.0,360.0,005176,005176,000000,000265,5.11978e-02,000265/005176,000259,5.00386e-02,000259/005176,000510,9.85317e-02,000510/005176,000289,5.58346e-02,000289/005176,000167,000073,000041,000025,002032,003144,000000,000265,-1070.288,1543.2208,-365.9781,683.7958,1928768,fe51b50bba53844e24471bfe9949d48e6fc3209b092fcd652eb104a7646b91d8
0022500630_s4500,nba,640x360,640.0,360,360.0,0,300.0,360.0,000465,000465,000000,000007,1.50538e-02,000007/000465,000007,1.50538e-02,000007/000465,000224,4.81720e-01,000224/000465,000008,1.72043e-02,000008/000465,000000,000007,000000,000000,000177,000288,000000,000007,279.2224,897.003,81.0,283.96533,184970,de92754fa10509b66569942a79068afdcbb89de5acb8ed799cc5c294719a467a
bos_mia_playoffs,nba,1280x720,1280.0,720,720.0,0,660.0,720.0,001941,001941,000000,000052,2.67903e-02,000052/001941,000050,2.57599e-02,000050/001941,000590,3.03967e-01,000590/001941,000052,2.67903e-02,000052/001941,000038,000007,000014,000013,001361,000580,000000,000052,-2965.8823,2094.2263,-404.60785,1063.4617,756625,4f20f4eb82852c61e5819511d00f49faf9657ef6f6f824e870c65984ca90f656
cavs_broadcast_2025,nba,1280x720,1280.0,720,720.0,0,660.0,720.0,001273,001273,000000,000027,2.12097e-02,000027/001273,000026,2.04242e-02,000026/001273,000374,2.93794e-01,000374/001273,000030,2.35664e-02,000030/001273,000003,000007,000019,000002,000447,000826,000000,000027,-171.31198,1637.4536,-868.00275,768.0205,467563,a1b7a930c3d5557d95eb42420a7808a8b11508a3fd5056ca8f617569f626c9e3
den_phx_2025,nba,1280x720,1280.0,720,720.0,0,660.0,720.0,002972,002972,000000,000099,3.33109e-02,000099/002972,000095,3.19650e-02,000095/002972,000550,1.85061e-01,000550/002972,000101,3.39838e-02,000101/002972,000040,000036,000018,000021,002229,000743,000000,000099,-1035.4332,3023.1987,-586.1067,1261.4309,1178187,7ce5a0df4f41afbf65292a5c386eee2fb0cb8c82342cde81b2ea9d116429e5d1
g220c_jh3fnwMi7dM,basketball,1920x1080,1920.0,1080,1080.0,0,1020.0,1080.0,004543,004543,000000,000340,7.48404e-02,000340/004543,000327,7.19789e-02,000327/004543,000467,1.02796e-01,000467/004543,000344,7.57209e-02,000344/004543,000083,000121,000102,000129,001690,002853,000000,000340,-3393.8254,7262.183,-2979.048,3407.8347,1671141,d66250dda4d1257ce9b0249587f330bf4c2f8f864e40949bf3a2bbfecec9298e
gsw_lakers_2025,nba,1280x720,1280.0,720,720.0,0,660.0,720.0,000717,000717,000000,000010,1.39470e-02,000010/000717,000010,1.39470e-02,000010/000717,000357,4.97908e-01,000357/000717,000010,1.39470e-02,000010/000717,000003,000007,000000,000000,000544,000173,000000,000010,-158.34785,1997.209,68.468994,554.4103,273832,be95e010c4d4b898d191d233be3f8777e3637d35166b0349b8135269da73e833
mem_nop_2025,nba,1280x720,1280.0,720,720.0,0,660.0,720.0,002192,002192,000000,000036,1.64234e-02,000036/002192,000036,1.64234e-02,000036/002192,001205,5.49726e-01,001205/002192,000036,1.64234e-02,000036/002192,000005,000006,000021,000004,001160,001032,000000,000036,-963.79016,1787.5337,-809.44617,1449.3165,862843,d41a4143b518172377c5206791f813ff8f343d4fd08dec4da09bc227be26cd59
mia_bkn_2025,nba,1280x720,1280.0,720,720.0,0,660.0,720.0,000037,000037,000000,000000,0.00000e+00,000000/000037,000000,0.00000e+00,000000/000037,000022,5.94595e-01,000022/000037,000000,0.00000e+00,000000/000037,000000,000000,000000,000000,000016,000021,000000,000000,16.278824,1137.8096,612.3698,554.0,14683,b519936272dacd20916b7efcbf2892793dea178e8b3f9225de62ca5e53c15607
mil_chi_2025,nba,1280x720,1280.0,720,720.0,0,660.0,720.0,002642,002642,000000,000127,4.80696e-02,000127/002642,000120,4.54201e-02,000120/002642,000472,1.78653e-01,000472/002642,000136,5.14762e-02,000136/002642,000040,000047,000041,000049,001558,001084,000000,000127,-1151.158,3479.1492,-890.07275,1582.7749,1027533,6b7631ae23455610fa56b067d024d947e6b83478352fda7318639ea1a10528c0
ncaa_basketball_IB-_u4gW3ds_1080p,ncaa_basketball,1920x1080,1920.0,1080,1080.0,0,1020.0,1080.0,004143,004143,000000,000159,3.83780e-02,000159/004143,000157,3.78952e-02,000157/004143,000796,1.92131e-01,000796/004143,000161,3.88607e-02,000161/004143,000078,000063,000020,000030,001115,003028,000000,000159,-7346.661,9590.221,-1543.3531,2950.2407,1638857,86aebb3ea059c9f384e5c3bd885581257a4a0700922f1dd2af4623a5f0ffaa30
ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball,1920x1080,1920.0,1080,1080.0,0,1020.0,1080.0,004345,004345,000000,000207,4.76410e-02,000207/004345,000204,4.69505e-02,000204/004345,001311,3.01726e-01,001311/004345,000213,4.90219e-02,000213/004345,000097,000056,000080,000039,001546,002799,000000,000207,-2669.689,6129.453,-2969.9163,2746.5964,1657788,b5d3acd9eecd13dd786b5dba47093c3497f957dbbd4be49bf09c511653d35478
ncaa_basketball_mRkuGgeECak,ncaa_basketball,1920x1080,1920.0,1080,1080.0,0,1020.0,1080.0,005580,005580,000000,000126,2.25806e-02,000126/005580,000122,2.18638e-02,000122/005580,001075,1.92652e-01,001075/005580,000130,2.32975e-02,000130/005580,000038,000070,000019,000024,004251,001329,000000,000126,-1499.5824,3783.2437,-1762.9822,1624.0828,2200297,ff7dd38010d1ce72a870e7b38ee4a790eecb48d691570bb533348e2df77e16c4
ncaa_basketball_sRtHQbywiTE,ncaa_basketball,1280x720,1280.0,720,720.0,0,660.0,720.0,001653,001653,000000,000014,8.46945e-03,000014/001653,000014,8.46945e-03,000014/001653,000163,9.86086e-02,000163/001653,000014,8.46945e-03,000014/001653,000011,000003,000001,000000,000505,001148,000000,000014,-450.39377,1485.3844,-16.665337,232.27147,640087,8710101b683bec92ad945a389dee63ae0780bb86557e6420a60bcdc2c1433a75
ncaa_basketball_tiUvyvWOCxo,ncaa_basketball,1280x720,1280.0,720,720.0,0,660.0,720.0,003778,003778,000000,000036,9.52885e-03,000036/003778,000034,8.99947e-03,000034/003778,000187,4.94971e-02,000187/003778,000039,1.03229e-02,000039/003778,000008,000016,000001,000013,000924,002854,000000,000036,-1034.0952,1850.5765,-4.4082565,1003.03656,1469791,ad484b9b2aa8bde96f6290490de7f513577b92cf7594b85c37e0387b4819342e
ncaa_basketball_zqBCKovJCQU,ncaa_basketball,1920x1080,1920.0,1080,1080.0,0,1020.0,1080.0,006623,006623,000000,000312,4.71086e-02,000312/006623,000299,4.51457e-02,000299/006623,001127,1.70165e-01,001127/006623,000320,4.83165e-02,000320/006623,000058,000104,000091,000118,004687,001936,000000,000312,-2088.9817,5637.5537,-2027.2449,3335.2227,2507670,3cb03652870964b608e4ef73be07e2556b0335b7b3b6a077475e490594dd93d3
okc_dal_2025,nba,1280x720,1280.0,720,720.0,0,660.0,720.0,001695,001695,000000,000025,1.47493e-02,000025/001695,000023,1.35693e-02,000023/001695,000200,1.17994e-01,000200/001695,000028,1.65192e-02,000028/001695,000003,000004,000015,000005,000466,001229,000000,000025,-168.79135,2132.4749,-306.89886,832.7993,654915,3a348ac2e294290a36171308253238803e5593d6f0ecdb4dbccce9210605ab97
wnba_01_1080p,wnba,1920x1080,1920.0,1080,1080.0,0,1020.0,1080.0,005588,005588,000000,000398,7.12241e-02,000398/005588,000391,6.99714e-02,000391/005588,000596,1.06657e-01,000596/005588,000410,7.33715e-02,000410/005588,000138,000198,000090,000112,002974,002614,000000,000398,-3489.9607,7053.6284,-3207.5215,2248.3003,2009017,1f2863ea84a8d48cbd9b64ab56852890f563ef64137f9d871532bd0dfaeabad6
wnba_02,wnba,1280x720,1280.0,720,720.0,0,660.0,720.0,006287,006287,000000,000339,5.39208e-02,000339/006287,000334,5.31255e-02,000334/006287,001205,1.91665e-01,001205/006287,000354,5.63067e-02,000354/006287,000099,000184,000061,000062,004098,002189,000000,000339,-2097.814,3439.847,-740.7887,1401.4147,2398304,5c7d174bda1503d5cf5b2f0af6085c8052692a9337d2bbde3cb1552c0fab8d43
wnba_04,wnba,1280x720,1280.0,720,720.0,0,660.0,720.0,006189,006189,000000,000160,2.58523e-02,000160/006189,000155,2.50444e-02,000155/006189,001075,1.73695e-01,001075/006189,000172,2.77912e-02,000172/006189,000043,000097,000013,000028,004615,001574,000000,000160,-1161.5742,2413.4702,-303.46448,976.2954,2342293,593088d261da1e8251f0b5e054ea39327da031cb4604babc611e1b835cc355d5
wnba_05,wnba,1280x720,1280.0,720,720.0,0,660.0,720.0,004736,004736,000000,000291,6.14443e-02,000291/004736,000288,6.08108e-02,000288/004736,002199,4.64316e-01,002199/004736,000302,6.37669e-02,000302/004736,000115,000123,000107,000041,002555,002181,000000,000291,-2843.387,3517.3936,-2373.9856,1834.6426,1759850,07077b311c50b1c9482ded969f4e9f736cf05f0b0d130c288cbd5cd407f59413
wnba_06,wnba,1920x1080,1920.0,1080,1080.0,0,1020.0,1080.0,003606,003606,000000,000150,4.15973e-02,000150/003606,000146,4.04881e-02,000146/003606,000958,2.65668e-01,000958/003606,000154,4.27066e-02,000154/003606,000066,000053,000059,000027,001026,002580,000000,000150,-7720.8237,5360.4307,-2235.6565,2535.705,1327735,fa66b0027ca72ea250d9453affa4f61228680835c6089b01421a2daff3d92feb
