Season,Date,Match,Score,Odds_1,Odds_2
2023-2024,05.03.2024,Miami Heat - Detroit Pistons,118:110,1.15,5.60
2023-2024,05.03.2024,New York Knicks - Atlanta Hawks,100:116,1.82,2.03
2023-2024,05.03.2024,Toronto Raptors - New Orleans Pelicans,98:139,4.44,1.22
2023-2024,04.03.2024,Brooklyn Nets - Memphis Grizzlies,102:106,1.21,4.43
2023-2024,04.03.2024,Los Angeles Lakers - Oklahoma City Thunder,116:104,1.96,1.87
2023-2024,04.03.2024,Milwaukee Bucks - Los Angeles Clippers,113:106,2.23,1.68
2023-2024,04.03.2024,Minnesota Timberwolves - Portland Trail Blazers,119:114,1.06,9.42
2023-2024,04.03.2024,Sacramento Kings - Chicago Bulls,109:113,1.40,2.99
2023-2024,04.03.2024,Utah Jazz - Washington Wizards,127:115,1.48,2.69
2023-2024,03.03.2024,Boston Celtics - Golden State Warriors,140:88,1.29,3.66
2023-2024,03.03.2024,Cleveland Cavaliers - New York Knicks,98:107,1.54,2.52
2023-2024,03.03.2024,Dallas Mavericks - Philadelphia 76ers,116:120,1.30,3.54
2023-2024,03.03.2024,Minnesota Timberwolves - Los Angeles Clippers,88:89,1.71,2.18
2023-2024,03.03.2024,Orlando Magic - Detroit Pistons,113:91,1.16,5.32
2023-2024,03.03.2024,Phoenix Suns - Oklahoma City Thunder,110:118,2.53,1.53
2023-2024,03.03.2024,San Antonio Spurs - Indiana Pacers,117:105,3.08,1.38
2023-2024,03.03.2024,Toronto Raptors - Charlotte Hornets,111:106,1.33,3.33
2023-2024,02.03.2024,Brooklyn Nets - Atlanta Hawks,114:102,1.94,1.89
2023-2024,02.03.2024,Los Angeles Lakers - Denver Nuggets,114:124,1.95,1.87
2023-2024,02.03.2024,Memphis Grizzlies - Portland Trail Blazers,100:107 AET,1.73,2.14
2023-2024,02.03.2024,Miami Heat - Utah Jazz,126:120,1.24,4.06
2023-2024,02.03.2024,Phoenix Suns - Houston Rockets,109:118,1.23,4.21
2023-2024,01.03.2024,Boston Celtics - Dallas Mavericks,138:110,1.26,3.97
2023-2024,01.03.2024,Chicago Bulls - Milwaukee Bucks,97:113,2.37,1.60
2023-2024,01.03.2024,Detroit Pistons - Cleveland Cavaliers,100:110,3.21,1.36
2023-2024,01.03.2024,Los Angeles Clippers - Washington Wizards,140:115,1.07,8.75
2023-2024,01.03.2024,Memphis Grizzlies - Portland Trail Blazers,92:122,1.87,1.96
2023-2024,01.03.2024,Minnesota Timberwolves - Sacramento Kings,120:124 AET,1.29,3.64
2023-2024,01.03.2024,New Orleans Pelicans - Indiana Pacers,129:102,1.48,2.69
2023-2024,01.03.2024,Philadelphia 76ers - Charlotte Hornets,121:114,1.13,5.92
2023-2024,01.03.2024,Toronto Raptors - Golden State Warriors,105:120,2.21,1.69
2023-2024,29.02.2024,Brooklyn Nets - Atlanta Hawks,124:97,1.86,1.96
2023-2024,29.02.2024,Charlotte Hornets - Milwaukee Bucks,99:111,5.61,1.15
2023-2024,29.02.2024,Denver Nuggets - Miami Heat,103:97,1.38,3.07
2023-2024,29.02.2024,Los Angeles Lakers - Washington Wizards,134:131 AET,1.18,4.91
2023-2024,29.02.2024,New York Knicks - Golden State Warriors,99:110,2.33,1.62
2023-2024,29.02.2024,Orlando Magic - Utah Jazz,115:107,1.37,3.15
2023-2024,29.02.2024,Phoenix Suns - Houston Rockets,110:105,1.25,3.94
2023-2024,29.02.2024,San Antonio Spurs - Oklahoma City Thunder,132:118,5.15,1.17
2023-2024,28.02.2024,Chicago Bulls - Cleveland Cavaliers,132:123 AET,2.77,1.45
2023-2024,28.02.2024,Denver Nuggets - Sacramento Kings,117:96,1.24,4.04
2023-2024,28.02.2024,Indiana Pacers - New Orleans Pelicans,123:114,1.57,2.43
2023-2024,28.02.2024,Los Angeles Clippers - Los Angeles Lakers,112:116,1.81,2.02
2023-2024,28.02.2024,Minnesota Timberwolves - Memphis Grizzlies,110:101,1.10,6.92
2023-2024,28.02.2024,Toronto Raptors - Dallas Mavericks,125:136,2.36,1.61
2023-2024,27.02.2024,Atlanta Hawks - Utah Jazz,124:97,1.78,2.06
2023-2024,27.02.2024,Boston Celtics - Philadelphia 76ers,117:99,1.15,5.53
2023-2024,27.02.2024,Chicago Bulls - Detroit Pistons,95:105,1.18,4.86
2023-2024,27.02.2024,Cleveland Cavaliers - Dallas Mavericks,121:119,1.57,2.43
2023-2024,27.02.2024,Milwaukee Bucks - Charlotte Hornets,123:85,1.09,7.63
2023-2024,27.02.2024,Minnesota Timberwolves - San Antonio Spurs,114:105,1.11,6.67
2023-2024,27.02.2024,New York Knicks - New Orleans Pelicans,92:115,2.96,1.41
2023-2024,27.02.2024,Oklahoma City Thunder - Houston Rockets,112:95,1.20,4.58
2023-2024,27.02.2024,Orlando Magic - Brooklyn Nets,108:81,1.36,3.17
2023-2024,27.02.2024,Portland Trail Blazers - Miami Heat,96:106,3.29,1.34
2023-2024,27.02.2024,Washington Wizards - Golden State Warriors,112:123,5.06,1.17
2023-2024,26.02.2024,Indiana Pacers - Toronto Raptors,122:130,1.43,2.84
2023-2024,26.02.2024,Memphis Grizzlies - Brooklyn Nets,86:111,2.17,1.70
2023-2024,26.02.2024,New York Knicks - Detroit Pistons,113:111,1.15,5.52
2023-2024,26.02.2024,Sacramento Kings - Miami Heat,110:121,1.34,3.30
2023-2024,25.02.2024,Atlanta Hawks - Orlando Magic,109:92,1.77,2.05
2023-2024,25.02.2024,Golden State Warriors - Denver Nuggets,103:119,1.76,2.09
2023-2024,25.02.2024,Houston Rockets - Oklahoma City Thunder,110:123,3.03,1.39
2023-2024,25.02.2024,Indiana Pacers - Dallas Mavericks,133:111,2.11,1.75
2023-2024,25.02.2024,Los Angeles Clippers - Sacramento Kings,107:123,1.57,2.46
2023-2024,25.02.2024,New Orleans Pelicans - Chicago Bulls,106:114,1.49,2.65
2023-2024,25.02.2024,Philadelphia 76ers - Milwaukee Bucks,98:119,2.63,1.50
2023-2024,25.02.2024,Phoenix Suns - Los Angeles Lakers,123:113,1.62,2.34
2023-2024,25.02.2024,Portland Trail Blazers - Charlotte Hornets,80:93,1.60,2.37
2023-2024,25.02.2024,Utah Jazz - San Antonio Spurs,128:109,1.36,3.19
2023-2024,25.02.2024,Washington Wizards - Cleveland Cavaliers,105:114,7.18,1.10
2023-2024,24.02.2024,Detroit Pistons - Orlando Magic,109:112,3.69,1.28
2023-2024,24.02.2024,Minnesota Timberwolves - Brooklyn Nets,101:86,1.30,3.57
2023-2024,24.02.2024,New York Knicks - Boston Celtics,102:116,2.94,1.41
2023-2024,23.02.2024,Atlanta Hawks - Toronto Raptors,121:123,1.31,3.47
2023-2024,23.02.2024,Golden State Warriors - Charlotte Hornets,97:84,1.13,6.10
2023-2024,23.02.2024,Houston Rockets - Phoenix Suns,114:110,2.20,1.70
2023-2024,23.02.2024,Los Angeles Lakers - San Antonio Spurs,123:118,1.18,4.90
2023-2024,23.02.2024,Memphis Grizzlies - Los Angeles Clippers,95:101,4.18,1.23
2023-2024,23.02.2024,Minnesota Timberwolves - Milwaukee Bucks,107:112,1.54,2.52
2023-2024,23.02.2024,New Orleans Pelicans - Miami Heat,95:106,1.75,2.11
2023-2024,23.02.2024,Oklahoma City Thunder - Washington Wizards,147:106,1.06,9.65
2023-2024,23.02.2024,Philadelphia 76ers - Cleveland Cavaliers,104:97,2.09,1.75
2023-2024,23.02.2024,Portland Trail Blazers - Denver Nuggets,112:127,3.83,1.27
2023-2024,22.02.2024,Chicago Bulls - Boston Celtics,112:129,3.81,1.27
2023-2024,22.02.2024,Cleveland Cavaliers - Orlando Magic,109:116,1.47,2.75
2023-2024,22.02.2024,Dallas Mavericks - Phoenix Suns,123:113,1.74,2.11
2023-2024,22.02.2024,Denver Nuggets - Washington Wizards,130:110,1.07,8.93
2023-2024,22.02.2024,Golden State Warriors - Los Angeles Lakers,128:110,1.43,2.85
2023-2024,22.02.2024,Indiana Pacers - Detroit Pistons,129:115,1.13,6.14
2023-2024,22.02.2024,New Orleans Pelicans - Houston Rockets,127:105,1.38,3.10
2023-2024,22.02.2024,Oklahoma City Thunder - Los Angeles Clippers,129:107,1.82,2.00
2023-2024,22.02.2024,Philadelphia 76ers - New York Knicks,96:110,1.83,1.99
2023-2024,22.02.2024,Sacramento Kings - San Antonio Spurs,127:122,1.18,4.85
2023-2024,22.02.2024,Toronto Raptors - Brooklyn Nets,121:93,1.87,1.96
2023-2024,22.02.2024,Utah Jazz - Charlotte Hornets,107:115,1.21,4.44
2023-2024,15.02.2024,Memphis Grizzlies - Milwaukee Bucks,113:110,7.33,1.10
2023-2024,15.02.2024,Portland Trail Blazers - Minnesota Timberwolves,91:128,4.54,1.21
2023-2024,15.02.2024,Utah Jazz - Golden State Warriors,137:140,2.15,1.73
2023-2024,14.02.2024,Boston Celtics - Brooklyn Nets,136:86,1.14,5.90
2023-2024,14.02.2024,Charlotte Hornets - Atlanta Hawks,122:99,3.15,1.37
2023-2024,14.02.2024,Cleveland Cavaliers - Chicago Bulls,108:105,1.23,4.33
2023-2024,14.02.2024,Dallas Mavericks - San Antonio Spurs,116:93,1.16,5.44
2023-2024,14.02.2024,Denver Nuggets - Sacramento Kings,98:102,1.48,2.68
2023-2024,14.02.2024,Golden State Warriors - Los Angeles Clippers,125:130,1.61,2.36
2023-2024,14.02.2024,Memphis Grizzlies - Houston Rockets,121:113,2.15,1.73
2023-2024,14.02.2024,New Orleans Pelicans - Washington Wizards,133:126,1.09,7.59
2023-2024,14.02.2024,Orlando Magic - New York Knicks,118:100,1.62,2.35
2023-2024,14.02.2024,Philadelphia 76ers - Miami Heat,104:109,1.71,2.18
2023-2024,14.02.2024,Phoenix Suns - Detroit Pistons,116:100,1.10,7.06
2023-2024,14.02.2024,Toronto Raptors - Indiana Pacers,125:127,2.22,1.68
2023-2024,14.02.2024,Utah Jazz - Los Angeles Lakers,122:138,1.52,2.56
2023-2024,13.02.2024,Brooklyn Nets - Boston Celtics,110:118,3.61,1.30
2023-2024,13.02.2024,Los Angeles Lakers - Detroit Pistons,125:111,1.16,5.41
2023-2024,13.02.2024,Milwaukee Bucks - Miami Heat,97:123,1.34,3.33
2023-2024,13.02.2024,Orlando Magic - Oklahoma City Thunder,113:127,2.20,1.70
2023-2024,13.02.2024,Phoenix Suns - Sacramento Kings,130:125,1.54,2.52
2023-2024,13.02.2024,Portland Trail Blazers - Minnesota Timberwolves,109:121,3.93,1.26
2023-2024,12.02.2024,Atlanta Hawks - Chicago Bulls,126:136,1.52,2.58
2023-2024,12.02.2024,Charlotte Hornets - Indiana Pacers,111:102,4.62,1.20
2023-2024,12.02.2024,Cleveland Cavaliers - Philadelphia 76ers,121:123,1.15,5.49
2023-2024,12.02.2024,Dallas Mavericks - Washington Wizards,112:104,1.14,5.94
2023-2024,12.02.2024,Houston Rockets - New York Knicks,105:103,1.91,1.92
2023-2024,12.02.2024,Los Angeles Clippers - Minnesota Timberwolves,100:121,1.50,2.62
2023-2024,12.02.2024,Memphis Grizzlies - New Orleans Pelicans,87:96,4.31,1.22
2023-2024,12.02.2024,Milwaukee Bucks - Denver Nuggets,112:95,1.87,1.96
2023-2024,12.02.2024,Toronto Raptors - San Antonio Spurs,99:122,1.42,2.90
2023-2024,12.02.2024,Utah Jazz - Golden State Warriors,107:129,1.93,1.89
2023-2024,11.02.2024,Miami Heat - Boston Celtics,106:110,3.42,1.32
2023-2024,11.02.2024,Oklahoma City Thunder - Sacramento Kings,127:113,1.64,2.30
2023-2024,10.02.2024,Atlanta Hawks - Houston Rockets,122:113,1.36,3.20
2023-2024,10.02.2024,Brooklyn Nets - San Antonio Spurs,123:103,1.43,2.86
2023-2024,10.02.2024,Charlotte Hornets - Memphis Grizzlies,115:106,2.69,1.48
2023-2024,10.02.2024,Dallas Mavericks - Oklahoma City Thunder,146:111,1.98,1.85
2023-2024,10.02.2024,Golden State Warriors - Phoenix Suns,113:112,2.01,1.82
2023-2024,10.02.2024,Los Angeles Clippers - Detroit Pistons,112:106,1.06,9.77
2023-2024,10.02.2024,New York Knicks - Indiana Pacers,111:125,2.33,1.64
2023-2024,10.02.2024,Orlando Magic - Chicago Bulls,114:108 AET,1.49,2.68
2023-2024,10.02.2024,Portland Trail Blazers - New Orleans Pelicans,84:93,3.69,1.29
2023-2024,10.02.2024,Toronto Raptors - Cleveland Cavaliers,95:119,3.91,1.26
2023-2024,10.02.2024,Washington Wizards - Philadelphia 76ers,113:119,2.77,1.46
2023-2024,09.02.2024,Boston Celtics - Washington Wizards,133:129,1.04,12.58
2023-2024,09.02.2024,Los Angeles Lakers - New Orleans Pelicans,139:122,2.19,1.70
2023-2024,09.02.2024,Milwaukee Bucks - Charlotte Hornets,120:84,1.06,9.80
2023-2024,09.02.2024,Philadelphia 76ers - Atlanta Hawks,121:127,2.38,1.60
2023-2024,09.02.2024,Sacramento Kings - Denver Nuggets,135:106,1.69,2.21
2023-2024,09.02.2024,Toronto Raptors - Houston Rockets,107:104,1.70,2.20
2023-2024,08.02.2024,Brooklyn Nets - Cleveland Cavaliers,95:118,3.38,1.33
2023-2024,08.02.2024,Indiana Pacers - Golden State Warriors,109:131,1.45,2.82
2023-2024,08.02.2024,Los Angeles Lakers - Denver Nuggets,106:114,2.27,1.66
2023-2024,08.02.2024,Memphis Grizzlies - Chicago Bulls,110:118,2.74,1.47
2023-2024,08.02.2024,Milwaukee Bucks - Minnesota Timberwolves,105:129,2.10,1.76
2023-2024,08.02.2024,New York Knicks - Dallas Mavericks,108:122,2.93,1.42
2023-2024,08.02.2024,Orlando Magic - San Antonio Spurs,127:111,1.19,4.79
2023-2024,08.02.2024,Phoenix Suns - Utah Jazz,129:115,1.48,2.72
2023-2024,08.02.2024,Portland Trail Blazers - Detroit Pistons,122:128 AET,1.54,2.53
2023-2024,07.02.2024,Boston Celtics - Atlanta Hawks,125:117,1.13,5.96
2023-2024,07.02.2024,Charlotte Hornets - Toronto Raptors,117:123,3.21,1.36
2023-2024,07.02.2024,Los Angeles Clippers - New Orleans Pelicans,106:117,1.46,2.74
2023-2024,07.02.2024,Miami Heat - San Antonio Spurs,116:104,1.29,3.67
2023-2024,07.02.2024,Philadelphia 76ers - Golden State Warriors,104:127,2.28,1.65
2023-2024,07.02.2024,Sacramento Kings - Detroit Pistons,120:133,1.11,6.89
2023-2024,07.02.2024,Washington Wizards - Cleveland Cavaliers,106:114,5.80,1.14
2023-2024,06.02.2024,Brooklyn Nets - Dallas Mavericks,107:119,2.26,1.66
2023-2024,06.02.2024,Chicago Bulls - Minnesota Timberwolves,129:123 AET,2.69,1.48
2023-2024,06.02.2024,Indiana Pacers - Houston Rockets,132:129,1.30,3.61
2023-2024,06.02.2024,Miami Heat - Orlando Magic,121:95,1.62,2.34
2023-2024,06.02.2024,New York Knicks - Memphis Grizzlies,123:113,1.10,7.41
2023-2024,06.02.2024,Phoenix Suns - Milwaukee Bucks,114:106,1.44,2.83
2023-2024,06.02.2024,Utah Jazz - Oklahoma City Thunder,124:117,2.30,1.65
2023-2024,05.02.2024,Atlanta Hawks - Los Angeles Clippers,144:149,2.45,1.57
2023-2024,05.02.2024,Brooklyn Nets - Golden State Warriors,98:109,1.93,1.88
2023-2024,05.02.2024,Charlotte Hornets - Los Angeles Lakers,118:124,6.63,1.11
2023-2024,05.02.2024,Cleveland Cavaliers - Sacramento Kings,136:110,1.50,2.61
2023-2024,05.02.2024,New Orleans Pelicans - Toronto Raptors,138:100,1.19,4.85
2023-2024,05.02.2024,Philadelphia 76ers - Dallas Mavericks,102:118,2.20,1.69
2023-2024,04.02.2024,Boston Celtics - Memphis Grizzlies,131:91,1.03,13.22
2023-2024,04.02.2024,Charlotte Hornets - Indiana Pacers,99:115,5.55,1.15
2023-2024,04.02.2024,Denver Nuggets - Portland Trail Blazers,112:103,1.07,9.17
2023-2024,04.02.2024,Detroit Pistons - Orlando Magic,99:111,3.08,1.39
2023-2024,04.02.2024,Miami Heat - Los Angeles Clippers,95:103,2.61,1.51
2023-2024,04.02.2024,Minnesota Timberwolves - Houston Rockets,111:90,1.30,3.56
2023-2024,04.02.2024,Oklahoma City Thunder - Toronto Raptors,135:127 AET,1.27,3.87
2023-2024,04.02.2024,Utah Jazz - Milwaukee Bucks,123:108,1.71,2.18
2023-2024,04.02.2024,Washington Wizards - Phoenix Suns,112:140,5.24,1.17
2023-2024,03.02.2024,Atlanta Hawks - Golden State Warriors,141:134 AET,1.76,2.11
2023-2024,03.02.2024,Chicago Bulls - Sacramento Kings,115:123,1.87,1.96
2023-2024,03.02.2024,Dallas Mavericks - Milwaukee Bucks,117:129,2.40,1.59
2023-2024,03.02.2024,New York Knicks - Los Angeles Lakers,105:113,1.74,2.13
2023-2024,03.02.2024,Philadelphia 76ers - Brooklyn Nets,121:136,1.82,2.03
2023-2024,03.02.2024,San Antonio Spurs - Cleveland Cavaliers,101:117,4.69,1.20
2023-2024,02.02.2024,Atlanta Hawks - Phoenix Suns,129:120,2.28,1.66
2023-2024,02.02.2024,Denver Nuggets - Portland Trail Blazers,120:108,1.10,7.27
2023-2024,02.02.2024,Detroit Pistons - Los Angeles Clippers,125:136,5.88,1.14
2023-2024,02.02.2024,Houston Rockets - Toronto Raptors,135:106,1.54,2.53
2023-2024,02.02.2024,Indiana Pacers - Sacramento Kings,122:133,2.45,1.57
2023-2024,02.02.2024,Memphis Grizzlies - Golden State Warriors,101:121,3.45,1.32
2023-2024,02.02.2024,Minnesota Timberwolves - Orlando Magic,106:108,1.37,3.18
2023-2024,02.02.2024,Oklahoma City Thunder - Charlotte Hornets,126:106,1.07,8.97
2023-2024,02.02.2024,San Antonio Spurs - New Orleans Pelicans,113:114,3.75,1.28
2023-2024,02.02.2024,Washington Wizards - Miami Heat,102:110,3.59,1.30
2023-2024,01.02.2024,Boston Celtics - Los Angeles Lakers,105:114,1.07,9.41
2023-2024,01.02.2024,Memphis Grizzlies - Cleveland Cavaliers,101:108,3.85,1.27
2023-2024,01.02.2024,New York Knicks - Indiana Pacers,109:105,1.79,2.05
2023-2024,01.02.2024,Utah Jazz - Philadelphia 76ers,124:127,1.51,2.62
2023-2024,31.01.2024,Brooklyn Nets - Phoenix Suns,120:136,2.40,1.60
2023-2024,31.01.2024,Charlotte Hornets - Chicago Bulls,110:117,2.85,1.44
2023-2024,31.01.2024,Cleveland Cavaliers - Detroit Pistons,128:121,1.11,6.89
2023-2024,31.01.2024,Houston Rockets - New Orleans Pelicans,99:110,1.84,2.00
2023-2024,31.01.2024,Miami Heat - Sacramento Kings,115:106,1.74,2.14
2023-2024,31.01.2024,Minnesota Timberwolves - Dallas Mavericks,121:87,1.11,6.97
2023-2024,31.01.2024,Oklahoma City Thunder - Denver Nuggets,105:100,1.45,2.79
2023-2024,31.01.2024,Portland Trail Blazers - Milwaukee Bucks,119:116,4.94,1.18
2023-2024,31.01.2024,San Antonio Spurs - Orlando Magic,98:108,3.00,1.40
2023-2024,31.01.2024,Washington Wizards - Los Angeles Clippers,109:125,4.43,1.22
2023-2024,30.01.2024,Atlanta Hawks - Los Angeles Lakers,138:122,1.45,2.79
2023-2024,30.01.2024,Boston Celtics - Indiana Pacers,129:124,1.30,3.61
2023-2024,30.01.2024,Chicago Bulls - Toronto Raptors,107:118,1.35,3.26
2023-2024,30.01.2024,Golden State Warriors - Philadelphia 76ers,119:107,1.77,2.10
2023-2024,30.01.2024,New York Knicks - Utah Jazz,118:103,1.67,2.25
2023-2024,29.01.2024,Boston Celtics - New Orleans Pelicans,118:112,1.29,3.63
2023-2024,29.01.2024,Brooklyn Nets - Utah Jazz,147:114,1.93,1.90
2023-2024,29.01.2024,Charlotte Hornets - New York Knicks,92:113,4.36,1.22
2023-2024,29.01.2024,Cleveland Cavaliers - Los Angeles Clippers,118:108,2.03,1.81
2023-2024,29.01.2024,Dallas Mavericks - Orlando Magic,131:129,1.57,2.45
2023-2024,29.01.2024,Denver Nuggets - Milwaukee Bucks,113:107,1.57,2.45
2023-2024,29.01.2024,Houston Rockets - Los Angeles Lakers,135:119,1.98,1.86
2023-2024,29.01.2024,Memphis Grizzlies - Sacramento Kings,94:103,4.83,1.19
2023-2024,29.01.2024,Miami Heat - Phoenix Suns,105:118,1.73,2.14
2023-2024,29.01.2024,Oklahoma City Thunder - Minnesota Timberwolves,101:107,1.70,2.19
2023-2024,29.01.2024,Portland Trail Blazers - Philadelphia 76ers,130:104,2.89,1.43
2023-2024,29.01.2024,San Antonio Spurs - Washington Wizards,113:118,1.61,2.38
2023-2024,28.01.2024,Atlanta Hawks - Toronto Raptors,126:125,1.42,2.92
2023-2024,28.01.2024,Detroit Pistons - Oklahoma City Thunder,120:104,6.91,1.11
2023-2024,28.01.2024,Indiana Pacers - Memphis Grizzlies,116:110,1.33,3.40
2023-2024,28.01.2024,Orlando Magic - Phoenix Suns,113:98,2.06,1.79
2023-2024,28.01.2024,Portland Trail Blazers - Chicago Bulls,96:104,2.83,1.44
2023-2024,27.01.2024,Boston Celtics - Los Angeles Clippers,96:115,1.36,3.19
2023-2024,27.01.2024,Brooklyn Nets - Houston Rockets,106:104,1.57,2.46
2023-2024,27.01.2024,Charlotte Hornets - Utah Jazz,122:134,4.68,1.20
2023-2024,27.01.2024,Dallas Mavericks - Sacramento Kings,115:120,2.47,1.56
2023-2024,27.01.2024,Denver Nuggets - Philadelphia 76ers,111:105,1.29,3.58
2023-2024,27.01.2024,Detroit Pistons - Washington Wizards,104:118,1.63,2.33
2023-2024,27.01.2024,Golden State Warriors - Los Angeles Lakers,144:145 AET,1.81,2.04
2023-2024,27.01.2024,Milwaukee Bucks - New Orleans Pelicans,141:117,1.62,2.35
2023-2024,27.01.2024,New York Knicks - Miami Heat,125:109,1.53,2.56
2023-2024,27.01.2024,San Antonio Spurs - Minnesota Timberwolves,113:112,4.94,1.18
2023-2024,26.01.2024,Atlanta Hawks - Dallas Mavericks,143:148,1.78,2.08
2023-2024,26.01.2024,Charlotte Hornets - Houston Rockets,104:138,2.66,1.50
2023-2024,26.01.2024,Indiana Pacers - Phoenix Suns,133:131,2.62,1.51
2023-2024,26.01.2024,Memphis Grizzlies - Orlando Magic,107:106,2.99,1.40
2023-2024,26.01.2024,Milwaukee Bucks - Cleveland Cavaliers,100:112,1.46,2.77
2023-2024,26.01.2024,New Orleans Pelicans - Oklahoma City Thunder,83:107,2.03,1.81
2023-2024,26.01.2024,San Antonio Spurs - Portland Trail Blazers,116:100,1.50,2.63
2023-2024,26.01.2024,Toronto Raptors - Los Angeles Clippers,107:127,3.65,1.29
2023-2024,25.01.2024,Brooklyn Nets - Minnesota Timberwolves,94:96,2.42,1.59
2023-2024,25.01.2024,Golden State Warriors - Sacramento Kings,133:134,2.05,1.80
2023-2024,25.01.2024,Indiana Pacers - Philadelphia 76ers,134:122,2.43,1.58
2023-2024,25.01.2024,Los Angeles Lakers - Chicago Bulls,141:132,1.43,2.89
2023-2024,25.01.2024,Miami Heat - Boston Celtics,110:143,3.64,1.29
2023-2024,25.01.2024,New York Knicks - Denver Nuggets,122:84,2.17,1.72
2023-2024,25.01.2024,Washington Wizards - Utah Jazz,108:123,3.27,1.35
2023-2024,24.01.2024,Dallas Mavericks - Phoenix Suns,109:132,2.13,1.75
2023-2024,24.01.2024,Detroit Pistons - Charlotte Hornets,113:106,1.72,2.18
2023-2024,24.01.2024,Golden State Warriors - Atlanta Hawks,134:112,1.41,2.99
2023-2024,24.01.2024,Houston Rockets - Portland Trail Blazers,131:137 AET,1.21,4.59
2023-2024,24.01.2024,Miami Heat - Memphis Grizzlies,96:105,1.16,5.43
2023-2024,24.01.2024,Milwaukee Bucks - Cleveland Cavaliers,126:116,1.37,3.18
2023-2024,24.01.2024,San Antonio Spurs - Oklahoma City Thunder,114:140,4.04,1.26
2023-2024,24.01.2024,Washington Wizards - Minnesota Timberwolves,107:118,4.87,1.19
2023-2024,23.01.2024,Brooklyn Nets - New York Knicks,103:108,2.38,1.61
2023-2024,23.01.2024,Indiana Pacers - Denver Nuggets,109:114,2.65,1.51
2023-2024,23.01.2024,Los Angeles Clippers - Los Angeles Lakers,127:116,1.24,4.18
2023-2024,23.01.2024,New Orleans Pelicans - Utah Jazz,153:124,1.39,3.09
2023-2024,23.01.2024,Oklahoma City Thunder - Portland Trail Blazers,111:109,1.11,7.03
2023-2024,22.01.2024,Dallas Mavericks - Boston Celtics,110:119,2.17,1.72
2023-2024,22.01.2024,Detroit Pistons - Milwaukee Bucks,113:122,6.29,1.13
2023-2024,22.01.2024,Minnesota Timberwolves - Charlotte Hornets,125:128,1.10,7.72
2023-2024,22.01.2024,Orlando Magic - Cleveland Cavaliers,99:126,2.13,1.74
2023-2024,22.01.2024,Philadelphia 76ers - San Antonio Spurs,133:123,1.10,7.39
2023-2024,22.01.2024,Phoenix Suns - Chicago Bulls,115:113,1.49,2.70
2023-2024,22.01.2024,Sacramento Kings - Atlanta Hawks,122:107,1.29,3.73
2023-2024,22.01.2024,Toronto Raptors - Memphis Grizzlies,100:108,1.36,3.23
2023-2024,21.01.2024,Houston Rockets - Boston Celtics,107:116,6.10,1.14
2023-2024,21.01.2024,Los Angeles Clippers - Brooklyn Nets,125:114,1.20,4.76
2023-2024,21.01.2024,Los Angeles Lakers - Portland Trail Blazers,134:110,1.17,5.27
2023-2024,21.01.2024,Orlando Magic - Miami Heat,105:87,1.89,1.93
2023-2024,21.01.2024,Phoenix Suns - Indiana Pacers,117:110,1.39,3.08
2023-2024,21.01.2024,Washington Wizards - Denver Nuggets,104:113,6.36,1.13
2023-2024,20.01.2024,Atlanta Hawks - Cleveland Cavaliers,95:116,2.12,1.75
2023-2024,20.01.2024,Charlotte Hornets - Philadelphia 76ers,89:97,5.57,1.16
2023-2024,20.01.2024,Chicago Bulls - Memphis Grizzlies,125:96,1.32,3.47
2023-2024,20.01.2024,Detroit Pistons - Milwaukee Bucks,135:141,7.41,1.10
2023-2024,20.01.2024,Houston Rockets - Utah Jazz,127:126 AET,1.78,2.07
2023-2024,20.01.2024,Minnesota Timberwolves - Oklahoma City Thunder,97:102,1.66,2.26
2023-2024,20.01.2024,New York Knicks - Toronto Raptors,126:100,1.33,3.41
2023-2024,20.01.2024,Washington Wizards - San Antonio Spurs,127:131,1.76,2.10
2023-2024,19.01.2024,Boston Celtics - Denver Nuggets,100:102,1.35,3.26
2023-2024,19.01.2024,Charlotte Hornets - San Antonio Spurs,124:120,1.53,2.56
2023-2024,19.01.2024,Los Angeles Lakers - Brooklyn Nets,112:130,1.34,3.35
2023-2024,19.01.2024,Miami Heat - Atlanta Hawks,108:109,1.35,3.29
2023-2024,19.01.2024,New Orleans Pelicans - Phoenix Suns,109:123,1.73,2.14
2023-2024,19.01.2024,Orlando Magic - Philadelphia 76ers,109:124,2.71,1.48
2023-2024,19.01.2024,Portland Trail Blazers - Indiana Pacers,118:115,3.67,1.29
2023-2024,18.01.2024,Minnesota Timberwolves - Memphis Grizzlies,118:103,1.13,6.23
2023-2024,18.01.2024,New York Knicks - Washington Wizards,113:109,1.14,5.89
2023-2024,18.01.2024,Sacramento Kings - Indiana Pacers,121:126,1.29,3.70
2023-2024,18.01.2024,Toronto Raptors - Chicago Bulls,110:116,2.08,1.77
2023-2024,18.01.2024,Utah Jazz - Oklahoma City Thunder,129:134,2.28,1.65
2023-2024,17.01.2024,Atlanta Hawks - Orlando Magic,106:104,1.56,2.47
2023-2024,17.01.2024,Boston Celtics - San Antonio Spurs,117:98,1.08,8.43
2023-2024,17.01.2024,Cleveland Cavaliers - Milwaukee Bucks,135:95,1.81,2.04
2023-2024,17.01.2024,Detroit Pistons - Minnesota Timberwolves,117:124,6.36,1.13
2023-2024,17.01.2024,Los Angeles Lakers - Dallas Mavericks,127:110,1.66,2.26
