Season,Date,Match,Score,Odds_1,Odds_2
2022-2023,27.11.2022,Los Angeles Clippers - Indiana Pacers,114:100,2.10,1.77
2022-2023,27.11.2022,Milwaukee Bucks - Dallas Mavericks,124:115,1.43,2.91
2022-2023,27.11.2022,Minnesota Timberwolves - Golden State Warriors,114:137,2.05,1.81
2022-2023,27.11.2022,New York Knicks - Memphis Grizzlies,123:127,2.05,1.81
2022-2023,27.11.2022,Orlando Magic - Philadelphia 76ers,103:133,1.90,1.94
2022-2023,26.11.2022,Houston Rockets - Oklahoma City Thunder,118:105,2.08,1.79
2022-2023,26.11.2022,Phoenix Suns - Utah Jazz,113:112,1.42,2.97
2022-2023,26.11.2022,San Antonio Spurs - Los Angeles Lakers,138:143,1.87,1.96
2022-2023,26.11.2022,Toronto Raptors - Dallas Mavericks,105:100,2.20,1.71
2022-2023,25.11.2022,Boston Celtics - Sacramento Kings,122:104,1.32,3.47
2022-2023,25.11.2022,Charlotte Hornets - Minnesota Timberwolves,110:108,2.98,1.41
2022-2023,25.11.2022,Golden State Warriors - Utah Jazz,129:118,1.30,3.63
2022-2023,25.11.2022,Houston Rockets - Atlanta Hawks,128:122,3.34,1.35
2022-2023,25.11.2022,Indiana Pacers - Brooklyn Nets,128:117,2.37,1.62
2022-2023,25.11.2022,Los Angeles Clippers - Denver Nuggets,104:114,2.48,1.57
2022-2023,25.11.2022,Memphis Grizzlies - New Orleans Pelicans,132:111,1.74,2.15
2022-2023,25.11.2022,Miami Heat - Washington Wizards,110:107,1.68,2.23
2022-2023,25.11.2022,Milwaukee Bucks - Cleveland Cavaliers,117:102,1.56,2.49
2022-2023,25.11.2022,New York Knicks - Portland Trail Blazers,129:132 AET,1.58,2.45
2022-2023,25.11.2022,Oklahoma City Thunder - Chicago Bulls,123:119 AET,2.27,1.67
2022-2023,25.11.2022,Orlando Magic - Philadelphia 76ers,99:107,1.82,2.04
2022-2023,25.11.2022,Phoenix Suns - Detroit Pistons,108:102,1.12,6.60
2022-2023,25.11.2022,San Antonio Spurs - Los Angeles Lakers,94:105,2.44,1.59
2022-2023,23.11.2022,Atlanta Hawks - Sacramento Kings,115:106,1.54,2.56
2022-2023,23.11.2022,Boston Celtics - Dallas Mavericks,125:112,1.45,2.83
2022-2023,23.11.2022,Charlotte Hornets - Philadelphia 76ers,107:101,1.56,2.51
2022-2023,23.11.2022,Cleveland Cavaliers - Portland Trail Blazers,114:96,1.35,3.32
2022-2023,23.11.2022,Golden State Warriors - Los Angeles Clippers,124:107,1.20,4.68
2022-2023,23.11.2022,Indiana Pacers - Minnesota Timberwolves,101:115,2.07,1.79
2022-2023,23.11.2022,Miami Heat - Washington Wizards,113:105,1.53,2.58
2022-2023,23.11.2022,Milwaukee Bucks - Chicago Bulls,113:118,1.36,3.27
2022-2023,23.11.2022,Oklahoma City Thunder - Denver Nuggets,126:131 AET,1.94,1.90
2022-2023,23.11.2022,San Antonio Spurs - New Orleans Pelicans,110:129,2.73,1.48
2022-2023,23.11.2022,Toronto Raptors - Brooklyn Nets,98:112,2.18,1.71
2022-2023,23.11.2022,Utah Jazz - Detroit Pistons,116:125,1.14,5.92
2022-2023,22.11.2022,Denver Nuggets - Detroit Pistons,108:110,1.15,5.69
2022-2023,22.11.2022,Memphis Grizzlies - Sacramento Kings,109:113,1.71,2.20
2022-2023,22.11.2022,Philadelphia 76ers - Brooklyn Nets,115:106,3.62,1.31
2022-2023,22.11.2022,Phoenix Suns - Los Angeles Lakers,115:105,1.23,4.35
2022-2023,21.11.2022,Chicago Bulls - Boston Celtics,121:107,2.79,1.47
2022-2023,21.11.2022,Cleveland Cavaliers - Atlanta Hawks,114:102,1.64,2.34
2022-2023,21.11.2022,Indiana Pacers - Orlando Magic,123:102,1.36,3.26
2022-2023,21.11.2022,Los Angeles Clippers - Utah Jazz,121:114,1.74,2.14
2022-2023,21.11.2022,Milwaukee Bucks - Portland Trail Blazers,119:111,1.22,4.43
2022-2023,21.11.2022,Minnesota Timberwolves - Miami Heat,105:101,1.27,3.87
2022-2023,21.11.2022,New Orleans Pelicans - Golden State Warriors,128:83,1.18,5.17
2022-2023,21.11.2022,Oklahoma City Thunder - New York Knicks,119:129,1.82,2.04
2022-2023,20.11.2022,Brooklyn Nets - Memphis Grizzlies,127:115,1.33,3.43
2022-2023,20.11.2022,Cleveland Cavaliers - Miami Heat,113:87,1.33,3.48
2022-2023,20.11.2022,Dallas Mavericks - Denver Nuggets,97:98,1.19,4.84
2022-2023,20.11.2022,Houston Rockets - Golden State Warriors,120:127,4.89,1.19
2022-2023,20.11.2022,Los Angeles Lakers - San Antonio Spurs,123:92,1.40,3.03
2022-2023,20.11.2022,Phoenix Suns - New York Knicks,116:95,1.43,2.92
2022-2023,20.11.2022,Sacramento Kings - Detroit Pistons,137:129,1.19,5.00
2022-2023,20.11.2022,Washington Wizards - Charlotte Hornets,106:102,1.51,2.65
2022-2023,19.11.2022,Atlanta Hawks - Toronto Raptors,124:122 AET,1.48,2.75
2022-2023,19.11.2022,Indiana Pacers - Orlando Magic,114:113,1.34,3.37
2022-2023,19.11.2022,Los Angeles Clippers - San Antonio Spurs,119:97,1.26,4.00
2022-2023,19.11.2022,Philadelphia 76ers - Minnesota Timberwolves,109:112,2.33,1.64
2022-2023,19.11.2022,Portland Trail Blazers - Utah Jazz,113:118,1.57,2.47
2022-2023,18.11.2022,Chicago Bulls - Orlando Magic,107:108,1.27,3.95
2022-2023,18.11.2022,Cleveland Cavaliers - Charlotte Hornets,132:122 AET,1.20,4.73
2022-2023,18.11.2022,Dallas Mavericks - Denver Nuggets,127:99,1.21,4.58
2022-2023,18.11.2022,Golden State Warriors - New York Knicks,111:101,1.34,3.36
2022-2023,18.11.2022,Houston Rockets - Indiana Pacers,91:99,2.84,1.45
2022-2023,18.11.2022,Los Angeles Lakers - Detroit Pistons,128:121,1.36,3.25
2022-2023,18.11.2022,Memphis Grizzlies - Oklahoma City Thunder,121:110,1.41,3.00
2022-2023,18.11.2022,New Orleans Pelicans - Boston Celtics,109:117,2.28,1.66
2022-2023,18.11.2022,Philadelphia 76ers - Milwaukee Bucks,110:102,1.99,1.84
2022-2023,18.11.2022,Utah Jazz - Phoenix Suns,134:133,1.93,1.90
2022-2023,18.11.2022,Washington Wizards - Miami Heat,107:106 AET,1.32,3.49
2022-2023,17.11.2022,Los Angeles Clippers - Detroit Pistons,96:91,1.18,5.15
2022-2023,17.11.2022,Portland Trail Blazers - Brooklyn Nets,107:109,1.68,2.24
2022-2023,17.11.2022,Sacramento Kings - San Antonio Spurs,130:112,1.35,3.30
2022-2023,16.11.2022,Atlanta Hawks - Boston Celtics,101:126,1.93,1.90
2022-2023,16.11.2022,Charlotte Hornets - Indiana Pacers,113:125,1.92,1.92
2022-2023,16.11.2022,Dallas Mavericks - Houston Rockets,92:101,1.38,3.15
2022-2023,16.11.2022,Denver Nuggets - New York Knicks,103:106,1.78,2.10
2022-2023,16.11.2022,Milwaukee Bucks - Cleveland Cavaliers,113:98,1.75,2.13
2022-2023,16.11.2022,New Orleans Pelicans - Chicago Bulls,124:110,1.81,2.05
2022-2023,16.11.2022,Orlando Magic - Minnesota Timberwolves,108:126,3.53,1.32
2022-2023,16.11.2022,Phoenix Suns - Golden State Warriors,130:119,2.16,1.73
2022-2023,16.11.2022,Toronto Raptors - Miami Heat,112:104,1.66,2.28
2022-2023,16.11.2022,Washington Wizards - Oklahoma City Thunder,120:121,1.50,2.66
2022-2023,15.11.2022,Dallas Mavericks - Los Angeles Clippers,103:101,1.39,3.09
2022-2023,15.11.2022,New Orleans Pelicans - Memphis Grizzlies,113:102,1.84,2.00
2022-2023,15.11.2022,Portland Trail Blazers - San Antonio Spurs,117:110,1.29,3.71
2022-2023,15.11.2022,Sacramento Kings - Brooklyn Nets,153:121,1.81,2.04
2022-2023,15.11.2022,Utah Jazz - New York Knicks,111:118,1.55,2.53
2022-2023,14.11.2022,Boston Celtics - Oklahoma City Thunder,126:122,1.14,5.88
2022-2023,14.11.2022,Detroit Pistons - Toronto Raptors,111:115,2.57,1.53
2022-2023,14.11.2022,Golden State Warriors - San Antonio Spurs,132:95,1.24,4.14
2022-2023,14.11.2022,Houston Rockets - Los Angeles Clippers,106:122,2.68,1.50
2022-2023,14.11.2022,Miami Heat - Phoenix Suns,113:112,1.71,2.18
2022-2023,14.11.2022,Milwaukee Bucks - Atlanta Hawks,106:121,1.59,2.43
2022-2023,14.11.2022,Orlando Magic - Charlotte Hornets,105:112,2.03,1.82
2022-2023,13.11.2022,Chicago Bulls - Denver Nuggets,103:126,2.05,1.80
2022-2023,13.11.2022,Cleveland Cavaliers - Minnesota Timberwolves,124:129,1.87,1.96
2022-2023,13.11.2022,Los Angeles Lakers - Brooklyn Nets,116:103,2.69,1.49
2022-2023,13.11.2022,New York Knicks - Oklahoma City Thunder,135:145,1.48,2.70
2022-2023,13.11.2022,Philadelphia 76ers - Utah Jazz,105:98,1.60,2.40
2022-2023,13.11.2022,Sacramento Kings - Golden State Warriors,122:115,2.53,1.55
2022-2023,13.11.2022,Washington Wizards - Memphis Grizzlies,102:92,1.81,2.04
2022-2023,12.11.2022,Dallas Mavericks - Portland Trail Blazers,117:112,1.41,3.00
2022-2023,12.11.2022,Detroit Pistons - Boston Celtics,108:117,3.86,1.27
2022-2023,12.11.2022,Indiana Pacers - Toronto Raptors,118:104,1.71,2.20
2022-2023,12.11.2022,Los Angeles Clippers - Brooklyn Nets,95:110,1.82,2.02
2022-2023,12.11.2022,Miami Heat - Charlotte Hornets,132:115,1.29,3.69
2022-2023,12.11.2022,New Orleans Pelicans - Houston Rockets,119:106,1.19,4.90
2022-2023,12.11.2022,Philadelphia 76ers - Atlanta Hawks,121:109,1.68,2.24
2022-2023,12.11.2022,Washington Wizards - Utah Jazz,121:112,2.47,1.57
2022-2023,11.11.2022,Boston Celtics - Denver Nuggets,131:112,1.55,2.53
2022-2023,11.11.2022,Golden State Warriors - Cleveland Cavaliers,106:101,1.66,2.28
2022-2023,11.11.2022,Los Angeles Lakers - Sacramento Kings,114:120,2.45,1.58
2022-2023,11.11.2022,Memphis Grizzlies - Minnesota Timberwolves,114:103,1.57,2.47
2022-2023,11.11.2022,New York Knicks - Detroit Pistons,121:112,1.24,4.18
2022-2023,11.11.2022,Oklahoma City Thunder - Toronto Raptors,132:113,2.70,1.48
2022-2023,11.11.2022,Orlando Magic - Phoenix Suns,114:97,3.32,1.34
2022-2023,11.11.2022,San Antonio Spurs - Milwaukee Bucks,111:93,1.80,2.05
2022-2023,10.11.2022,Atlanta Hawks - Philadelphia 76ers,104:95,1.85,1.98
2022-2023,10.11.2022,Miami Heat - Charlotte Hornets,117:112 AET,1.17,5.21
2022-2023,10.11.2022,New Orleans Pelicans - Portland Trail Blazers,95:106,1.24,4.24
2022-2023,10.11.2022,Washington Wizards - Dallas Mavericks,113:105,2.85,1.44
2022-2023,09.11.2022,Atlanta Hawks - Utah Jazz,119:125,1.54,2.54
2022-2023,09.11.2022,Boston Celtics - Detroit Pistons,128:112,1.11,6.93
2022-2023,09.11.2022,Brooklyn Nets - New York Knicks,112:85,1.65,2.31
2022-2023,09.11.2022,Charlotte Hornets - Portland Trail Blazers,95:105,2.07,1.79
2022-2023,09.11.2022,Chicago Bulls - New Orleans Pelicans,111:115,2.08,1.79
2022-2023,09.11.2022,Indiana Pacers - Denver Nuggets,119:122,2.67,1.50
2022-2023,09.11.2022,Los Angeles Clippers - Los Angeles Lakers,114:101,1.65,2.30
2022-2023,09.11.2022,Minnesota Timberwolves - Phoenix Suns,117:129,1.79,2.07
2022-2023,09.11.2022,Oklahoma City Thunder - Milwaukee Bucks,132:136 AET,1.98,1.86
2022-2023,09.11.2022,Orlando Magic - Dallas Mavericks,94:87,3.95,1.27
2022-2023,09.11.2022,Sacramento Kings - Cleveland Cavaliers,127:120,2.55,1.55
2022-2023,09.11.2022,San Antonio Spurs - Memphis Grizzlies,122:124 AET,2.86,1.44
2022-2023,09.11.2022,Toronto Raptors - Houston Rockets,116:109,1.21,4.66
2022-2023,07.11.2022,Atlanta Hawks - Milwaukee Bucks,117:98,2.75,1.46
2022-2023,07.11.2022,Charlotte Hornets - Washington Wizards,100:108,1.78,2.08
2022-2023,07.11.2022,Chicago Bulls - Toronto Raptors,111:97,1.74,2.14
2022-2023,07.11.2022,Dallas Mavericks - Brooklyn Nets,96:94,1.44,2.88
2022-2023,07.11.2022,Detroit Pistons - Oklahoma City Thunder,112:103,2.08,1.78
2022-2023,07.11.2022,Golden State Warriors - Sacramento Kings,116:113,1.30,3.61
2022-2023,07.11.2022,Indiana Pacers - New Orleans Pelicans,129:122,2.66,1.50
2022-2023,07.11.2022,Los Angeles Clippers - Cleveland Cavaliers,119:117,2.47,1.57
2022-2023,07.11.2022,Memphis Grizzlies - Boston Celtics,106:109,2.39,1.61
2022-2023,07.11.2022,Miami Heat - Portland Trail Blazers,107:110,1.49,2.69
2022-2023,07.11.2022,Minnesota Timberwolves - New York Knicks,107:120,1.71,2.18
2022-2023,07.11.2022,Orlando Magic - Houston Rockets,127:134,1.51,2.63
2022-2023,07.11.2022,Philadelphia 76ers - Phoenix Suns,100:88,2.03,1.81
2022-2023,07.11.2022,San Antonio Spurs - Denver Nuggets,109:115,3.48,1.32
2022-2023,07.11.2022,Utah Jazz - Los Angeles Lakers,139:116,1.37,3.22
2022-2023,06.11.2022,Los Angeles Clippers - Utah Jazz,102:110,1.60,2.40
2022-2023,06.11.2022,Los Angeles Lakers - Cleveland Cavaliers,100:114,2.79,1.46
2022-2023,06.11.2022,Memphis Grizzlies - Washington Wizards,103:97,1.23,4.29
2022-2023,06.11.2022,Toronto Raptors - Chicago Bulls,113:104,1.57,2.46
2022-2023,05.11.2022,Atlanta Hawks - New Orleans Pelicans,124:121 AET,1.78,2.08
2022-2023,05.11.2022,Charlotte Hornets - Brooklyn Nets,94:98,2.36,1.61
2022-2023,05.11.2022,Denver Nuggets - San Antonio Spurs,126:101,1.16,5.47
2022-2023,05.11.2022,Milwaukee Bucks - Oklahoma City Thunder,108:94,1.45,2.81
2022-2023,05.11.2022,Minnesota Timberwolves - Houston Rockets,129:117,1.31,3.52
2022-2023,05.11.2022,New York Knicks - Boston Celtics,118:133,2.48,1.56
2022-2023,05.11.2022,Orlando Magic - Sacramento Kings,123:126 AET,2.58,1.53
2022-2023,05.11.2022,Phoenix Suns - Portland Trail Blazers,102:82,1.15,5.61
2022-2023,04.11.2022,Boston Celtics - Chicago Bulls,123:119,1.36,3.26
2022-2023,04.11.2022,Dallas Mavericks - Toronto Raptors,111:110,1.55,2.52
2022-2023,04.11.2022,Detroit Pistons - Cleveland Cavaliers,88:112,2.41,1.59
2022-2023,04.11.2022,Indiana Pacers - Miami Heat,101:99,2.31,1.64
2022-2023,04.11.2022,Los Angeles Lakers - Utah Jazz,116:130,1.60,2.39
2022-2023,04.11.2022,Memphis Grizzlies - Charlotte Hornets,130:99,1.15,5.57
2022-2023,04.11.2022,Minnesota Timberwolves - Milwaukee Bucks,102:115,2.08,1.78
2022-2023,04.11.2022,New Orleans Pelicans - Golden State Warriors,114:105,1.19,4.92
2022-2023,04.11.2022,Philadelphia 76ers - New York Knicks,104:106,1.75,2.11
2022-2023,04.11.2022,Phoenix Suns - Portland Trail Blazers,106:108,1.13,6.08
2022-2023,04.11.2022,San Antonio Spurs - Los Angeles Clippers,106:113,2.39,1.61
2022-2023,04.11.2022,Washington Wizards - Brooklyn Nets,86:128,1.66,2.27
2022-2023,03.11.2022,Oklahoma City Thunder - Denver Nuggets,110:122,3.08,1.39
2022-2023,03.11.2022,Orlando Magic - Golden State Warriors,130:129,4.36,1.23
2022-2023,02.11.2022,Chicago Bulls - Charlotte Hornets,106:88,1.41,3.01
2022-2023,02.11.2022,Cleveland Cavaliers - Boston Celtics,114:113 AET,2.03,1.82
2022-2023,02.11.2022,Dallas Mavericks - Utah Jazz,103:100,1.39,3.09
2022-2023,02.11.2022,Houston Rockets - Los Angeles Clippers,101:109,2.88,1.44
2022-2023,02.11.2022,Los Angeles Lakers - New Orleans Pelicans,120:117 AET,2.16,1.73
2022-2023,02.11.2022,Miami Heat - Sacramento Kings,110:107,1.54,2.57
2022-2023,02.11.2022,Milwaukee Bucks - Detroit Pistons,116:91,1.15,5.58
2022-2023,02.11.2022,New York Knicks - Atlanta Hawks,99:112,1.72,2.17
2022-2023,02.11.2022,Philadelphia 76ers - Washington Wizards,111:121,1.44,2.83
2022-2023,02.11.2022,Portland Trail Blazers - Memphis Grizzlies,106:111,2.76,1.47
2022-2023,02.11.2022,San Antonio Spurs - Toronto Raptors,100:143,3.12,1.38
2022-2023,01.11.2022,Brooklyn Nets - Chicago Bulls,99:108,1.76,2.12
2022-2023,01.11.2022,Miami Heat - Golden State Warriors,116:109,1.86,1.97
2022-2023,01.11.2022,Oklahoma City Thunder - Orlando Magic,116:108,1.64,2.32
2022-2023,01.11.2022,Phoenix Suns - Minnesota Timberwolves,116:107,1.58,2.44
2022-2023,31.10.2022,Brooklyn Nets - Indiana Pacers,116:109,1.31,3.54
2022-2023,31.10.2022,Charlotte Hornets - Sacramento Kings,108:115,2.36,1.62
2022-2023,31.10.2022,Los Angeles Clippers - Houston Rockets,95:93,1.27,3.96
2022-2023,31.10.2022,Milwaukee Bucks - Detroit Pistons,110:108,1.11,7.02
2022-2023,31.10.2022,Toronto Raptors - Atlanta Hawks,139:109,1.78,2.09
2022-2023,31.10.2022,Utah Jazz - Memphis Grizzlies,121:105,2.25,1.68
2022-2023,31.10.2022,Washington Wizards - Philadelphia 76ers,111:118,2.20,1.70
2022-2023,30.10.2022,Boston Celtics - Washington Wizards,112:94,1.22,4.39
2022-2023,30.10.2022,Cleveland Cavaliers - New York Knicks,121:108,1.59,2.41
2022-2023,30.10.2022,Dallas Mavericks - Orlando Magic,114:105,1.24,4.26
2022-2023,30.10.2022,Detroit Pistons - Golden State Warriors,128:114,3.45,1.32
2022-2023,30.10.2022,Los Angeles Clippers - New Orleans Pelicans,91:112,1.77,2.10
2022-2023,30.10.2022,Los Angeles Lakers - Denver Nuggets,121:110,2.19,1.71
2022-2023,30.10.2022,Phoenix Suns - Houston Rockets,124:109,1.11,7.03
2022-2023,30.10.2022,San Antonio Spurs - Minnesota Timberwolves,107:98,2.92,1.42
2022-2023,29.10.2022,Brooklyn Nets - Indiana Pacers,116:125,1.15,5.66
2022-2023,29.10.2022,Charlotte Hornets - Golden State Warriors,120:113 AET,4.73,1.20
2022-2023,29.10.2022,Chicago Bulls - Philadelphia 76ers,109:114,2.16,1.73
2022-2023,29.10.2022,Dallas Mavericks - Oklahoma City Thunder,111:117 AET,1.18,4.96
2022-2023,29.10.2022,Milwaukee Bucks - Atlanta Hawks,123:115,1.45,2.85
2022-2023,29.10.2022,Sacramento Kings - Miami Heat,119:113,2.44,1.58
2022-2023,29.10.2022,Utah Jazz - Memphis Grizzlies,124:123,2.33,1.63
2022-2023,28.10.2022,Boston Celtics - Cleveland Cavaliers,123:132 AET,1.36,3.25
2022-2023,28.10.2022,Denver Nuggets - Utah Jazz,117:101,1.32,3.52
2022-2023,28.10.2022,Detroit Pistons - Atlanta Hawks,112:136,2.93,1.42
2022-2023,28.10.2022,Milwaukee Bucks - New York Knicks,119:108,1.42,2.97
2022-2023,28.10.2022,Minnesota Timberwolves - Los Angeles Lakers,111:102,1.30,3.65
2022-2023,28.10.2022,Orlando Magic - Charlotte Hornets,113:93,2.03,1.82
2022-2023,28.10.2022,Phoenix Suns - New Orleans Pelicans,124:111,1.30,3.65
2022-2023,28.10.2022,Portland Trail Blazers - Houston Rockets,125:111,1.55,2.53
2022-2023,28.10.2022,San Antonio Spurs - Chicago Bulls,129:124,2.49,1.56
2022-2023,28.10.2022,Toronto Raptors - Philadelphia 76ers,90:112,1.63,2.35
2022-2023,28.10.2022,Washington Wizards - Indiana Pacers,117:127,1.50,2.67
2022-2023,27.10.2022,Brooklyn Nets - Dallas Mavericks,125:129 AET,2.22,1.69
2022-2023,27.10.2022,Golden State Warriors - Miami Heat,123:110,1.43,2.90
2022-2023,27.10.2022,Oklahoma City Thunder - Los Angeles Clippers,118:110,3.21,1.37
2022-2023,27.10.2022,Sacramento Kings - Memphis Grizzlies,110:125,2.21,1.70
2022-2023,26.10.2022,Chicago Bulls - Indiana Pacers,124:109,1.35,3.28
2022-2023,26.10.2022,Cleveland Cavaliers - Orlando Magic,103:92,1.25,4.09
2022-2023,26.10.2022,Denver Nuggets - Los Angeles Lakers,110:99,1.50,2.67
2022-2023,26.10.2022,Detroit Pistons - Atlanta Hawks,113:118,3.49,1.32
2022-2023,26.10.2022,Milwaukee Bucks - Brooklyn Nets,110:99,1.65,2.29
2022-2023,26.10.2022,Minnesota Timberwolves - San Antonio Spurs,134:122,1.21,4.55
2022-2023,26.10.2022,New York Knicks - Charlotte Hornets,134:131 AET,1.33,3.45
2022-2023,26.10.2022,Portland Trail Blazers - Miami Heat,98:119,2.20,1.70
2022-2023,26.10.2022,Toronto Raptors - Philadelphia 76ers,119:109,1.94,1.90
2022-2023,26.10.2022,Utah Jazz - Houston Rockets,109:101,1.28,3.79
2022-2023,25.10.2022,New Orleans Pelicans - Dallas Mavericks,113:111,2.78,1.46
2022-2023,25.10.2022,Oklahoma City Thunder - Los Angeles Clippers,108:94,2.83,1.45
2022-2023,25.10.2022,Phoenix Suns - Golden State Warriors,134:105,1.81,2.05
2022-2023,25.10.2022,Washington Wizards - Detroit Pistons,120:99,1.45,2.80
2022-2023,24.10.2022,Chicago Bulls - Boston Celtics,120:102,2.81,1.45
2022-2023,24.10.2022,Houston Rockets - Utah Jazz,114:108,2.16,1.73
2022-2023,24.10.2022,Memphis Grizzlies - Brooklyn Nets,134:124,1.85,1.98
2022-2023,24.10.2022,Miami Heat - Toronto Raptors,90:98,1.59,2.41
2022-2023,24.10.2022,Minnesota Timberwolves - San Antonio Spurs,106:115,1.27,3.89
2022-2023,24.10.2022,New York Knicks - Orlando Magic,115:102,1.33,3.43
2022-2023,24.10.2022,Philadelphia 76ers - Indiana Pacers,120:106,1.12,6.66
2022-2023,24.10.2022,Portland Trail Blazers - Denver Nuggets,135:110,2.68,1.49
2022-2023,23.10.2022,Atlanta Hawks - Charlotte Hornets,109:126,1.21,4.67
2022-2023,23.10.2022,Cleveland Cavaliers - Washington Wizards,117:107 AET,1.61,2.38
2022-2023,23.10.2022,Golden State Warriors - Sacramento Kings,130:125,1.20,4.74
2022-2023,23.10.2022,Los Angeles Clippers - Phoenix Suns,95:112,1.99,1.85
2022-2023,23.10.2022,Los Angeles Lakers - Portland Trail Blazers,104:106,1.57,2.47
2022-2023,23.10.2022,New Orleans Pelicans - Utah Jazz,121:122 AET,1.29,3.73
2022-2023,23.10.2022,Oklahoma City Thunder - Minnesota Timberwolves,106:116,4.40,1.22
2022-2023,22.10.2022,Chicago Bulls - Cleveland Cavaliers,96:128,2.04,1.81
2022-2023,22.10.2022,Dallas Mavericks - Memphis Grizzlies,137:96,1.45,2.82
2022-2023,22.10.2022,Denver Nuggets - Oklahoma City Thunder,122:117,1.26,4.01
2022-2023,22.10.2022,Indiana Pacers - Detroit Pistons,124:115,1.89,1.95
2022-2023,22.10.2022,Miami Heat - Toronto Raptors,112:109,1.63,2.34
2022-2023,22.10.2022,Milwaukee Bucks - Houston Rockets,125:105,1.10,7.50
2022-2023,22.10.2022,Orlando Magic - Boston Celtics,120:126,4.02,1.26
2022-2023,22.10.2022,Philadelphia 76ers - San Antonio Spurs,105:114,1.10,7.40
2022-2023,22.10.2022,Sacramento Kings - Los Angeles Clippers,109:111,2.16,1.73
2022-2023,21.10.2022,Atlanta Hawks - Orlando Magic,108:98,1.25,4.10
2022-2023,21.10.2022,Brooklyn Nets - Toronto Raptors,109:105,1.69,2.22
2022-2023,21.10.2022,Charlotte Hornets - New Orleans Pelicans,112:124,3.17,1.37
2022-2023,21.10.2022,Golden State Warriors - Denver Nuggets,123:128,1.46,2.79
2022-2023,21.10.2022,Houston Rockets - Memphis Grizzlies,122:129,3.25,1.36
2022-2023,21.10.2022,Indiana Pacers - San Antonio Spurs,134:137,1.82,2.02
2022-2023,21.10.2022,Miami Heat - Boston Celtics,104:111,2.13,1.75
2022-2023,21.10.2022,Minnesota Timberwolves - Utah Jazz,126:132 AET,1.29,3.70
2022-2023,21.10.2022,New York Knicks - Detroit Pistons,130:106,1.34,3.33
2022-2023,21.10.2022,Portland Trail Blazers - Phoenix Suns,113:111 AET,2.72,1.48
2022-2023,21.10.2022,Washington Wizards - Chicago Bulls,102:100,1.76,2.11
2022-2023,20.10.2022,Los Angeles Lakers - Los Angeles Clippers,97:103,2.62,1.51
2022-2023,20.10.2022,Philadelphia 76ers - Milwaukee Bucks,88:90,1.56,2.49
2022-2023,19.10.2022,Atlanta Hawks - Houston Rockets,117:107,1.19,4.89
2022-2023,19.10.2022,Brooklyn Nets - New Orleans Pelicans,108:130,1.68,2.24
2022-2023,19.10.2022,Detroit Pistons - Orlando Magic,113:109,1.64,2.32
2022-2023,19.10.2022,Indiana Pacers - Washington Wizards,107:114,2.16,1.73
2022-2023,19.10.2022,Memphis Grizzlies - New York Knicks,115:112 AET,1.53,2.58
2022-2023,19.10.2022,Miami Heat - Chicago Bulls,108:116,1.32,3.45
2022-2023,19.10.2022,Minnesota Timberwolves - Oklahoma City Thunder,115:108,1.16,5.55
2022-2023,19.10.2022,Phoenix Suns - Dallas Mavericks,107:105,1.55,2.51
2022-2023,19.10.2022,Sacramento Kings - Portland Trail Blazers,108:115,1.65,2.29
2022-2023,19.10.2022,San Antonio Spurs - Charlotte Hornets,102:129,1.95,1.88
2022-2023,19.10.2022,Toronto Raptors - Cleveland Cavaliers,108:105,1.71,2.18
2022-2023,19.10.2022,Utah Jazz - Denver Nuggets,123:102,3.17,1.37
2022-2023,18.10.2022,Boston Celtics - Philadelphia 76ers,126:117,1.65,2.28
2022-2023,18.10.2022,Golden State Warriors - Los Angeles Lakers,123:109,1.32,3.46
