frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,dribble_count,lineup_id,homography_valid,team_abbrev,ft_x,ft_y,dist_to_basket_ft,acceleration_mean_30,velocity_std_30,acceleration_mean_90,velocity_std_90,acceleration_mean_150,velocity_std_150,acceleration_std_90,defender_dist_mean_30,defender_dist_mean_90,defender_dist_mean_150,defender_dist_min_90,contested_fraction_90,off_ball_dist_mean_90,off_ball_dist_mean_150,off_ball_dist_std_90,paint_pressure_90,paint_pressure_opp_90,shot_selection_shift,velocity_ewma,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy,possessions_est,shots_per100,passes_per100,dribbles_per100,dist_per100_30,dist_per100_90,dist_per100_150,contest_arm_mean_30,jump_shot_flag,shot_quality_pose,bbref_bpm,bbref_vorp,bbref_ws,bbref_ws_per_48,hustle_deflections_pg,hustle_charges_pg,hustle_contested_shots,on_off_diff,on_court_net_rtg,synergy_iso_ppp,synergy_pnr_ppp,synergy_spotup_ppp,injury_status_multiplier,contract_year_flag,cap_hit_pct,contested_shot_pct,catch_and_shoot_pct,pull_up_pct,avg_defender_dist,elo_home,elo_away,elo_diff,opp_def_rtg_trend,home_away_pts_delta,home_away_reb_delta,home_away_ast_delta,drive_finish_rate,drive_foul_rate,drive_kickout_rate,drive_tov_rate
2691,89.7,6,white,2676,1259,0.7861,0.7358,0.0,0.0,0.0,3pt_arc,0,,,,none,217.5,217.5,2443.3,1184.7,1,0,,,286.0,-14.0,577.0,290.0,,,0.0,702.3,0.0,0,0,20,262,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.6,half_court,,,0.0,0,unknown,8.976668074948515,170.33713161837932,0.4714045207910317,,,0,177,1,HOU,73.89,36.79,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.0,861.8,591.4,118.1,0.0,14.5,9.8,80.38,0.656,0.656,0.0,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.127,0,17,0,2,0.0,0.0,217.3,702.3,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,0.0,0,0.0,0,43,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2691,89.7,7,white,3390,715,0.9959,0.4179,0.0,0.0,0.0,paint,0,,,34.9,none,217.5,217.5,2443.3,1184.7,1,0,,,284.0,306.0,548.0,671.0,,,0.0,197.8,0.0,0,0,20,262,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.6,half_court,,,0.0,0,unknown,8.976668074948515,170.33713161837932,0.4714045207910317,,3.0,0,177,1,HOU,93.61,20.9,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702.9,1187.5,1119.3,831.0,0.0,19.5,14.2,88.34,0.656,0.656,0.0,0.912,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.2,0,17,0,2,0.0,0.0,217.3,197.8,0.0,0.0,197.8,0.0,0.0,197.8,0.0,0.0,0.0,0,0.0,0,43,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2691,89.7,8,white,1264,1580,0.3713,0.9234,0.0,0.0,0.0,mid_range,0,,,,none,217.5,217.5,2443.3,1184.7,1,0,,,592.0,-11.0,991.0,638.0,,,0.0,1326.2,0.0,0,0,20,262,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.6,half_court,,,0.2559849191148428,0,unknown,8.976668074948515,170.33713161837932,0.4714045207910317,Fred VanVleet,5.0,0,177,1,HOU,34.9,46.17,36.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.8,1013.7,855.8,529.9,0.0,25.8,18.0,103.53,0.656,0.656,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0,17,0,2,0.0,0.0,217.3,1326.2,0.0,0.0,1326.2,0.0,0.0,1326.2,0.0,0.0,0.0,0,0.0,0,43,0.0,39.5,0.0,0.0,0.0,0.0,0.034,0,0.0,0.9,1.5,5.2,0.119,0.05,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1773,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2694,89.8,4,green,1409,61,0.4139,0.0357,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,1409.0,61.0,0,1,,,1055.0,96.0,1295.0,658.0,,,0.0,1486.0,0.0,0,0,20,263,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.7,half_court,,,0.0,0,unknown,-3.2400311686033114,171.35462624792865,0.3333333333333333,,,0,176,1,OKC,38.91,1.78,40.89,0.0,0.0,-0.131,8.051,-0.314,9.014,6.853,1533.2,1539.8,1402.7,1406.2,0.0,25.8,16.5,103.53,0.656,0.656,0.0,3.236,0.0,0.0,0.0,0.0,2.04,59.76,183.7,0.044,3.22,60.0,482.7,0.04,0,17,0,2,0.0,0.0,-235.8,1486.0,0.0,0.0,1492.2,0.59,0.022,1429.9,-0.26,0.013,0.0,0,0.0,0,43,0.0,39.5,0.0,0.0,427.2,1122.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2694,89.8,6,white,2676,1259,0.7861,0.7358,0.0,0.0,0.0,3pt_arc,0,,,,none,235.8,235.8,2446.0,1173.3,1,0,,,285.0,-15.0,578.0,337.0,,,0.0,702.3,0.0,0,0,20,263,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.7,half_court,,,0.0,0,unknown,-3.2400311686033114,171.35462624792865,0.3333333333333333,,,0,176,1,HOU,73.89,36.79,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.0,880.0,602.3,118.1,0.0,14.5,9.7,80.38,0.656,0.656,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.127,0,17,0,2,0.0,0.0,235.8,702.3,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,0.0,0,0.0,0,43,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2694,89.8,8,white,1264,1580,0.3713,0.9234,0.0,0.0,0.0,mid_range,0,,,,none,235.8,235.8,2446.0,1173.3,1,0,,,597.0,-10.0,988.0,638.0,,,0.0,1326.2,0.0,0,0,20,263,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.7,half_court,,,0.2559849191148428,0,unknown,-3.2400311686033114,171.35462624792865,0.3333333333333333,Fred VanVleet,5.0,0,176,1,HOU,34.9,46.17,36.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.8,1024.8,862.5,529.9,0.0,25.8,18.0,103.53,0.656,0.656,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0,17,0,2,0.0,0.0,235.8,1326.2,0.0,0.0,1326.2,0.0,0.0,1326.2,0.0,0.0,0.0,0,0.0,0,43,0.0,39.5,0.0,0.0,0.0,0.0,0.043,0,0.0,0.9,1.5,5.2,0.119,0.05,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1773,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2694,89.8,9,white,3398,681,0.9982,0.398,0.0,0.0,0.0,paint,0,,,,none,235.8,235.8,2446.0,1173.3,1,0,,,410.0,280.0,965.0,668.0,,,0.0,228.3,0.0,0,0,20,263,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.7,half_court,,,0.0,0,unknown,-3.2400311686033114,171.35462624792865,0.3333333333333333,,3.0,0,176,1,HOU,93.83,19.9,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.5,1290.7,1344.6,860.5,0.0,6.8,14.6,56.38,0.656,0.656,0.0,0.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.187,0,17,0,2,0.0,0.0,235.8,228.3,0.0,0.0,228.3,0.0,0.0,228.3,0.0,0.0,0.0,0,0.0,0,43,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2697,89.9,4,green,1409,61,0.4139,0.0357,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,1409.0,61.0,0,1,,,1061.0,90.0,1295.0,647.0,,,0.0,1486.0,0.0,0,0,20,264,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.8,half_court,,,0.0,0,unknown,-4.696815905907539,170.70102154708252,0.0,,,0,177,1,OKC,38.91,1.78,40.89,0.0,0.0,-0.664,5.195,-0.307,9.017,4.547,1533.2,1540.8,1405.6,1406.2,0.0,25.8,16.5,103.53,0.656,0.656,0.0,3.222,0.0,0.0,0.0,0.0,1.38,22.63,123.9,0.044,3.21,60.0,481.3,0.04,0,16,0,2,0.0,0.0,-217.3,1486.0,0.0,0.0,1490.1,0.68,0.022,1431.4,-0.25,0.013,0.0,0,0.0,0,43,0.0,37.2,0.0,0.0,288.1,1119.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2697,89.9,6,white,2676,1259,0.7861,0.7358,0.0,0.0,0.0,3pt_arc,0,,,,none,217.5,217.5,2443.3,1184.7,1,0,,,286.0,-15.0,500.0,216.0,,,0.0,702.3,0.0,0,0,20,264,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.8,half_court,,,0.0,0,unknown,-4.696815905907539,170.70102154708252,0.0,,,0,177,1,HOU,73.89,36.79,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.0,898.3,613.2,118.1,0.0,14.5,9.6,80.38,0.656,0.656,0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.127,0,16,0,2,0.0,0.0,217.3,702.3,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,0.0,0,0.0,0,43,0.0,37.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2697,89.9,7,white,3390,715,0.9959,0.4179,0.0,0.0,0.0,paint,0,,,34.9,none,217.5,217.5,2443.3,1184.7,1,0,,,1057.0,394.0,1295.0,671.0,,,0.0,197.8,0.0,0,0,20,264,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.8,half_court,,,0.0,0,unknown,-4.696815905907539,170.70102154708252,0.0,,3.0,0,177,1,HOU,93.61,20.9,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746.2,1201.6,1127.7,831.0,0.0,19.5,14.2,88.34,0.656,0.656,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.2,0,16,0,2,0.0,0.0,217.3,197.8,0.0,0.0,197.8,0.0,0.0,197.8,0.0,0.0,0.0,0,0.0,0,43,0.0,37.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2697,89.9,8,white,1264,1580,0.3713,0.9234,0.0,0.0,0.0,mid_range,0,,,,none,217.5,217.5,2443.3,1184.7,1,0,,,599.0,-13.0,984.0,642.0,,,0.0,1326.2,0.0,0,0,20,264,1.0,spot_up,0,0.0,11.0,,,1,2,0.0,4.8,half_court,,,0.2559849191148428,0,unknown,-4.696815905907539,170.70102154708252,0.0,Fred VanVleet,5.0,0,177,1,HOU,34.9,46.17,36.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.8,1035.9,869.1,529.9,0.0,25.8,18.0,103.53,0.656,0.656,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0,16,0,2,0.0,0.0,217.3,1326.2,0.0,0.0,1326.2,0.0,0.0,1326.2,0.0,0.0,0.0,0,0.0,0,43,0.0,37.2,0.0,0.0,0.0,0.0,0.051,0,0.0,0.9,1.5,5.2,0.119,0.05,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1773,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2700,90.0,1,green,2790,1290,0.8196,0.7539,0.0,0.0,0.0,3pt_arc,0,,118.1,,none,,0.0,2790.0,1290.0,0,1,,,1050.0,-15.0,1294.0,571.0,,,0.0,633.4,0.0,0,0,20,265,1.0,spot_up,0,0.0,24.0,,,1,2,0.0,4.9,half_court,,,0.0,0,unknown,-4.184174842486811,171.72009233412302,0.6666666666666666,Fred VanVleet,12.0,0,180,1,OKC,77.04,37.7,17.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,181.1,246.2,118.1,0.0,5.8,5.4,18.93,0.656,0.656,0.0,1.744,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.013,0,16,0,2,0.0,0.0,0.0,633.4,0.0,0.0,633.4,0.0,0.0,633.4,0.0,0.0,0.0,0,0.0,0,43,0.0,37.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9,1.5,5.2,0.119,0.05,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1773,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2700,90.0,6,white,2676,1259,0.7861,0.7358,0.0,0.0,0.0,3pt_arc,0,,118.1,,none,,0.0,3037.0,970.0,1,0,,,286.0,-15.0,497.0,215.0,,,0.0,702.3,0.0,0,0,20,265,1.0,spot_up,0,0.0,24.0,,,1,2,0.0,4.9,half_court,,,0.0,0,unknown,-4.184174842486811,171.72009233412302,0.6666666666666666,,,0,180,1,HOU,73.89,36.79,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.8,898.3,613.2,118.1,0.0,14.5,9.4,80.38,0.656,0.656,0.0,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.127,0,16,0,2,0.0,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,0.0,0,0.0,0,43,0.0,37.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2700,90.0,9,white,3398,681,0.9982,0.398,0.0,0.0,0.0,paint,0,,,75.2,none,,0.0,3037.0,970.0,1,0,,,582.0,280.0,1032.0,667.0,,,0.0,228.3,0.0,0,0,20,265,1.0,spot_up,0,0.0,24.0,,,1,2,0.0,4.9,half_court,,,0.0,0,unknown,-4.184174842486811,171.72009233412302,0.6666666666666666,,3.0,0,180,1,HOU,93.83,19.9,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.5,1275.4,1345.5,860.5,0.0,6.8,14.6,56.38,0.656,0.656,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.187,0,16,0,2,0.0,0.0,0.0,228.3,0.0,0.0,228.3,0.0,0.0,228.3,0.0,0.0,0.0,0,0.0,0,43,0.0,37.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2703,90.1,1,green,2790,1290,0.8196,0.7539,0.0,0.0,0.0,3pt_arc,0,,118.1,,none,,0.0,2099.5,675.5,0,1,,,1050.5949401855469,-27.212127685546875,1291.474639892578,569.4194641113281,,,0.0,633.4,0.0,0,0,20,266,0.933,spot_up,0,0.0,24.0,,,1,2,0.0,5.0,half_court,,,0.0,0,unknown,2.1184594295996217,170.4748832784867,0.0,Fred VanVleet,12.0,0,82,1,OKC,77.04,37.7,17.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,181.1,241.4,118.1,0.0,5.8,5.4,18.93,0.656,0.656,0.0,1.736,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.013,0,15,0,2,0.0,0.0,0.0,633.4,0.0,0.0,633.4,0.0,0.0,633.4,0.0,0.0,0.0,0,0.0,0,43,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9,1.5,5.2,0.119,0.05,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1773,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2703,90.1,4,green,1409,61,0.4139,0.0357,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,2099.5,675.5,0,1,,,1121.0,89.0,1295.0,475.0,,,0.0,1486.0,0.0,0,0,20,266,1.0,spot_up,0,0.0,24.0,,,1,2,0.0,5.0,half_court,,,0.0,0,unknown,2.1184594295996217,170.4748832784867,0.0,,,0,82,1,OKC,38.91,1.78,40.89,0.0,0.0,-0.251,4.677,-0.3,9.017,2.36,1540.4,1544.1,1409.9,1406.2,0.0,25.8,16.5,103.53,0.656,0.656,0.0,3.207,0.0,0.0,0.0,0.0,1.13,22.02,101.3,0.044,3.21,60.0,481.0,0.04,0,15,0,2,0.0,0.0,0.0,1486.0,0.0,0.0,1488.7,0.45,0.022,1432.8,-0.25,0.013,0.0,0,0.0,0,43,0.0,34.9,0.0,0.0,235.6,1118.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2703,90.1,6,white,2676,1259,0.7861,0.7358,0.0,0.0,0.0,3pt_arc,0,,118.1,,none,,0.0,3037.0,970.0,1,0,,,285.0,-14.0,503.0,216.0,,,0.0,702.3,0.0,0,0,20,266,1.0,spot_up,0,0.0,24.0,,,1,2,0.0,5.0,half_court,,,0.0,0,unknown,2.1184594295996217,170.4748832784867,0.0,,,0,82,1,HOU,73.89,36.79,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.6,898.3,613.2,118.1,0.0,14.5,9.3,80.38,0.656,0.656,0.0,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.127,0,15,0,2,0.0,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,0.0,0,0.0,0,43,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2703,90.1,9,white,3398,681,0.9982,0.398,0.0,0.0,0.0,paint,0,,,75.2,none,,0.0,3037.0,970.0,1,0,,,422.0,280.0,1032.0,669.0,,,0.0,228.3,0.0,0,0,20,266,1.0,spot_up,0,0.0,24.0,,,1,2,0.0,5.0,half_court,,,0.0,0,unknown,2.1184594295996217,170.4748832784867,0.0,,3.0,0,82,1,HOU,93.83,19.9,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.5,1273.0,1345.5,860.5,0.0,6.8,14.6,56.38,0.656,0.656,0.0,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.187,0,15,0,2,0.0,0.0,0.0,228.3,0.0,0.0,228.3,0.0,0.0,228.3,0.0,0.0,0.0,0,0.0,0,43,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2706,90.2,1,green,2790,1290,0.8196,0.7539,0.0,0.0,0.0,3pt_arc,0,,118.1,,none,,0.0,2099.5,675.5,0,1,,,1068.0,89.0,1295.0,664.0,,,0.0,633.4,0.0,0,0,20,267,1.0,spot_up,0,0.0,24.0,,,1,2,0.0,5.1,half_court,,,0.0,0,unknown,-7.206140803533024,171.4857272139601,0.4714045207910317,Fred VanVleet,12.0,0,39,1,OKC,77.04,37.7,17.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,181.1,236.7,118.1,0.0,5.8,5.4,18.93,0.656,0.656,0.0,1.728,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.013,0,15,0,2,0.0,0.0,-235.8,633.4,0.0,0.0,633.4,0.0,0.0,633.4,0.0,0.0,0.0,0,0.0,0,43,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9,1.5,5.2,0.119,0.05,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1773,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2706,90.2,4,green,1409,61,0.4139,0.0357,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,2099.5,675.5,0,1,,,1115.9733047485352,32.67132568359375,1315.1197128295898,488.03521728515625,,,0.0,1486.0,0.0,0,0,20,267,0.933,spot_up,0,0.0,24.0,,,1,2,0.0,5.1,half_court,,,0.0,0,unknown,-7.206140803533024,171.4857272139601,0.4714045207910317,,,0,39,1,OKC,38.91,1.78,40.89,0.0,0.0,-0.211,4.272,-0.32,9.021,2.333,1540.4,1545.5,1412.8,1430.3,0.0,25.8,16.5,103.53,0.656,0.656,0.0,3.193,0.0,0.0,0.0,0.0,0.91,22.02,82.3,0.044,3.18,60.0,477.6,0.04,0,15,0,2,0.0,0.0,-235.8,1486.0,0.0,0.0,1487.6,0.35,0.022,1434.2,-0.27,0.013,0.0,0,0.0,0,43,0.0,34.9,0.0,0.0,191.4,1110.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2706,90.2,6,white,2676,1259,0.7861,0.7358,0.0,0.0,0.0,3pt_arc,0,,118.1,,none,235.8,235.8,2446.0,1173.3,1,0,,,285.0,-14.0,509.0,227.0,,,0.0,702.3,0.0,0,0,20,267,1.0,spot_up,0,0.0,24.0,,,1,2,0.0,5.1,half_court,,,0.0,0,unknown,-7.206140803533024,171.4857272139601,0.4714045207910317,,,0,39,1,HOU,73.89,36.79,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364.4,898.3,613.2,118.1,0.0,14.5,9.0,80.38,0.656,0.656,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.127,0,15,0,2,0.0,0.0,235.8,702.3,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,0.0,0,0.0,0,43,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
2706,90.2,8,white,1264,1580,0.3713,0.9234,0.0,0.0,0.0,mid_range,0,,,,none,235.8,235.8,2446.0,1173.3,1,0,,,597.0,-13.0,953.0,633.0,,,0.0,1326.2,0.0,0,0,20,267,1.0,spot_up,0,0.0,24.0,,,1,2,0.0,5.1,half_court,,,0.0,0,unknown,-7.206140803533024,171.4857272139601,0.4714045207910317,Fred VanVleet,5.0,0,39,1,HOU,34.9,46.17,36.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.8,1046.9,875.8,529.9,0.0,25.8,18.0,103.53,0.656,0.656,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0,15,0,2,0.0,0.0,235.8,1326.2,0.0,0.0,1326.2,0.0,0.0,1326.2,0.0,0.0,0.0,0,0.0,0,43,0.0,34.9,0.0,0.0,0.0,0.0,0.051,0,0.0,0.9,1.5,5.2,0.119,0.05,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1773,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
