draw_j,source_name,frame_index,kind,previous_pts_s,pts_s,step_s,native_interval_s,dropped_ordinal
5,nba__FnbFGnX4Qgo_s2822.mp4,6867,dropped,114.531078,114.564444,0.033366,0.016683,1
5,nba__FnbFGnX4Qgo_s2822.mp4,7170,duplicate,119.602811,119.602811,0.000000,0.016683,
5,nba__FnbFGnX4Qgo_s2822.mp4,7175,dropped,119.669544,119.702911,0.033367,0.016683,1
5,nba__FnbFGnX4Qgo_s2822.mp4,7474,duplicate,124.674544,124.674544,0.000000,0.016683,
5,nba__FnbFGnX4Qgo_s2822.mp4,7479,dropped,124.741278,124.774644,0.033366,0.016683,1
5,nba__FnbFGnX4Qgo_s2822.mp4,7778,duplicate,129.746278,129.746278,0.000000,0.016683,
5,nba__FnbFGnX4Qgo_s2822.mp4,7783,dropped,129.813011,129.846378,0.033367,0.016683,1
5,nba__FnbFGnX4Qgo_s2822.mp4,7793,dropped,129.996533,130.079944,0.083411,0.016683,1
5,nba__FnbFGnX4Qgo_s2822.mp4,7793,dropped,129.996533,130.079944,0.083411,0.016683,2
5,nba__FnbFGnX4Qgo_s2822.mp4,7793,dropped,129.996533,130.079944,0.083411,0.016683,3
5,nba__FnbFGnX4Qgo_s2822.mp4,7793,dropped,129.996533,130.079944,0.083411,0.016683,4
6,nba__H1-Ns9IU-JM_s90.mp4,78,duplicate,1.284611,1.284611,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,83,dropped,1.351344,1.384711,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,382,duplicate,6.356344,6.356344,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,387,dropped,6.423078,6.456444,0.033366,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,686,duplicate,11.428078,11.428078,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,691,dropped,11.494811,11.528178,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,990,duplicate,16.499811,16.499811,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,995,dropped,16.566544,16.599911,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,1294,duplicate,21.571544,21.571544,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,1299,dropped,21.638278,21.671644,0.033366,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,1598,duplicate,26.643278,26.643278,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,1603,dropped,26.710011,26.743378,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,1902,duplicate,31.715011,31.715011,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,1907,dropped,31.781744,31.815111,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,2206,duplicate,36.786744,36.786744,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,2211,dropped,36.853478,36.886844,0.033366,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,2510,duplicate,41.858478,41.858478,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,2511,dropped,41.858478,41.891844,0.033366,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,2814,duplicate,46.930211,46.930211,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,2819,dropped,46.996944,47.030311,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,3118,duplicate,52.001944,52.001944,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,3119,dropped,52.001944,52.035311,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,3422,duplicate,57.073678,57.073678,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,3427,dropped,57.140411,57.173778,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,3726,duplicate,62.145411,62.145411,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,3727,dropped,62.145411,62.178778,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,4030,duplicate,67.217144,67.217144,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,4035,dropped,67.283878,67.317244,0.033366,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,4334,duplicate,72.288878,72.288878,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,4339,dropped,72.355611,72.388978,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,4638,duplicate,77.360611,77.360611,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,4643,dropped,77.427344,77.460711,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,4942,duplicate,82.432344,82.432344,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,4947,dropped,82.499078,82.532444,0.033366,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,5246,duplicate,87.504078,87.504078,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,5248,dropped,87.520767,87.554133,0.033366,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,5550,duplicate,92.575811,92.575811,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,5552,dropped,92.592500,92.625867,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,5854,duplicate,97.647544,97.647544,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,5855,dropped,97.647544,97.680911,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,6158,duplicate,102.719278,102.719278,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,6163,dropped,102.786011,102.819378,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,6462,duplicate,107.791011,107.791011,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,6463,dropped,107.791011,107.824378,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,6766,duplicate,112.862744,112.862744,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,6767,dropped,112.862744,112.896111,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,7070,duplicate,117.934478,117.934478,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,7075,dropped,118.001211,118.034578,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,7374,duplicate,123.006211,123.006211,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,7379,dropped,123.072944,123.106311,0.033367,0.016683,1
6,nba__H1-Ns9IU-JM_s90.mp4,7678,duplicate,128.077944,128.077944,0.000000,0.016683,
6,nba__H1-Ns9IU-JM_s90.mp4,7683,dropped,128.144678,128.178044,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,123,duplicate,2.035367,2.035367,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,125,dropped,2.052056,2.085422,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,427,duplicate,7.107100,7.107100,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,429,dropped,7.123789,7.157156,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,731,duplicate,12.178833,12.178833,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,736,dropped,12.245567,12.278933,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,1035,duplicate,17.250567,17.250567,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,1040,dropped,17.317300,17.350667,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,1339,duplicate,22.322300,22.322300,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,1340,dropped,22.322300,22.355667,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,1643,duplicate,27.394033,27.394033,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,1645,dropped,27.410722,27.444089,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,1947,duplicate,32.465767,32.465767,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,1948,dropped,32.465767,32.499133,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,2251,duplicate,37.537500,37.537500,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,2255,dropped,37.587556,37.620922,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,2555,duplicate,42.609233,42.609233,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,2560,dropped,42.675967,42.709333,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,2859,duplicate,47.680967,47.680967,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,2864,dropped,47.747700,47.781067,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,3163,duplicate,52.752700,52.752700,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,3168,dropped,52.819433,52.852800,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,3467,duplicate,57.824433,57.824433,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,3472,dropped,57.891167,57.924533,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,3771,duplicate,62.896167,62.896167,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,3773,dropped,62.912856,62.946222,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,4075,duplicate,67.967900,67.967900,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,4080,dropped,68.034633,68.068000,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,4379,duplicate,73.039633,73.039633,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,4383,dropped,73.089689,73.123056,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,4683,duplicate,78.111367,78.111367,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,4688,dropped,78.178100,78.211467,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,4987,duplicate,83.183100,83.183100,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,4989,dropped,83.199789,83.233156,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,5291,duplicate,88.254833,88.254833,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,5296,dropped,88.321567,88.354933,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,5595,duplicate,93.326567,93.326567,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,5596,dropped,93.326567,93.359933,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,5899,duplicate,98.398300,98.398300,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,5904,dropped,98.465033,98.498400,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,6203,duplicate,103.470033,103.470033,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,6204,dropped,103.470033,103.503400,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,6507,duplicate,108.541767,108.541767,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,6509,dropped,108.558456,108.591822,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,6811,duplicate,113.613500,113.613500,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,6816,dropped,113.680233,113.713600,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,7115,duplicate,118.685233,118.685233,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,7119,dropped,118.735289,118.768656,0.033367,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,7419,duplicate,123.756967,123.756967,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,7421,dropped,123.773656,123.807022,0.033366,0.016683,1
7,nba__H1-Ns9IU-JM_s4314.mp4,7723,duplicate,128.828700,128.828700,0.000000,0.016683,
7,nba__H1-Ns9IU-JM_s4314.mp4,7728,dropped,128.895433,128.928800,0.033367,0.016683,1
8,nba__Kh7Fj4ogPN4_s1262.mp4,7792,dropped,129.979844,130.029900,0.050056,0.016683,1
8,nba__Kh7Fj4ogPN4_s1262.mp4,7792,dropped,129.979844,130.029900,0.050056,0.016683,2
9,nba__Kh7Fj4ogPN4_s4778.mp4,7792,dropped,129.979856,130.013222,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,155,duplicate,2.569233,2.569233,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,157,dropped,2.585922,2.619289,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,459,duplicate,7.640967,7.640967,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,461,dropped,7.657656,7.691022,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,763,duplicate,12.712700,12.712700,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,764,dropped,12.712700,12.746067,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,1067,duplicate,17.784433,17.784433,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,1068,dropped,17.784433,17.817800,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,1371,duplicate,22.856167,22.856167,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,1372,dropped,22.856167,22.889533,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,1675,duplicate,27.927900,27.927900,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,1678,dropped,27.961267,27.994633,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,1979,duplicate,32.999633,32.999633,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,1985,dropped,33.083056,33.116422,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,2283,duplicate,38.071367,38.071367,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,2289,dropped,38.154789,38.188156,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,2587,duplicate,43.143100,43.143100,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,2591,dropped,43.193156,43.226522,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,2891,duplicate,48.214833,48.214833,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,2897,dropped,48.298256,48.331622,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,3195,duplicate,53.286567,53.286567,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,3199,dropped,53.336622,53.369989,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,3499,duplicate,58.358300,58.358300,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,3505,dropped,58.441722,58.475089,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,3803,duplicate,63.430033,63.430033,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,3805,dropped,63.446722,63.480089,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,4107,duplicate,68.501767,68.501767,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,4109,dropped,68.518456,68.551822,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,4411,duplicate,73.573500,73.573500,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,4413,dropped,73.590189,73.623556,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,4715,duplicate,78.645233,78.645233,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,4717,dropped,78.661922,78.695289,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,5019,duplicate,83.716967,83.716967,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,5022,dropped,83.750333,83.783700,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,5323,duplicate,88.788700,88.788700,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,5329,dropped,88.872122,88.905489,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,5627,duplicate,93.860433,93.860433,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,5629,dropped,93.877122,93.910489,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,5931,duplicate,98.932167,98.932167,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,5933,dropped,98.948856,98.982222,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,6235,duplicate,104.003900,104.003900,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,6238,dropped,104.037267,104.070633,0.033366,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,6539,duplicate,109.075633,109.075633,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,6541,dropped,109.092322,109.125689,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,6843,duplicate,114.147367,114.147367,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,6849,dropped,114.230789,114.264156,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,7147,duplicate,119.219100,119.219100,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,7153,dropped,119.302522,119.335889,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,7451,duplicate,124.290833,124.290833,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,7455,dropped,124.340889,124.374256,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,7755,duplicate,129.362567,129.362567,0.000000,0.016683,
10,nba__Ktu6yFS9iMo_s1311.mp4,7759,dropped,129.412622,129.445989,0.033367,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,7792,dropped,129.979856,130.029900,0.050044,0.016683,1
10,nba__Ktu6yFS9iMo_s1311.mp4,7792,dropped,129.979856,130.029900,0.050044,0.016683,2
11,nba__Ktu6yFS9iMo_s4974.mp4,83,duplicate,1.368033,1.368033,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,89,dropped,1.451456,1.484822,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,387,duplicate,6.439767,6.439767,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,393,dropped,6.523189,6.556556,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,691,duplicate,11.511500,11.511500,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,695,dropped,11.561556,11.594922,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,995,duplicate,16.583233,16.583233,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,1001,dropped,16.666656,16.700022,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,1299,duplicate,21.654967,21.654967,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,1303,dropped,21.705022,21.738389,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,1603,duplicate,26.726700,26.726700,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,1607,dropped,26.776756,26.810122,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,1907,duplicate,31.798433,31.798433,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,1913,dropped,31.881856,31.915222,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,2211,duplicate,36.870167,36.870167,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,2217,dropped,36.953589,36.986956,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,2515,duplicate,41.941900,41.941900,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,2519,dropped,41.991956,42.025322,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,2819,duplicate,47.013633,47.013633,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,2825,dropped,47.097056,47.130422,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,3123,duplicate,52.085367,52.085367,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,3129,dropped,52.168789,52.202156,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,3427,duplicate,57.157100,57.157100,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,3431,dropped,57.207156,57.240522,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,3731,duplicate,62.228833,62.228833,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,3735,dropped,62.278889,62.312256,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,4035,duplicate,67.300567,67.300567,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,4041,dropped,67.383989,67.417356,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,4339,duplicate,72.372300,72.372300,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,4343,dropped,72.422356,72.455722,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,4643,duplicate,77.444033,77.444033,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,4648,dropped,77.510767,77.544133,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,4947,duplicate,82.515767,82.515767,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,4953,dropped,82.599189,82.632556,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,5251,duplicate,87.587500,87.587500,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,5255,dropped,87.637556,87.670922,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,5555,duplicate,92.659233,92.659233,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,5557,dropped,92.675922,92.709289,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,5859,duplicate,97.730967,97.730967,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,5860,dropped,97.730967,97.764333,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,6163,duplicate,102.802700,102.802700,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,6165,dropped,102.819389,102.852756,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,6467,duplicate,107.874433,107.874433,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,6472,dropped,107.941167,107.974533,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,6771,duplicate,112.946167,112.946167,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,6776,dropped,113.012900,113.046267,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,7075,duplicate,118.017900,118.017900,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,7079,dropped,118.067956,118.101322,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,7379,duplicate,123.089633,123.089633,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,7385,dropped,123.173056,123.206422,0.033366,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,7683,duplicate,128.161367,128.161367,0.000000,0.016683,
11,nba__Ktu6yFS9iMo_s4974.mp4,7687,dropped,128.211422,128.244789,0.033367,0.016683,1
11,nba__Ktu6yFS9iMo_s4974.mp4,7793,dropped,129.996533,130.029900,0.033367,0.016683,1
12,nba__L7o4UCIIqS4_s1373.mp4,7792,dropped,129.979856,130.013222,0.033366,0.016683,1
13,nba__L7o4UCIIqS4_s5222.mp4,7793,dropped,129.996533,130.029900,0.033367,0.016683,1
14,nba__oL9Uaie2v2A_s2438.mp4,7793,dropped,129.996533,130.029900,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,78,duplicate,1.284611,1.284611,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,80,dropped,1.301300,1.334667,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,382,duplicate,6.356344,6.356344,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,387,dropped,6.423078,6.456444,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,686,duplicate,11.428078,11.428078,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,692,dropped,11.511500,11.544867,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,990,duplicate,16.499811,16.499811,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,994,dropped,16.549867,16.583233,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,1294,duplicate,21.571544,21.571544,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,1300,dropped,21.654967,21.688333,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,1598,duplicate,26.643278,26.643278,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,1603,dropped,26.710011,26.743378,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,1902,duplicate,31.715011,31.715011,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,1906,dropped,31.765067,31.798433,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,2206,duplicate,36.786744,36.786744,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,2211,dropped,36.853478,36.886844,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,2510,duplicate,41.858478,41.858478,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,2516,dropped,41.941900,41.975267,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,2814,duplicate,46.930211,46.930211,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,2820,dropped,47.013633,47.047000,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,3118,duplicate,52.001944,52.001944,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,3124,dropped,52.085367,52.118733,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,3422,duplicate,57.073678,57.073678,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,3428,dropped,57.157100,57.190467,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,3726,duplicate,62.145411,62.145411,0.000000,0.016683,
