order,competition,tag,query,source_id,ytid,duration_s,dur,title,discovered_at
357,basketball,bleague,B.League full game,jXqMbqNTjag,jXqMbqNTjag,9351,9351,[Live] SF Game1: Ryukyu Golden Kings vs Chiba Jets | 05.22.2,2026-09-11T17:23:55Z
359,basketball,bleague,B.League full game,0pKftc-Z0_k,0pKftc-Z0_k,7106,7106,【バスケ】千葉Jvs横浜BC | 第100回天皇杯 2次ラウンド 広島会場 DAY2 | 2024.9.22,2026-09-11T17:23:55Z
361,basketball,kbl,KBL full game replay,1fR4CEEbVvU,1fR4CEEbVvU,2771,2771,【FULL】 4th Quarter | KGC vs Sakers | 20181113 | 2018-19 KBL,2026-09-11T17:24:00Z
364,basketball,kbl,KBL full game replay,1Q_pqLrU254,1Q_pqLrU254,6857,6857,[2019-20 KBL] DB Promy VS LG Sakers Full Game | 2019.10.31,2026-09-11T17:24:00Z
365,basketball,kbl,KBL full game replay,0ZjjkrqQoSs,0ZjjkrqQoSs,3364,3364,"GILAS PILIPINAS vs SOUTH KOREA Full Game Sep 4, 2026 | Asian",2026-09-11T17:24:00Z
366,basketball,kbl,KBL full game replay,B8AMWm1loZw,B8AMWm1loZw,7000,7000,KBL LIVE TODAY: ANYANG KGC V SEOUL SK Knights championship g,2026-09-11T17:24:00Z
368,basketball,kbl,KBL full game replay,UC_g3vkdiqA,UC_g3vkdiqA,3490,3490,【FULL】 4th Quarter+overtime | Knights vs Sonicboom | 2019010,2026-09-11T17:24:00Z
369,basketball,kbl,KBL full game replay,qw34dbqTX5M,qw34dbqTX5M,2788,2788,【FULL】 4th Quarter | Sakers vs Sonicboom | 20190401 | 2018-1,2026-09-11T17:24:00Z
373,basketball,kbl,KBL full game replay,uksR2pjXUCc,uksR2pjXUCc,3385,3385,【FULL】 4th Quarter+Overtime | Sonicboom vs Sakers | 20190206,2026-09-11T17:24:00Z
374,basketball,kbl,KBL full game replay,NaCgwz8R0As,NaCgwz8R0As,2747,2747,【FULL】 4th Quarter | KGC vs Orions | 20180218 | 2017-18 KBL,2026-09-11T17:24:00Z
376,nba,.,NBA preseason full game 2025,2ZtyqYXdwrU,2ZtyqYXdwrU,5163,5163,NBA PRESEASON - LIVE FULL GAME | THUNDER VS HORNETS| OCTOBER,2026-09-11T17:24:04Z
377,nba,.,NBA preseason full game 2025,It8h_JhEREw,It8h_JhEREw,6231,6231,Dallas Mavericks vs Memphis Grizzlies  NBA FULL GAME 18.04.2,2026-09-11T17:24:04Z
380,nba,.,NBA preseason full game 2025,45Rqrp4aZM4,45Rqrp4aZM4,7715,7715,FULL GAME: Shohei Ohtani's 3-homer + 10-strikeout game! (202,2026-09-11T17:24:04Z
383,nba,.,NBA preseason full game 2025,pY5qP_RvHjg,pY5qP_RvHjg,7964,7964,Winner Takes All! Baltimore Ravens vs. Pittsburgh Steelers F,2026-09-11T17:24:04Z
384,nba,.,NBA preseason full game 2025,yjH_TchRhGw,yjH_TchRhGw,7303,7303,GAME OF THE WEEK!! Detroit Lions vs. Baltimore Ravens FULL E,2026-09-11T17:24:04Z
388,nba,.,NBA preseason full game 2025,A8uVdz8db20,A8uVdz8db20,9926,9926,The WILDEST ENDINGS of NBA Opening Week | 2025-26 NBA Season,2026-09-11T17:24:04Z
390,ncaa_basketball,.,NCAA tournament full game replay 2024,TpAt7-yVVRQ,TpAt7-yVVRQ,5245,5245,UConn vs. Alabama  - 2024 NCAA men's Final Four | FULL REPLA,2026-09-11T17:24:09Z
392,ncaa_basketball,.,NCAA tournament full game replay 2024,J0shW64QKGw,J0shW64QKGw,4982,4982,UConn vs. Illinois:  2024 NCAA men's Elite Eight | FULL REPL,2026-09-11T17:24:09Z
393,ncaa_basketball,.,NCAA tournament full game replay 2024,hqiE5ljGseo,hqiE5ljGseo,4241,4241,Purdue vs. Gonzaga: 2024 NCAA men's Sweet 16 | FULL REPLAY,2026-09-11T17:24:09Z
394,ncaa_basketball,.,NCAA tournament full game replay 2024,M4N2eDKekIg,M4N2eDKekIg,5262,5262,UConn vs. Purdue - 2024 NCAA men's national championship | F,2026-09-11T17:24:09Z
399,ncaa_basketball,.,NCAA tournament full game replay 2024,zGTacmyiwiA,zGTacmyiwiA,5908,5908,NC State vs. Duke: 2024 NCAA men's Elite Eight | FULL REPLAY,2026-09-11T17:24:09Z
401,ncaa_basketball,.,NCAA tournament full game replay 2024,nWhcdZrNono,nWhcdZrNono,4555,4555,UConn vs. Northwestern: 2024 NCAA men's second round | FULL ,2026-09-11T17:24:09Z
402,ncaa_basketball,.,NCAA tournament full game replay 2024,quW0Kn-ombo,quW0Kn-ombo,4552,4552,Oakland vs. Kentucky: 2024 NCAA men's first round | FULL REP,2026-09-11T17:24:09Z
403,ncaa_basketball,.,NCAA tournament full game replay 2024,RoeIroj6SXw,RoeIroj6SXw,5440,5440,Purdue vs. Tennessee: 2024 NCAA men's Elite Eight | FULL REP,2026-09-11T17:24:09Z
404,ncaa_basketball,.,NCAA tournament full game replay 2024,xcNw8AKvkuY,xcNw8AKvkuY,5657,5657,Illinois vs. Iowa State: 2024 NCAA men's Sweet 16 | FULL REP,2026-09-11T17:24:09Z
