variant,clip,frame_index,role,visible,detected,lsd_segments,candidate_groups
g123_clahe,wnba__wnba_04,23424,lane_left,false,false,228,80
g123_clahe,wnba__wnba_04,23424,lane_right,false,false,228,80
baseline,wnba__wnba_05,2304,baseline,false,false,79,53
baseline,wnba__wnba_05,2304,free_throw,false,false,79,53
baseline,wnba__wnba_05,2304,lane_left,false,false,79,53
baseline,wnba__wnba_05,2304,lane_right,false,false,79,53
g120_merge,wnba__wnba_05,2304,baseline,false,false,79,39
g120_merge,wnba__wnba_05,2304,free_throw,false,false,79,39
g120_merge,wnba__wnba_05,2304,lane_left,false,false,79,39
g120_merge,wnba__wnba_05,2304,lane_right,false,false,79,39
g123_clahe,wnba__wnba_05,2304,baseline,false,false,95,62
g123_clahe,wnba__wnba_05,2304,free_throw,false,false,95,62
g123_clahe,wnba__wnba_05,2304,lane_left,false,false,95,62
g123_clahe,wnba__wnba_05,2304,lane_right,false,false,95,62
baseline,wnba__wnba_05,6912,baseline,true,false,77,58
baseline,wnba__wnba_05,6912,free_throw,true,false,77,58
baseline,wnba__wnba_05,6912,lane_left,true,false,77,58
baseline,wnba__wnba_05,6912,lane_right,true,true,77,58
g120_merge,wnba__wnba_05,6912,baseline,true,false,77,51
g120_merge,wnba__wnba_05,6912,free_throw,true,false,77,51
g120_merge,wnba__wnba_05,6912,lane_left,true,false,77,51
g120_merge,wnba__wnba_05,6912,lane_right,true,true,77,51
g123_clahe,wnba__wnba_05,6912,baseline,true,false,82,57
g123_clahe,wnba__wnba_05,6912,free_throw,true,false,82,57
g123_clahe,wnba__wnba_05,6912,lane_left,true,false,82,57
g123_clahe,wnba__wnba_05,6912,lane_right,true,false,82,57
baseline,wnba__wnba_05,23424,baseline,false,false,68,42
baseline,wnba__wnba_05,23424,free_throw,false,false,68,42
baseline,wnba__wnba_05,23424,lane_left,false,false,68,42
baseline,wnba__wnba_05,23424,lane_right,false,false,68,42
g120_merge,wnba__wnba_05,23424,baseline,false,false,68,36
g120_merge,wnba__wnba_05,23424,free_throw,false,false,68,36
g120_merge,wnba__wnba_05,23424,lane_left,false,false,68,36
g120_merge,wnba__wnba_05,23424,lane_right,false,false,68,36
g123_clahe,wnba__wnba_05,23424,baseline,false,false,77,47
g123_clahe,wnba__wnba_05,23424,free_throw,false,false,77,47
g123_clahe,wnba__wnba_05,23424,lane_left,false,false,77,47
g123_clahe,wnba__wnba_05,23424,lane_right,false,false,77,47
