section,arm,eval_index,reason,loss,margin,n_in_frame,n_hypotheses,n_fit_segments,n_heldout_segments,heldout_digest,forward_in_px,n_forward_in,forward_all_px,feet,feet_inside,boot_spread_p95_ft
S3,ROUTE,002244,valid,-,-,000398,000000,000000,000063,46c9c7ced19030b3,48.000,000398,48.000,000004,000000,6.410
S3,ROUTE,002311,valid,-,-,000398,000000,000000,000086,4176c67ca3d53566,48.000,000398,48.000,000004,000000,50.439
S3,ROUTE,002378,valid,-,-,000398,000000,000000,000063,e55e3370751e6451,33.127,000398,33.127,000004,000000,0.317
S3,ROUTE,002445,valid,-,-,000398,000000,000000,000226,37d0fb022085319f,37.659,000398,37.659,000013,000000,4.420
S3,ROUTE,002512,valid,-,-,000398,000000,000000,000187,062b9c8f3eac7ed0,13.531,000398,13.531,000011,000000,1.255
S3,ROUTE,002579,valid,-,-,000398,000000,000000,000209,db2c59867cc64b02,44.351,000398,44.351,000015,000000,322.506
S3,ROUTE,002646,valid,-,-,000398,000000,000000,000248,33d3ef05fc0a83f4,48.000,000398,48.000,000012,000000,197.147
S3,ROUTE,002713,valid,-,-,000398,000000,000000,000146,6bbe4db5466cef5b,11.460,000398,11.460,000003,000000,1054.458
S3,ROUTE,002780,valid,-,-,000398,000000,000000,000023,2d431e721f1d8563,48.000,000398,48.000,000000,000000,-
S3,ROUTE,002847,valid,-,-,000398,000000,000000,000016,08b6a5a9702ea1ef,48.000,000398,48.000,000000,000000,-
S3,ROUTE,002914,valid,-,-,000398,000000,000000,000018,64e81d09e0bb3a4b,48.000,000398,48.000,000000,000000,-
S3,ROUTE,002981,valid,-,-,000398,000000,000000,000010,6d0bf11379a9f0c7,48.000,000398,48.000,000000,000000,-
S3,ROUTE,003048,valid,-,-,000398,000000,000000,000018,482449436053910e,37.017,000398,37.017,000000,000000,-
S3,ROUTE,003115,valid,-,-,000398,000000,000000,000005,00fbf6df70d9dcf1,48.000,000398,48.000,000000,000000,-
S3,ROUTE,003182,valid,-,-,000398,000000,000000,000020,6055a6f60106c9c3,48.000,000398,48.000,000000,000000,-
S3,ROUTE,003249,valid,-,-,000398,000000,000000,000013,28e6f7b35eb95678,48.000,000398,48.000,000000,000000,-
S3,ROUTE,003316,valid,-,-,000398,000000,000000,000022,e59b299129895692,48.000,000398,48.000,000000,000000,-
S3,ROUTE,003383,valid,-,-,000398,000000,000000,000013,4eed7f1f2db98a3a,48.000,000398,48.000,000000,000000,-
S3,ROUTE,003450,valid,-,-,000398,000000,000000,000018,09a07d807a1deaa2,48.000,000398,48.000,000000,000000,-
S3,ROUTE,003517,valid,-,-,000398,000000,000000,000010,c1e4382156c1770f,48.000,000398,48.000,000000,000000,-
S3,ROUTE,003584,valid,-,-,000398,000000,000000,000070,84fd69ddb3fe142d,48.000,000398,48.000,000001,000000,0.095
S3,ROUTE,003651,valid,-,-,000000,000000,000000,000054,da858aaac905f10f,-,000000,48.000,000002,000000,1.110
S3,ROUTE,003718,valid,-,-,000000,000000,000000,000036,b1bd1e50b2ebbeff,-,000000,48.000,000004,000000,13.606
S3,ROUTE,003785,valid,-,-,000000,000000,000000,000137,95df3243a55c2254,-,000000,48.000,000010,000000,121.146
S3,ROUTE,003852,valid,-,-,000000,000000,000000,000027,a426fcef12121e50,-,000000,48.000,000002,000000,2.952
S4,G352A,000028,valid,15.926,0.096,000398,092752,000120,000033,0b5545fffeb21111,14.343,000398,14.343,000000,000000,-
S4,G352A,000252,valid,19.007,0.530,000398,103572,000119,000040,25de4a4b5f031816,27.695,000398,27.695,000000,000000,-
S4,G352A,000476,valid,17.400,0.185,000398,107404,000116,000034,36aa62154d2b18ee,23.956,000398,23.956,000000,000000,-
S4,G352A,000700,valid,18.422,0.140,000398,102416,000104,000044,281caa427534efc0,31.090,000398,31.090,000000,000000,-
S4,G352A,000924,valid,18.710,0.801,000398,109280,000116,000035,688ab2b06ec208ce,17.829,000398,17.829,000000,000000,-
S4,G352A,001148,valid,15.342,0.083,000398,122780,000120,000034,5beadbbdea60b36f,25.234,000398,25.234,000000,000000,-
S4,G352A,001372,valid,16.033,0.016,000398,103168,000120,000032,204fe271cdfeb907,26.315,000398,26.315,000000,000000,-
S4,G352A,001596,valid,16.977,0.008,000398,094240,000307,000098,96ad0a2b4f91b52d,39.485,000398,39.485,000005,000003,0.252
S4,G352A,001820,valid,18.298,0.154,000398,079136,000158,000049,4c9134c7ed3c7989,48.000,000398,48.000,000001,000000,0.108
S4,G352A,002044,valid,19.012,0.011,000398,123608,000350,000131,ee7e60d3faa46b9c,24.008,000398,24.008,000004,000001,0.097
S4,G352A,002268,valid,18.654,0.032,000398,119036,000299,000128,e1a633a630c6fb59,20.676,000398,20.676,000002,000000,0.137
S4,G352A,002492,valid,17.801,0.010,000398,103752,000386,000103,c6a566961409e318,38.340,000398,38.340,000005,000005,0.126
S4,G352A,002716,valid,22.071,0.245,000398,055316,001237,000479,36984b8527243365,26.954,000398,26.954,000002,000000,0.150
S4,G352A,002940,valid,15.974,1.718,000398,061396,000322,000149,a8566c5f343e4944,14.325,000398,14.325,000003,000000,0.272
S4,G352A,003164,valid,21.243,0.207,000398,116736,000280,000081,f463e5e35c871d4c,36.557,000398,36.557,000003,000000,0.129
S4,G352B,000028,valid,17.255,0.040,000398,317796,000384,000033,0b5545fffeb21111,48.000,000398,48.000,000000,000000,-
S4,G352B,000588,valid,17.047,0.074,000374,314684,000398,000035,7b74829ab1b2d7d0,48.000,000374,48.000,000000,000000,-
S4,G352B,001148,valid,16.565,0.091,000398,336960,000410,000034,5beadbbdea60b36f,24.819,000398,24.819,000000,000000,-
S4,G352B,001708,valid,17.752,0.130,000398,286460,000790,000084,1c8fbe368d08d29c,34.380,000398,34.380,000005,000002,0.170
S4,G352B,002268,valid,16.762,0.099,000398,349568,000528,000128,e1a633a630c6fb59,25.181,000398,25.181,000002,000000,0.140
S4,G352B,002828,valid,21.004,0.113,000398,345528,000391,000077,dfa64cd31f7c2806,48.000,000398,48.000,000003,000000,0.296
S4,ROUTE,000028,valid,-,-,000398,000000,000000,000033,0b5545fffeb21111,16.017,000398,16.017,000000,000000,-
S4,ROUTE,000084,valid,-,-,000398,000000,000000,000032,22d01f27259a76dd,48.000,000398,48.000,000000,000000,-
S4,ROUTE,000140,valid,-,-,000398,000000,000000,000035,0cb6ffdb6d0b0d10,19.297,000398,19.297,000000,000000,-
S4,ROUTE,000196,valid,-,-,000398,000000,000000,000040,08694b6d478eb90e,18.278,000398,18.278,000000,000000,-
S4,ROUTE,000252,valid,-,-,000398,000000,000000,000040,25de4a4b5f031816,19.297,000398,19.297,000000,000000,-
S4,ROUTE,000308,valid,-,-,000398,000000,000000,000034,102db73d6b6b7e99,48.000,000398,48.000,000000,000000,-
S4,ROUTE,000364,valid,-,-,000398,000000,000000,000035,6a8c048da27cc0b0,16.017,000398,16.017,000000,000000,-
S4,ROUTE,000420,valid,-,-,000398,000000,000000,000045,74d59ef0387ef19d,48.000,000398,48.000,000000,000000,-
S4,ROUTE,000476,valid,-,-,000398,000000,000000,000034,36aa62154d2b18ee,18.278,000398,18.278,000000,000000,-
S4,ROUTE,000532,valid,-,-,000398,000000,000000,000038,8fdc774546585ed8,19.297,000398,19.297,000000,000000,-
S4,ROUTE,000588,valid,-,-,000398,000000,000000,000035,7b74829ab1b2d7d0,16.017,000398,16.017,000000,000000,-
S4,ROUTE,000644,valid,-,-,000398,000000,000000,000038,da52fa284302572b,16.017,000398,16.017,000000,000000,-
S4,ROUTE,000700,valid,-,-,000398,000000,000000,000044,281caa427534efc0,14.838,000398,14.838,000000,000000,-
S4,ROUTE,000756,valid,-,-,000398,000000,000000,000032,322e9e61fc6546b7,16.972,000398,16.972,000000,000000,-
S4,ROUTE,000812,valid,-,-,000398,000000,000000,000033,bf915640f38bc45d,35.739,000398,35.739,000000,000000,-
S4,ROUTE,000868,valid,-,-,000398,000000,000000,000035,0a202e8a1ca985cd,18.278,000398,18.278,000000,000000,-
S4,ROUTE,000924,valid,-,-,000398,000000,000000,000035,688ab2b06ec208ce,16.017,000398,16.017,000000,000000,-
S4,ROUTE,000980,valid,-,-,000398,000000,000000,000039,365732dc20fb9c76,18.278,000398,18.278,000000,000000,-
S4,ROUTE,001036,valid,-,-,000398,000000,000000,000037,7965dba49f72149b,16.017,000398,16.017,000000,000000,-
S4,ROUTE,001092,valid,-,-,000398,000000,000000,000039,c9ba2ac3ac1d2e08,42.901,000398,42.901,000000,000000,-
S4,ROUTE,001148,valid,-,-,000398,000000,000000,000034,5beadbbdea60b36f,48.000,000398,48.000,000000,000000,-
S4,ROUTE,001204,valid,-,-,000398,000000,000000,000046,6d3a3630c9ea2ea1,37.045,000398,37.045,000000,000000,-
S4,ROUTE,001260,valid,-,-,000398,000000,000000,000037,06f72a8946cb5da1,16.017,000398,16.017,000000,000000,-
S4,ROUTE,001316,valid,-,-,000398,000000,000000,000044,e3bbfd6351309a9b,15.062,000398,15.062,000000,000000,-
S4,ROUTE,001372,valid,-,-,000398,000000,000000,000032,204fe271cdfeb907,14.774,000398,14.774,000000,000000,-
S4,ROUTE,001428,valid,-,-,000398,000000,000000,000110,ffac6cac30c676d5,33.892,000398,33.892,000009,000000,0.061
S4,ROUTE,001484,valid,-,-,000398,000000,000000,000098,24ee2cf62d0e6bcf,21.010,000398,21.010,000008,000000,0.120
S4,ROUTE,001540,valid,-,-,000398,000000,000000,000092,195a622db6c2d935,40.110,000398,40.110,000008,000000,0.183
S4,ROUTE,001596,valid,-,-,000398,000000,000000,000098,96ad0a2b4f91b52d,25.992,000398,25.992,000005,000000,5.080
S4,ROUTE,001652,valid,-,-,000398,000000,000000,000131,caa7d9b16274d740,21.965,000398,21.965,000005,000000,0.521
S4,ROUTE,001708,valid,-,-,000398,000000,000000,000084,1c8fbe368d08d29c,32.884,000398,32.884,000005,000000,19.143
S4,ROUTE,001764,valid,-,-,000398,000000,000000,000120,d0a1956e2c9bd857,48.000,000398,48.000,000006,000000,0.149
S4,ROUTE,001820,valid,-,-,000000,000000,000000,000049,4c9134c7ed3c7989,-,000000,48.000,000001,000000,0.044
S4,ROUTE,001876,valid,-,-,000000,000000,000000,000099,1def3de3e4f2fce1,-,000000,48.000,000001,000000,0.049
S4,ROUTE,001932,valid,-,-,000000,000000,000000,000080,c18f84ec8b6704c1,-,000000,48.000,000002,000000,0.079
S4,ROUTE,001988,valid,-,-,000000,000000,000000,000117,27766f1653a9e9e7,-,000000,48.000,000004,000000,3.259
S4,ROUTE,002044,valid,-,-,000000,000000,000000,000131,ee7e60d3faa46b9c,-,000000,48.000,000004,000000,0.541
S4,ROUTE,002100,valid,-,-,000398,000000,000000,000022,24ec25ab068413ba,48.000,000398,48.000,000000,000000,-
S4,ROUTE,002156,valid,-,-,000398,000000,000000,000136,4d8ec71a6590b069,48.000,000398,48.000,000000,000000,-
S4,ROUTE,002212,valid,-,-,000398,000000,000000,000065,8843bcdd6d25bacb,48.000,000398,48.000,000001,000000,0.138
S4,ROUTE,002268,valid,-,-,000398,000000,000000,000128,e1a633a630c6fb59,27.695,000398,27.695,000002,000000,0.157
S4,ROUTE,002324,valid,-,-,000398,000000,000000,000121,a35c4982648e0c4a,48.000,000398,48.000,000003,000000,0.236
S4,ROUTE,002380,valid,-,-,000398,000000,000000,000127,7058ec4e16b4b44a,18.145,000398,18.145,000004,000000,1.060
S4,ROUTE,002436,valid,-,-,000398,000000,000000,000099,ee5dba521505d669,14.325,000398,14.325,000005,000000,54.878
S4,ROUTE,002492,valid,-,-,000398,000000,000000,000103,c6a566961409e318,33.569,000398,33.569,000005,000000,5.322
S4,ROUTE,002548,valid,-,-,000398,000000,000000,000111,8530fb4019b7120d,37.596,000398,37.596,000005,000000,3.349
S4,ROUTE,002604,valid,-,-,000398,000000,000000,000125,fa4496bdc75b13ca,11.460,000398,11.460,000005,000000,3.129
S4,ROUTE,002660,valid,-,-,000398,000000,000000,000293,f5d7841a35bbfeef,28.857,000398,28.857,000003,000000,35.688
S4,ROUTE,002716,valid,-,-,000398,000000,000000,000479,36984b8527243365,44.874,000398,44.874,000002,000000,0.971
S4,ROUTE,002772,valid,-,-,000398,000000,000000,000040,710df8b09f3cb2a0,48.000,000398,48.000,000004,000000,625.747
S4,ROUTE,002828,valid,-,-,000398,000000,000000,000077,dfa64cd31f7c2806,4.775,000398,4.775,000003,000000,11.497
S4,ROUTE,002884,valid,-,-,000398,000000,000000,000140,8d6f4435b525ca32,46.451,000398,46.451,000006,000000,77400.389
S4,ROUTE,002940,valid,-,-,000398,000000,000000,000149,a8566c5f343e4944,48.000,000398,48.000,000003,000000,6.466
S4,ROUTE,002996,valid,-,-,000398,000000,000000,000149,f80ef222b7bc5e97,15.108,000398,15.108,000002,000000,0.330
S4,ROUTE,003052,valid,-,-,000398,000000,000000,000089,8467e3301dc407b6,48.000,000398,48.000,000005,000000,55.144
S4,ROUTE,003108,valid,-,-,000398,000000,000000,000113,0821fccb2b176c60,41.855,000398,41.855,000004,000000,64.844
S4,ROUTE,003164,valid,-,-,000398,000000,000000,000081,f463e5e35c871d4c,48.000,000398,48.000,000003,000000,3.256
S4,ROUTE,003220,valid,-,-,000398,000000,000000,000101,451adc90b3641858,48.000,000398,48.000,000006,000000,4.107
