section_id,set,declared_ticks,declared_reason,schedule_reason,stride,decoded_frames,ledger_evaluated_frames,verdict_evaluated_frames,producer_evaluated_ticks,route_max_frames,route_capped_ticks,verdict_attempted_frames_capped,observed_ticks,ball_rows,tracking_rows,observed_stride,suspended_frames,zero_observation_ticks,zero_observation_share,tracking_path,tracking_bytes,ball_path,ball_bytes,observed,scheduled_no_detection,not_scheduled,unknown,observed_share,scheduled_no_detection_share,not_scheduled_share,unknown_share,sub_suspended,sub_beyond_route_cap,sub_off_producer_lattice,sub_gated_or_unreached
HUSo3PzP7lo_s246,FRESH69,1299,,,6,7793,1299,1299,500,3000,500,500,499,633,2835,6,133,800,0.615858,/workspace/wt/a12/data/g376_snapshot/HUSo3PzP7lo_s246/tracking_data.csv,1176104,/workspace/wt/a12/data/g376_snapshot/HUSo3PzP7lo_s246/ball_tracking.csv,19293,499,1,799,0,0.384142,0.000770,0.615089,0.000000,133,666,0,0
HUSo3PzP7lo_s402,FRESH69,1299,,,6,7794,1299,1299,500,3000,500,500,418,500,1215,6,0,881,0.678214,/workspace/wt/a12/data/g376_snapshot/HUSo3PzP7lo_s402/tracking_data.csv,493690,/workspace/wt/a12/data/g376_snapshot/HUSo3PzP7lo_s402/ball_tracking.csv,18119,418,82,799,0,0.321786,0.063125,0.615089,0.000000,0,784,0,15
HUSo3PzP7lo_s90,FRESH69,1299,,,6,7793,1299,1299,493,3000,500,500,493,1224,1188,6,731,806,0.620477,/workspace/wt/a12/data/g376_snapshot/HUSo3PzP7lo_s90/tracking_data.csv,479722,/workspace/wt/a12/data/g376_snapshot/HUSo3PzP7lo_s90/ball_tracking.csv,34504,493,0,806,0,0.379523,0.000000,0.620477,0.000000,731,15,0,60
N-eE7ZwTuno_s1308,FRESH69,1299,,,3,3897,1299,1299,1000,3000,1000,1000,1000,1000,6231,3,0,299,0.230177,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s1308/tracking_data.csv,2419455,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s1308/ball_tracking.csv,32511,1000,0,299,0,0.769823,0.000000,0.230177,0.000000,0,299,0,0
N-eE7ZwTuno_s2526,FRESH69,1299,,,3,3897,1299,1299,1000,3000,1000,1000,962,1030,2696,3,30,337,0.259430,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s2526/tracking_data.csv,1060945,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s2526/ball_tracking.csv,36116,962,38,299,0,0.740570,0.029253,0.230177,0.000000,30,209,0,60
N-eE7ZwTuno_s3744,FRESH69,1299,,,3,3897,1299,1299,1000,3000,1000,1000,988,1000,4574,3,0,311,0.239415,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s3744/tracking_data.csv,1739471,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s3744/ball_tracking.csv,32224,988,12,299,0,0.760585,0.009238,0.230177,0.000000,0,149,0,150
N-eE7ZwTuno_s4962,FRESH69,1299,,,3,3897,1299,1299,1000,3000,1000,1000,1000,1000,4043,3,0,299,0.230177,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s4962/tracking_data.csv,1536619,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s4962/ball_tracking.csv,31441,1000,0,299,0,0.769823,0.000000,0.230177,0.000000,0,209,0,90
N-eE7ZwTuno_s90,FRESH69,1299,,,3,3897,1299,1299,1000,3000,1000,1000,989,1000,4018,3,0,310,0.238645,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s90/tracking_data.csv,1568169,/workspace/wt/a12/data/g376_snapshot/N-eE7ZwTuno_s90/ball_tracking.csv,33411,989,11,299,0,0.761355,0.008468,0.230177,0.000000,0,239,0,60
RIrGQJ_jsGQ_s1410,FRESH69,1301,,,3,3901,1301,,1000,,,,1000,1000,5319,3,0,301,0.231360,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s1410/tracking_data.csv,2043893,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s1410/ball_tracking.csv,33462,1000,0,301,0,0.768640,0.000000,0.231360,0.000000,0,0,0,301
RIrGQJ_jsGQ_s2730,FRESH69,1301,,,3,3901,1301,,779,,,,778,1211,3307,3,432,523,0.401998,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s2730/tracking_data.csv,1248427,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s2730/ball_tracking.csv,35284,778,1,522,0,0.598002,0.000769,0.401230,0.000000,432,0,0,90
RIrGQJ_jsGQ_s4050,FRESH69,1301,,,3,3901,1301,,1000,,,,1000,1000,3902,3,0,301,0.231360,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s4050/tracking_data.csv,1494987,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s4050/ball_tracking.csv,32174,1000,0,301,0,0.768640,0.000000,0.231360,0.000000,0,0,0,301
RIrGQJ_jsGQ_s5370,FRESH69,1301,,,3,3901,1301,,1000,,,,999,1000,3078,3,0,302,0.232129,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s5370/tracking_data.csv,1155005,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s5370/ball_tracking.csv,34399,999,1,301,0,0.767871,0.000769,0.231360,0.000000,0,0,0,301
RIrGQJ_jsGQ_s90,FRESH69,1301,,,3,3901,1301,1301,780,3000,1000,1000,532,780,1321,3,0,769,0.591084,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s90/tracking_data.csv,492895,/workspace/wt/a12/data/g376_snapshot/RIrGQJ_jsGQ_s90/ball_tracking.csv,26340,532,248,521,0,0.408916,0.190623,0.400461,0.000000,0,181,0,340
XCaGht2GmPg_s1416,FRESH69,1299,,,6,7793,1299,,500,,,,493,500,2212,6,0,806,0.620477,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s1416/tracking_data.csv,911687,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s1416/ball_tracking.csv,17406,493,7,799,0,0.379523,0.005389,0.615089,0.000000,0,0,0,799
XCaGht2GmPg_s2742,FRESH69,1299,,,6,7793,1299,1299,500,3000,500,500,500,500,2654,6,0,799,0.615089,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s2742/tracking_data.csv,1098922,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s2742/ball_tracking.csv,17420,500,0,799,0,0.384911,0.000000,0.615089,0.000000,0,674,0,125
XCaGht2GmPg_s4068,FRESH69,1299,,,6,7793,1299,,500,,,,495,500,1748,6,0,804,0.618938,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s4068/tracking_data.csv,685678,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s4068/ball_tracking.csv,14643,495,5,799,0,0.381062,0.003849,0.615089,0.000000,0,0,0,799
XCaGht2GmPg_s5394,FRESH69,1299,,,6,7793,1299,,500,,,,499,500,2347,6,0,800,0.615858,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s5394/tracking_data.csv,979131,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s5394/ball_tracking.csv,17631,499,1,799,0,0.384142,0.000770,0.615089,0.000000,0,0,0,799
XCaGht2GmPg_s90,FRESH69,1299,,,6,7793,1299,,500,,,,497,500,989,6,0,802,0.617398,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s90/tracking_data.csv,397365,/workspace/wt/a12/data/g376_snapshot/XCaGht2GmPg_s90/ball_tracking.csv,17523,497,3,799,0,0.382602,0.002309,0.615089,0.000000,0,0,0,799
XzIzQZBrPBY_s244,FRESH69,1299,,,6,7793,1299,1299,500,3000,500,500,498,500,1551,6,0,801,0.616628,/workspace/wt/a12/data/g376_snapshot/XzIzQZBrPBY_s244/tracking_data.csv,607650,/workspace/wt/a12/data/g376_snapshot/XzIzQZBrPBY_s244/ball_tracking.csv,14776,498,2,799,0,0.383372,0.001540,0.615089,0.000000,0,799,0,0
XzIzQZBrPBY_s398,FRESH69,1299,,,6,7793,1299,1299,500,3000,500,500,493,500,2140,6,0,806,0.620477,/workspace/wt/a12/data/g376_snapshot/XzIzQZBrPBY_s398/tracking_data.csv,870280,/workspace/wt/a12/data/g376_snapshot/XzIzQZBrPBY_s398/ball_tracking.csv,16702,493,7,799,0,0.379523,0.005389,0.615089,0.000000,0,784,0,15
XzIzQZBrPBY_s90,FRESH69,1299,,,6,7793,1299,1299,500,3000,500,500,499,500,1869,6,0,800,0.615858,/workspace/wt/a12/data/g376_snapshot/XzIzQZBrPBY_s90/tracking_data.csv,763522,/workspace/wt/a12/data/g376_snapshot/XzIzQZBrPBY_s90/ball_tracking.csv,16876,499,1,799,0,0.384142,0.000770,0.615089,0.000000,0,799,0,0
eaKqXq9dfig_s259,FRESH69,1301,,,6,7801,1301,1301,500,3000,500,500,500,500,2161,6,0,801,0.615680,/workspace/wt/a12/data/g376_snapshot/eaKqXq9dfig_s259/tracking_data.csv,811991,/workspace/wt/a12/data/g376_snapshot/eaKqXq9dfig_s259/ball_tracking.csv,16083,500,0,801,0,0.384320,0.000000,0.615680,0.000000,0,786,0,15
eaKqXq9dfig_s428,FRESH69,1301,,,6,7801,1301,1301,500,3000,500,500,495,500,1807,6,0,806,0.619523,/workspace/wt/a12/data/g376_snapshot/eaKqXq9dfig_s428/tracking_data.csv,661609,/workspace/wt/a12/data/g376_snapshot/eaKqXq9dfig_s428/ball_tracking.csv,15891,495,5,801,0,0.380477,0.003843,0.615680,0.000000,0,786,0,15
eaKqXq9dfig_s90,FRESH69,1301,,,6,7801,1301,1301,500,3000,500,500,496,500,2606,6,0,805,0.618755,/workspace/wt/a12/data/g376_snapshot/eaKqXq9dfig_s90/tracking_data.csv,991966,/workspace/wt/a12/data/g376_snapshot/eaKqXq9dfig_s90/ball_tracking.csv,16163,496,4,801,0,0.381245,0.003075,0.615680,0.000000,0,786,0,15
fXLNra4sjjU_s5830,FRESH69,1299,,,3,3897,1299,,1000,,,,949,1000,3959,3,0,350,0.269438,/workspace/wt/a12/data/g376_snapshot/fXLNra4sjjU_s5830/tracking_data.csv,1543229,/workspace/wt/a12/data/g376_snapshot/fXLNra4sjjU_s5830/ball_tracking.csv,34592,949,51,299,0,0.730562,0.039261,0.230177,0.000000,0,0,0,299
fXLNra4sjjU_s90,FRESH69,1299,,,3,3897,1299,,1000,,,,999,1000,3533,3,0,300,0.230947,/workspace/wt/a12/data/g376_snapshot/fXLNra4sjjU_s90/tracking_data.csv,1378533,/workspace/wt/a12/data/g376_snapshot/fXLNra4sjjU_s90/ball_tracking.csv,32664,999,1,299,0,0.769053,0.000770,0.230177,0.000000,0,0,0,299
h6j_iLYRx8U_s1424,FRESH69,1299,,,6,7793,1299,,500,,,,500,500,1518,6,0,799,0.615089,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s1424/tracking_data.csv,611354,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s1424/ball_tracking.csv,17363,500,0,799,0,0.384911,0.000000,0.615089,0.000000,0,0,0,799
h6j_iLYRx8U_s2758,FRESH69,1299,,,6,7793,1299,,500,,,,500,500,3117,6,0,799,0.615089,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s2758/tracking_data.csv,1292380,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s2758/ball_tracking.csv,16851,500,0,799,0,0.384911,0.000000,0.615089,0.000000,0,0,0,799
h6j_iLYRx8U_s4092,FRESH69,1299,,,6,7793,1299,,500,,,,500,500,2255,6,0,799,0.615089,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s4092/tracking_data.csv,909191,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s4092/ball_tracking.csv,16534,500,0,799,0,0.384911,0.000000,0.615089,0.000000,0,0,0,799
h6j_iLYRx8U_s5426,FRESH69,1299,,,6,7793,1299,,500,,,,500,500,2701,6,0,799,0.615089,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s5426/tracking_data.csv,1082024,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s5426/ball_tracking.csv,15021,500,0,799,0,0.384911,0.000000,0.615089,0.000000,0,0,0,799
h6j_iLYRx8U_s6760,FRESH69,1299,,,6,7794,1299,,500,,,,494,500,1441,6,0,805,0.619707,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s6760/tracking_data.csv,546367,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s6760/ball_tracking.csv,17196,494,6,799,0,0.380293,0.004619,0.615089,0.000000,0,0,0,799
h6j_iLYRx8U_s90,FRESH69,1299,,,6,7793,1299,,500,,,,499,500,1936,6,0,800,0.615858,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s90/tracking_data.csv,785806,/workspace/wt/a12/data/g376_snapshot/h6j_iLYRx8U_s90/ball_tracking.csv,17844,499,1,799,0,0.384142,0.000770,0.615089,0.000000,0,0,0,799
wJSOHbeQcg4_s1180,FRESH69,1301,,,3,3901,1301,,1000,,,,1000,1000,6085,3,0,301,0.231360,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s1180/tracking_data.csv,2215322,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s1180/ball_tracking.csv,33630,1000,0,301,0,0.768640,0.000000,0.231360,0.000000,0,0,0,301
wJSOHbeQcg4_s2270,FRESH69,1301,,,3,3901,1301,1301,1000,3000,1000,1000,999,1000,4448,3,0,302,0.232129,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s2270/tracking_data.csv,1665379,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s2270/ball_tracking.csv,30256,999,1,301,0,0.767871,0.000769,0.231360,0.000000,0,241,0,60
wJSOHbeQcg4_s3360,FRESH69,1301,,,3,3901,1301,,1000,,,,983,1000,4265,3,0,318,0.244427,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s3360/tracking_data.csv,1657309,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s3360/ball_tracking.csv,33183,983,17,301,0,0.755573,0.013067,0.231360,0.000000,0,0,0,301
wJSOHbeQcg4_s4450,FRESH69,1301,,,3,3901,1301,,1000,,,,921,1000,3313,3,0,380,0.292083,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s4450/tracking_data.csv,1198529,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s4450/ball_tracking.csv,35538,921,79,301,0,0.707917,0.060723,0.231360,0.000000,0,0,0,301
wJSOHbeQcg4_s5540,FRESH69,1301,,,3,3901,1301,,1000,,,,1000,1000,3332,3,0,301,0.231360,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s5540/tracking_data.csv,1293315,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s5540/ball_tracking.csv,31234,1000,0,301,0,0.768640,0.000000,0.231360,0.000000,0,0,0,301
wJSOHbeQcg4_s90,FRESH69,1301,,,3,3901,1301,,1000,,,,977,1000,3755,3,0,324,0.249039,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s90/tracking_data.csv,1411383,/workspace/wt/a12/data/g376_snapshot/wJSOHbeQcg4_s90/ball_tracking.csv,29755,977,23,301,0,0.750961,0.017679,0.231360,0.000000,0,0,0,301
