game_id,sport,ledger_rows,first_claim_utc,last_finished_utc,gate_side,location,located_path,dir_mtime_utc,retracked,retrack_reason
9F5q5jCbrMI_s2515,ncaa_basketball,1,2026-09-10T18:00:18Z,2026-09-10T18:03:01Z,AFTER,CORPUS,/workspace/data/footage_corpus/ncaa_basketball__9F5q5jCbrMI_s2515.mp4,2026-09-10T18:03:01Z,False,none
fiba-XKDW0xL3yKc_s1396,basketball,1,2026-09-10T18:00:19Z,2026-09-10T18:05:42Z,AFTER,CORPUS,/workspace/data/footage_corpus/basketball__fiba-XKDW0xL3yKc_s1396.mp4,2026-09-10T18:05:42Z,False,none
9F5q5jCbrMI_s3695,ncaa_basketball,1,2026-09-10T18:00:59Z,2026-09-10T18:06:02Z,AFTER,CORPUS,/workspace/data/footage_corpus/ncaa_basketball__9F5q5jCbrMI_s3695.mp4,2026-09-10T18:06:02Z,False,none
fiba-XKDW0xL3yKc_s155,basketball,1,2026-09-10T18:00:59Z,2026-09-10T18:07:22Z,AFTER,CORPUS,/workspace/data/footage_corpus/basketball__fiba-XKDW0xL3yKc_s155.mp4,2026-09-10T18:07:22Z,False,none
fiba-XKDW0xL3yKc_s2637,basketball,1,2026-09-10T18:01:19Z,2026-09-10T18:07:22Z,AFTER,CORPUS,/workspace/data/footage_corpus/basketball__fiba-XKDW0xL3yKc_s2637.mp4,2026-09-10T18:07:22Z,False,none
9F5q5jCbrMI_s4875,ncaa_basketball,1,2026-09-10T18:01:40Z,2026-09-10T18:06:22Z,AFTER,CORPUS,/workspace/data/footage_corpus/ncaa_basketball__9F5q5jCbrMI_s4875.mp4,2026-09-10T18:06:22Z,False,none
fiba-XKDW0xL3yKc_s3878,basketball,1,2026-09-10T18:02:01Z,2026-09-10T18:07:43Z,AFTER,CORPUS,/workspace/data/footage_corpus/basketball__fiba-XKDW0xL3yKc_s3878.mp4,2026-09-10T18:07:43Z,False,none
fiba-XKDW0xL3yKc_s5119,basketball,1,2026-09-10T18:03:02Z,2026-09-10T18:08:03Z,AFTER,CORPUS,/workspace/data/footage_corpus/basketball__fiba-XKDW0xL3yKc_s5119.mp4,2026-09-10T18:08:03Z,False,none
fiba-XKDW0xL3yKc_s6360,basketball,1,2026-09-10T18:05:02Z,2026-09-10T18:10:03Z,AFTER,CORPUS,/workspace/data/footage_corpus/basketball__fiba-XKDW0xL3yKc_s6360.mp4,2026-09-10T18:10:03Z,False,none
HUSo3PzP7lo_s155,nba,1,2026-09-10T18:06:43Z,2026-09-10T18:11:04Z,AFTER,CORPUS,/workspace/data/footage_corpus/nba__HUSo3PzP7lo_s155.mp4,2026-09-10T18:11:04Z,False,none
HUSo3PzP7lo_s311,nba,1,2026-09-10T18:07:23Z,2026-09-10T18:11:24Z,AFTER,CORPUS,/workspace/data/footage_corpus/nba__HUSo3PzP7lo_s311.mp4,2026-09-10T18:11:24Z,False,none
HUSo3PzP7lo_s467,nba,1,2026-09-10T18:08:03Z,2026-09-10T18:12:24Z,AFTER,CORPUS,/workspace/data/footage_corpus/nba__HUSo3PzP7lo_s467.mp4,2026-09-10T18:12:24Z,False,none
eaKqXq9dfig_s155,nba,1,2026-09-10T18:11:45Z,2026-09-10T18:15:05Z,AFTER,CORPUS,/workspace/data/footage_corpus/nba__eaKqXq9dfig_s155.mp4,2026-09-10T18:15:05Z,False,none
eaKqXq9dfig_s324,nba,1,2026-09-10T18:12:05Z,2026-09-10T18:15:45Z,AFTER,CORPUS,/workspace/data/footage_corpus/nba__eaKqXq9dfig_s324.mp4,2026-09-10T18:15:45Z,False,none
