section_id,video_id,offset_s,competition,game_id,sport,status,source_resolution,duration_s,eligible,ineligible_reason
tDpmV777-IQ_s5262,tDpmV777-IQ,5262,ncaa_basketball,ncaa_basketball:tDpmV777-IQ,ncaa_basketball,tracked,1920x1080,132.632,1,
fiba-serfGmSsQvk_s2912,serfGmSsQvk,2912,basketball/fiba,basketball:serfGmSsQvk,basketball,thin,1920x1080,133.880,0,status_thin
fiba-serfGmSsQvk_s4323,serfGmSsQvk,4323,basketball/fiba,basketball:serfGmSsQvk,basketball,thin,1920x1080,131.760,0,status_thin
fiba-serfGmSsQvk_s90,serfGmSsQvk,90,basketball/fiba,basketball:serfGmSsQvk,basketball,thin,1920x1080,133.000,0,status_thin
tDpmV777-IQ_s90,tDpmV777-IQ,90,ncaa_basketball,ncaa_basketball:tDpmV777-IQ,ncaa_basketball,tracked,1920x1080,133.800,1,
50pp-OqYVok_s6740,50pp-OqYVok,6740,nba,nba:50pp-OqYVok,nba,thin,1920x1080,134.033,0,status_thin
tDpmV777-IQ_s3969,tDpmV777-IQ,3969,ncaa_basketball,ncaa_basketball:tDpmV777-IQ,ncaa_basketball,thin,1920x1080,132.933,0,status_thin
wHs1OssEcAw_s1183,wHs1OssEcAw,1183,ncaa_basketball,ncaa_basketball:wHs1OssEcAw,ncaa_basketball,tracked,1920x1080,131.415,1,
50pp-OqYVok_s2750,50pp-OqYVok,2750,nba,nba:50pp-OqYVok,nba,tracked,1920x1080,133.367,1,
wHs1OssEcAw_s2276,wHs1OssEcAw,2276,ncaa_basketball,ncaa_basketball:wHs1OssEcAw,ncaa_basketball,tracked,1920x1080,134.384,1,
50pp-OqYVok_s1420,50pp-OqYVok,1420,nba,nba:50pp-OqYVok,nba,thin,1920x1080,131.367,0,status_thin
wHs1OssEcAw_s5555,wHs1OssEcAw,5555,ncaa_basketball,ncaa_basketball:wHs1OssEcAw,ncaa_basketball,tracked,1920x1080,130.981,1,
50pp-OqYVok_s4080,50pp-OqYVok,4080,nba,nba:50pp-OqYVok,nba,tracked,1920x1080,135.367,1,
50pp-OqYVok_s5410,50pp-OqYVok,5410,nba,nba:50pp-OqYVok,nba,tracked,1920x1080,132.033,1,
7Ci3zQ5Vm4M_s2312,7Ci3zQ5Vm4M,2312,wnba,wnba:7Ci3zQ5Vm4M,wnba,tracked,1920x1080,134.933,1,
7Ci3zQ5Vm4M_s1201,7Ci3zQ5Vm4M,1201,wnba,wnba:7Ci3zQ5Vm4M,wnba,thin,1920x1080,132.667,0,status_thin
50pp-OqYVok_s90,50pp-OqYVok,90,nba,nba:50pp-OqYVok,nba,tracked,1920x1080,134.700,1,
wHs1OssEcAw_s90,wHs1OssEcAw,90,ncaa_basketball,ncaa_basketball:wHs1OssEcAw,ncaa_basketball,tracked,1920x1080,132.165,1,
wHs1OssEcAw_s4462,wHs1OssEcAw,4462,ncaa_basketball,ncaa_basketball:wHs1OssEcAw,ncaa_basketball,tracked,1920x1080,130.731,1,
wHs1OssEcAw_s3369,wHs1OssEcAw,3369,ncaa_basketball,ncaa_basketball:wHs1OssEcAw,ncaa_basketball,tracked,1920x1080,130.564,1,
1zPhldjbJnU_s1196,1zPhldjbJnU,1196,wnba,wnba:1zPhldjbJnU,wnba,tracked,1920x1080,130.333,1,
1zPhldjbJnU_s2302,1zPhldjbJnU,2302,wnba,wnba:1zPhldjbJnU,wnba,tracked,1920x1080,131.033,1,
1zPhldjbJnU_s3408,1zPhldjbJnU,3408,wnba,wnba:1zPhldjbJnU,wnba,tracked,1920x1080,131.467,1,
1zPhldjbJnU_s90,1zPhldjbJnU,90,wnba,wnba:1zPhldjbJnU,wnba,tracked,1920x1080,136.033,1,
1zPhldjbJnU_s4514,1zPhldjbJnU,4514,wnba,wnba:1zPhldjbJnU,wnba,tracked,1920x1080,134.900,1,
1zPhldjbJnU_s5620,1zPhldjbJnU,5620,wnba,wnba:1zPhldjbJnU,wnba,tracked,1920x1080,135.133,1,
fiba-1DKl1QOo_b8_s1289,1DKl1QOo_b8,1289,basketball/fiba,basketball:1DKl1QOo_b8,basketball,tracked,1920x1080,130.520,1,
fiba-1DKl1QOo_b8_s3687,1DKl1QOo_b8,3687,basketball/fiba,basketball:1DKl1QOo_b8,basketball,tracked,1920x1080,133.880,1,
fiba-1DKl1QOo_b8_s4886,1DKl1QOo_b8,4886,basketball/fiba,basketball:1DKl1QOo_b8,basketball,tracked,1920x1080,133.280,1,
nbl-kRQtUZmPm0E_s90,kRQtUZmPm0E,90,basketball/nbl,basketball:kRQtUZmPm0E,basketball,tracked,1920x1080,131.300,1,
nbl-kRQtUZmPm0E_s363,kRQtUZmPm0E,363,basketball/nbl,basketball:kRQtUZmPm0E,basketball,tracked,1920x1080,132.820,1,
fiba-1DKl1QOo_b8_s90,1DKl1QOo_b8,90,basketball/fiba,basketball:1DKl1QOo_b8,basketball,tracked,1920x1080,131.400,1,
nbl-kRQtUZmPm0E_s636,kRQtUZmPm0E,636,basketball/nbl,basketball:kRQtUZmPm0E,basketball,tracked,1920x1080,136.100,1,
fiba-tFnl0NVn6FA_s1432,tFnl0NVn6FA,1432,basketball/fiba,basketball:tFnl0NVn6FA,basketball,tracked,1920x1080,132.033,1,
fiba-tFnl0NVn6FA_s2774,tFnl0NVn6FA,2774,basketball/fiba,basketball:tFnl0NVn6FA,basketball,tracked,1920x1080,134.033,1,
fiba-1DKl1QOo_b8_s2488,1DKl1QOo_b8,2488,basketball/fiba,basketball:1DKl1QOo_b8,basketball,tracked,1920x1080,131.160,1,
h5pTl8fOM2U_s1193,h5pTl8fOM2U,1193,nba,nba:h5pTl8fOM2U,nba,tracked,1920x1080,132.099,1,
fiba-tFnl0NVn6FA_s4116,tFnl0NVn6FA,4116,basketball/fiba,basketball:tFnl0NVn6FA,basketball,tracked,1920x1080,131.033,1,
fiba-tFnl0NVn6FA_s6800,tFnl0NVn6FA,6800,basketball/fiba,basketball:tFnl0NVn6FA,basketball,tracked,1920x1080,135.033,1,
ql7kzzTRo4M_s1470,ql7kzzTRo4M,1470,nba,nba:ql7kzzTRo4M,nba,thin,1920x1080,134.301,0,status_thin
fiba-tFnl0NVn6FA_s5458,tFnl0NVn6FA,5458,basketball/fiba,basketball:tFnl0NVn6FA,basketball,tracked,1920x1080,133.033,1,
fiba-tFnl0NVn6FA_s90,tFnl0NVn6FA,90,basketball/fiba,basketball:tFnl0NVn6FA,basketball,tracked,1920x1080,135.033,1,
h5pTl8fOM2U_s2296,h5pTl8fOM2U,2296,nba,nba:h5pTl8fOM2U,nba,tracked,1920x1080,132.866,1,
h5pTl8fOM2U_s3399,h5pTl8fOM2U,3399,nba,nba:h5pTl8fOM2U,nba,tracked,1920x1080,132.299,1,
h5pTl8fOM2U_s4502,h5pTl8fOM2U,4502,nba,nba:h5pTl8fOM2U,nba,tracked,1920x1080,130.197,1,
ql7kzzTRo4M_s2850,ql7kzzTRo4M,2850,nba,nba:ql7kzzTRo4M,nba,tracked,1920x1080,134.785,1,
h5pTl8fOM2U_s5605,h5pTl8fOM2U,5605,nba,nba:h5pTl8fOM2U,nba,tracked,1920x1080,136.737,1,
h5pTl8fOM2U_s90,h5pTl8fOM2U,90,nba,nba:h5pTl8fOM2U,nba,tracked,1920x1080,130.263,1,
ql7kzzTRo4M_s5610,ql7kzzTRo4M,5610,nba,nba:ql7kzzTRo4M,nba,tracked,1920x1080,130.681,1,
ql7kzzTRo4M_s4230,ql7kzzTRo4M,4230,nba,nba:ql7kzzTRo4M,nba,tracked,1920x1080,130.197,1,
ql7kzzTRo4M_s90,ql7kzzTRo4M,90,nba,nba:ql7kzzTRo4M,nba,tracked,1920x1080,133.800,1,
gkwmu8Hf364_s1180,gkwmu8Hf364,1180,ncaa_basketball,ncaa_basketball:gkwmu8Hf364,ncaa_basketball,tracked,1920x1080,131.865,1,
gkwmu8Hf364_s3360,gkwmu8Hf364,3360,ncaa_basketball,ncaa_basketball:gkwmu8Hf364,ncaa_basketball,tracked,1920x1080,136.703,1,
7Ci3zQ5Vm4M_s3423,7Ci3zQ5Vm4M,3423,wnba,wnba:7Ci3zQ5Vm4M,wnba,tracked,1920x1080,134.733,1,
gkwmu8Hf364_s90,gkwmu8Hf364,90,ncaa_basketball,ncaa_basketball:gkwmu8Hf364,ncaa_basketball,tracked,1920x1080,135.969,1,
gkwmu8Hf364_s2270,gkwmu8Hf364,2270,ncaa_basketball,ncaa_basketball:gkwmu8Hf364,ncaa_basketball,tracked,1920x1080,133.066,1,
gkwmu8Hf364_s4450,gkwmu8Hf364,4450,ncaa_basketball,ncaa_basketball:gkwmu8Hf364,ncaa_basketball,tracked,1920x1080,130.731,1,
gkwmu8Hf364_s5540,gkwmu8Hf364,5540,ncaa_basketball,ncaa_basketball:gkwmu8Hf364,ncaa_basketball,tracked,1920x1080,130.864,1,
7Ci3zQ5Vm4M_s5645,7Ci3zQ5Vm4M,5645,wnba,wnba:7Ci3zQ5Vm4M,wnba,tracked,1920x1080,132.067,1,
7Ci3zQ5Vm4M_s90,7Ci3zQ5Vm4M,90,wnba,wnba:7Ci3zQ5Vm4M,wnba,tracked,1920x1080,135.733,1,
N-eE7ZwTuno_s1308,N-eE7ZwTuno,1308,ncaa_basketball,ncaa_basketball:N-eE7ZwTuno,ncaa_basketball,tracked,1920x1080,136.470,1,
N-eE7ZwTuno_s2526,N-eE7ZwTuno,2526,ncaa_basketball,ncaa_basketball:N-eE7ZwTuno,ncaa_basketball,tracked,1920x1080,130.764,1,
N-eE7ZwTuno_s3744,N-eE7ZwTuno,3744,ncaa_basketball,ncaa_basketball:N-eE7ZwTuno,ncaa_basketball,tracked,1920x1080,132.532,1,
N-eE7ZwTuno_s90,N-eE7ZwTuno,90,ncaa_basketball,ncaa_basketball:N-eE7ZwTuno,ncaa_basketball,tracked,1920x1080,136.036,1,
N-eE7ZwTuno_s4962,N-eE7ZwTuno,4962,ncaa_basketball,ncaa_basketball:N-eE7ZwTuno,ncaa_basketball,tracked,1920x1080,135.035,1,
XzIzQZBrPBY_s244,XzIzQZBrPBY,244,nba,nba:XzIzQZBrPBY,nba,tracked,1920x1080,134.951,1,
XzIzQZBrPBY_s398,XzIzQZBrPBY,398,nba,nba:XzIzQZBrPBY,nba,tracked,1920x1080,130.397,1,
XzIzQZBrPBY_s90,XzIzQZBrPBY,90,nba,nba:XzIzQZBrPBY,nba,tracked,1920x1080,134.768,1,
euroleague-8ue528gaVyY_s1228,8ue528gaVyY,1228,basketball/euroleague,basketball:8ue528gaVyY,basketball,tracked,1920x1080,133.760,1,
6FlZaoWSfFw_s90,6FlZaoWSfFw,90,wnba,wnba:6FlZaoWSfFw,wnba,tracked,1920x1080,130.430,1,
6FlZaoWSfFw_s337,6FlZaoWSfFw,337,wnba,wnba:6FlZaoWSfFw,wnba,tracked,1920x1080,131.365,1,
6FlZaoWSfFw_s584,6FlZaoWSfFw,584,wnba,wnba:6FlZaoWSfFw,wnba,tracked,1920x1080,134.901,1,
euroleague-8ue528gaVyY_s4642,8ue528gaVyY,4642,basketball/euroleague,basketball:8ue528gaVyY,basketball,tracked,1920x1080,131.200,1,
euroleague-8ue528gaVyY_s2366,8ue528gaVyY,2366,basketball/euroleague,basketball:8ue528gaVyY,basketball,tracked,1920x1080,131.360,1,
euroleague-8ue528gaVyY_s3504,8ue528gaVyY,3504,basketball/euroleague,basketball:8ue528gaVyY,basketball,tracked,1920x1080,132.200,1,
euroleague-8ue528gaVyY_s5780,8ue528gaVyY,5780,basketball/euroleague,basketball:8ue528gaVyY,basketball,tracked,1920x1080,133.680,1,
euroleague-8ue528gaVyY_s90,8ue528gaVyY,90,basketball/euroleague,basketball:8ue528gaVyY,basketball,tracked,1920x1080,134.000,1,
fXLNra4sjjU_s1238,fXLNra4sjjU,1238,ncaa_basketball,ncaa_basketball:fXLNra4sjjU,ncaa_basketball,tracked,1920x1080,131.832,1,
fXLNra4sjjU_s2386,fXLNra4sjjU,2386,ncaa_basketball,ncaa_basketball:fXLNra4sjjU,ncaa_basketball,tracked,1920x1080,133.667,1,
fXLNra4sjjU_s3534,fXLNra4sjjU,3534,ncaa_basketball,ncaa_basketball:fXLNra4sjjU,ncaa_basketball,tracked,1920x1080,130.530,1,
fXLNra4sjjU_s90,fXLNra4sjjU,90,ncaa_basketball,ncaa_basketball:fXLNra4sjjU,ncaa_basketball,tracked,1920x1080,134.968,1,
fXLNra4sjjU_s4682,fXLNra4sjjU,4682,ncaa_basketball,ncaa_basketball:fXLNra4sjjU,ncaa_basketball,tracked,1920x1080,132.366,1,
fXLNra4sjjU_s5830,fXLNra4sjjU,5830,ncaa_basketball,ncaa_basketball:fXLNra4sjjU,ncaa_basketball,tracked,1920x1080,134.234,1,
G8bPOW37Sp0_s320,G8bPOW37Sp0,320,wnba,wnba:G8bPOW37Sp0,wnba,tracked,1920x1080,133.567,1,
gleague-_fl2i6vToTM_s1293,_fl2i6vToTM,1293,basketball/gleague,basketball:_fl2i6vToTM,basketball,tracked,1920x1080,134.801,1,
gleague-_fl2i6vToTM_s2496,_fl2i6vToTM,2496,basketball/gleague,basketball:_fl2i6vToTM,basketball,tracked,1920x1080,130.731,1,
gleague-_fl2i6vToTM_s3699,_fl2i6vToTM,3699,basketball/gleague,basketball:_fl2i6vToTM,basketball,tracked,1920x1080,131.732,1,
gleague-_fl2i6vToTM_s4902,_fl2i6vToTM,4902,basketball/gleague,basketball:_fl2i6vToTM,basketball,tracked,1920x1080,132.733,1,
gleague-_fl2i6vToTM_s6105,_fl2i6vToTM,6105,basketball/gleague,basketball:_fl2i6vToTM,basketball,tracked,1920x1080,133.734,1,
gleague-_fl2i6vToTM_s90,_fl2i6vToTM,90,basketball/gleague,basketball:_fl2i6vToTM,basketball,tracked,1920x1080,133.800,1,
h6j_iLYRx8U_s1424,h6j_iLYRx8U,1424,ncaa_basketball,ncaa_basketball:h6j_iLYRx8U,ncaa_basketball,tracked,1920x1080,134.768,1,
G8bPOW37Sp0_s90,G8bPOW37Sp0,90,wnba,wnba:G8bPOW37Sp0,wnba,tracked,1920x1080,132.132,1,
h6j_iLYRx8U_s2758,h6j_iLYRx8U,2758,ncaa_basketball,ncaa_basketball:h6j_iLYRx8U,ncaa_basketball,tracked,1920x1080,132.432,1,
h6j_iLYRx8U_s5426,h6j_iLYRx8U,5426,ncaa_basketball,ncaa_basketball:h6j_iLYRx8U,ncaa_basketball,tracked,1920x1080,136.903,1,
h6j_iLYRx8U_s4092,h6j_iLYRx8U,4092,ncaa_basketball,ncaa_basketball:h6j_iLYRx8U,ncaa_basketball,tracked,1920x1080,133.066,1,
h6j_iLYRx8U_s6760,h6j_iLYRx8U,6760,ncaa_basketball,ncaa_basketball:h6j_iLYRx8U,ncaa_basketball,tracked,1920x1080,133.016,1,
G8bPOW37Sp0_s550,G8bPOW37Sp0,550,wnba,wnba:G8bPOW37Sp0,wnba,tracked,1920x1080,133.233,1,
h6j_iLYRx8U_s90,h6j_iLYRx8U,90,ncaa_basketball,ncaa_basketball:h6j_iLYRx8U,ncaa_basketball,tracked,1920x1080,131.098,1,
