section_id,video_id,offset_s,competition,game_id,sport,status,source_resolution,duration_s,eligible,ineligible_reason
h6j_iLYRx8U_s3425,h6j_iLYRx8U,3425,ncaa_basketball,ncaa_basketball:h6j_iLYRx8U,ncaa_basketball,tracked,1920x1080,131.798,1,
h6j_iLYRx8U_s6760,h6j_iLYRx8U,6760,ncaa_basketball,ncaa_basketball:h6j_iLYRx8U,ncaa_basketball,tracked,1920x1080,133.016,1,
h6j_iLYRx8U_s90,h6j_iLYRx8U,90,ncaa_basketball,ncaa_basketball:h6j_iLYRx8U,ncaa_basketball,tracked,1920x1080,131.098,1,
fiba--x4DRmtYn4Q_s90,-x4DRmtYn4Q,90,basketball/fiba,basketball:-x4DRmtYn4Q,basketball,tracked,1920x1080,130.700,1,
fiba--x4DRmtYn4Q_s6970,-x4DRmtYn4Q,6970,basketball/fiba,basketball:-x4DRmtYn4Q,basketball,tracked,1920x1080,133.367,1,
fiba--x4DRmtYn4Q_s3530,-x4DRmtYn4Q,3530,basketball/fiba,basketball:-x4DRmtYn4Q,basketball,tracked,1920x1080,133.000,1,
XCaGht2GmPg_s2742,XCaGht2GmPg,2742,nba,nba:XCaGht2GmPg,nba,tracked,1920x1080,133.283,1,
XCaGht2GmPg_s1416,XCaGht2GmPg,1416,nba,nba:XCaGht2GmPg,nba,tracked,1920x1080,131.014,1,
fiba-7HQqWMaKxpA_s6915,7HQqWMaKxpA,6915,basketball/fiba,basketball:7HQqWMaKxpA,basketball,tracked,1920x1080,133.033,1,
XCaGht2GmPg_s6720,XCaGht2GmPg,6720,nba,nba:XCaGht2GmPg,nba,thin,1920x1080,135.052,0,status_thin
fiba-7HQqWMaKxpA_s4185,7HQqWMaKxpA,4185,basketball/fiba,basketball:7HQqWMaKxpA,basketball,tracked,1920x1080,133.700,1,
XCaGht2GmPg_s4068,XCaGht2GmPg,4068,nba,nba:XCaGht2GmPg,nba,tracked,1920x1080,130.497,1,
fiba-7HQqWMaKxpA_s5550,7HQqWMaKxpA,5550,basketball/fiba,basketball:7HQqWMaKxpA,basketball,tracked,1920x1080,133.367,1,
XCaGht2GmPg_s5394,XCaGht2GmPg,5394,nba,nba:XCaGht2GmPg,nba,tracked,1920x1080,132.766,1,
XCaGht2GmPg_s90,XCaGht2GmPg,90,nba,nba:XCaGht2GmPg,nba,tracked,1920x1080,133.800,1,
0KIBu1jQBL8_s2320,0KIBu1jQBL8,2320,ncaa_basketball,ncaa_basketball:0KIBu1jQBL8,ncaa_basketball,tracked,1920x1080,133.066,1,
fiba-7HQqWMaKxpA_s2820,7HQqWMaKxpA,2820,basketball/fiba,basketball:7HQqWMaKxpA,basketball,tracked,1920x1080,134.033,1,
fiba-7HQqWMaKxpA_s90,7HQqWMaKxpA,90,basketball/fiba,basketball:7HQqWMaKxpA,basketball,tracked,1920x1080,134.700,1,
fiba-7HQqWMaKxpA_s1455,7HQqWMaKxpA,1455,basketball/fiba,basketball:7HQqWMaKxpA,basketball,tracked,1920x1080,134.367,1,
fiba-Y1cgaIWW8gk_s6825,Y1cgaIWW8gk,6825,basketball/fiba,basketball:Y1cgaIWW8gk,basketball,thin,1920x1080,135.033,0,status_thin
0KIBu1jQBL8_s1205,0KIBu1jQBL8,1205,ncaa_basketball,ncaa_basketball:0KIBu1jQBL8,ncaa_basketball,tracked,1920x1080,133.834,1,
fiba-Y1cgaIWW8gk_s90,Y1cgaIWW8gk,90,basketball/fiba,basketball:Y1cgaIWW8gk,basketball,thin,1920x1080,135.033,0,status_thin
nbl-fGGFYzfF4F4_s366,fGGFYzfF4F4,366,basketball/nbl,basketball:fGGFYzfF4F4,basketball,tracked,1920x1080,134.740,1,
nbl-fGGFYzfF4F4_s642,fGGFYzfF4F4,642,basketball/nbl,basketball:fGGFYzfF4F4,basketball,tracked,1920x1080,131.900,1,
fiba-Y1cgaIWW8gk_s1437,Y1cgaIWW8gk,1437,basketball/fiba,basketball:Y1cgaIWW8gk,basketball,tracked,1920x1080,132.033,1,
fiba-Y1cgaIWW8gk_s4131,Y1cgaIWW8gk,4131,basketball/fiba,basketball:Y1cgaIWW8gk,basketball,tracked,1920x1080,131.033,1,
fiba-Y1cgaIWW8gk_s2784,Y1cgaIWW8gk,2784,basketball/fiba,basketball:Y1cgaIWW8gk,basketball,tracked,1920x1080,134.033,1,
RIrGQJ_jsGQ_s6690,RIrGQJ_jsGQ,6690,nba,nba:RIrGQJ_jsGQ,nba,thin,1920x1080,132.033,0,status_thin
0KIBu1jQBL8_s5665,0KIBu1jQBL8,5665,ncaa_basketball,ncaa_basketball:0KIBu1jQBL8,ncaa_basketball,tracked,1920x1080,130.731,1,
nbl-fGGFYzfF4F4_s90,fGGFYzfF4F4,90,basketball/nbl,basketball:fGGFYzfF4F4,basketball,tracked,1920x1080,132.340,1,
fiba-Y1cgaIWW8gk_s5478,Y1cgaIWW8gk,5478,basketball/fiba,basketball:Y1cgaIWW8gk,basketball,tracked,1920x1080,133.033,1,
0KIBu1jQBL8_s4550,0KIBu1jQBL8,4550,ncaa_basketball,ncaa_basketball:0KIBu1jQBL8,ncaa_basketball,tracked,1920x1080,131.498,1,
0KIBu1jQBL8_s3435,0KIBu1jQBL8,3435,ncaa_basketball,ncaa_basketball:0KIBu1jQBL8,ncaa_basketball,tracked,1920x1080,132.299,1,
RIrGQJ_jsGQ_s2730,RIrGQJ_jsGQ,2730,nba,nba:RIrGQJ_jsGQ,nba,tracked,1920x1080,134.700,1,
RIrGQJ_jsGQ_s1410,RIrGQJ_jsGQ,1410,nba,nba:RIrGQJ_jsGQ,nba,tracked,1920x1080,132.033,1,
RIrGQJ_jsGQ_s5370,RIrGQJ_jsGQ,5370,nba,nba:RIrGQJ_jsGQ,nba,tracked,1920x1080,134.700,1,
wJSOHbeQcg4_s1180,wJSOHbeQcg4,1180,ncaa_basketball,ncaa_basketball:wJSOHbeQcg4,ncaa_basketball,tracked,1920x1080,131.900,1,
RIrGQJ_jsGQ_s4050,RIrGQJ_jsGQ,4050,nba,nba:RIrGQJ_jsGQ,nba,tracked,1920x1080,132.033,1,
RIrGQJ_jsGQ_s90,RIrGQJ_jsGQ,90,nba,nba:RIrGQJ_jsGQ,nba,tracked,1920x1080,134.700,1,
0KIBu1jQBL8_s90,0KIBu1jQBL8,90,ncaa_basketball,ncaa_basketball:0KIBu1jQBL8,ncaa_basketball,tracked,1920x1080,134.635,1,
fiba-Byk8aH-n_U4_s1426,Byk8aH-n_U4,1426,basketball/fiba,basketball:Byk8aH-n_U4,basketball,tracked,1920x1080,132.200,1,
fiba-Byk8aH-n_U4_s5434,Byk8aH-n_U4,5434,basketball/fiba,basketball:Byk8aH-n_U4,basketball,tracked,1920x1080,130.733,1,
wJSOHbeQcg4_s2270,wJSOHbeQcg4,2270,ncaa_basketball,ncaa_basketball:wJSOHbeQcg4,ncaa_basketball,tracked,1920x1080,132.900,1,
fiba-Byk8aH-n_U4_s4098,Byk8aH-n_U4,4098,basketball/fiba,basketball:Byk8aH-n_U4,basketball,tracked,1920x1080,133.033,1,
fiba-Byk8aH-n_U4_s2762,Byk8aH-n_U4,2762,basketball/fiba,basketball:Byk8aH-n_U4,basketball,tracked,1920x1080,132.300,1,
fiba-fyp4VsE-8Fc_s90,fyp4VsE-8Fc,90,basketball/fiba,basketball:fyp4VsE-8Fc,basketball,thin,1920x1080,133.883,0,status_thin
fiba-Byk8aH-n_U4_s6770,Byk8aH-n_U4,6770,basketball/fiba,basketball:Byk8aH-n_U4,basketball,tracked,1920x1080,131.867,1,
fiba-fyp4VsE-8Fc_s1426,fyp4VsE-8Fc,1426,basketball/fiba,basketball:fyp4VsE-8Fc,basketball,tracked,1920x1080,132.283,1,
Hm7V4jOxlUI_s1271,Hm7V4jOxlUI,1271,nba,nba:Hm7V4jOxlUI,nba,thin,1920x1080,130.230,0,status_thin
fiba-Byk8aH-n_U4_s90,Byk8aH-n_U4,90,basketball/fiba,basketball:Byk8aH-n_U4,basketball,tracked,1920x1080,131.867,1,
Hm7V4jOxlUI_s2452,Hm7V4jOxlUI,2452,nba,nba:Hm7V4jOxlUI,nba,thin,1920x1080,131.448,0,status_thin
Hm7V4jOxlUI_s3633,Hm7V4jOxlUI,3633,nba,nba:Hm7V4jOxlUI,nba,thin,1920x1080,133.567,0,status_thin
GNjSxoeDT-E_s1167,GNjSxoeDT-E,1167,ncaa_basketball,ncaa_basketball:GNjSxoeDT-E,ncaa_basketball,tracked,1920x1080,130.897,1,
fiba-fyp4VsE-8Fc_s5434,fyp4VsE-8Fc,5434,basketball/fiba,basketball:fyp4VsE-8Fc,basketball,tracked,1920x1080,132.550,1,
fiba-fyp4VsE-8Fc_s2762,fyp4VsE-8Fc,2762,basketball/fiba,basketball:fyp4VsE-8Fc,basketball,tracked,1920x1080,130.683,1,
GNjSxoeDT-E_s2244,GNjSxoeDT-E,2244,ncaa_basketball,ncaa_basketball:GNjSxoeDT-E,ncaa_basketball,tracked,1920x1080,131.798,1,
fiba-fyp4VsE-8Fc_s6770,fyp4VsE-8Fc,6770,basketball/fiba,basketball:fyp4VsE-8Fc,basketball,tracked,1920x1080,130.950,1,
fiba-fyp4VsE-8Fc_s4098,fyp4VsE-8Fc,4098,basketball/fiba,basketball:fyp4VsE-8Fc,basketball,tracked,1920x1080,134.150,1,
GNjSxoeDT-E_s3321,GNjSxoeDT-E,3321,ncaa_basketball,ncaa_basketball:GNjSxoeDT-E,ncaa_basketball,tracked,1920x1080,132.733,1,
GNjSxoeDT-E_s4398,GNjSxoeDT-E,4398,ncaa_basketball,ncaa_basketball:GNjSxoeDT-E,ncaa_basketball,tracked,1920x1080,133.667,1,
GNjSxoeDT-E_s90,GNjSxoeDT-E,90,ncaa_basketball,ncaa_basketball:GNjSxoeDT-E,ncaa_basketball,tracked,1920x1080,134.968,1,
Hm7V4jOxlUI_s90,Hm7V4jOxlUI,90,nba,nba:Hm7V4jOxlUI,nba,tracked,1920x1080,130.464,1,
wJSOHbeQcg4_s3360,wJSOHbeQcg4,3360,ncaa_basketball,ncaa_basketball:wJSOHbeQcg4,ncaa_basketball,tracked,1920x1080,135.567,1,
GNjSxoeDT-E_s5475,GNjSxoeDT-E,5475,ncaa_basketball,ncaa_basketball:GNjSxoeDT-E,ncaa_basketball,tracked,1920x1080,134.601,1,
EqseleqhpTk_s2700,EqseleqhpTk,2700,ncaa_basketball,ncaa_basketball:EqseleqhpTk,ncaa_basketball,tracked,1920x1080,132.366,1,
EqseleqhpTk_s5310,EqseleqhpTk,5310,ncaa_basketball,ncaa_basketball:EqseleqhpTk,ncaa_basketball,tracked,1920x1080,134.735,1,
nbl-G3F3Hoekmsw_s365,G3F3Hoekmsw,365,basketball/nbl,basketball:G3F3Hoekmsw,basketball,tracked,1920x1080,132.380,1,
EqseleqhpTk_s4005,EqseleqhpTk,4005,ncaa_basketball,ncaa_basketball:EqseleqhpTk,ncaa_basketball,tracked,1920x1080,131.064,1,
EqseleqhpTk_s90,EqseleqhpTk,90,ncaa_basketball,ncaa_basketball:EqseleqhpTk,ncaa_basketball,tracked,1920x1080,134.968,1,
EqseleqhpTk_s1395,EqseleqhpTk,1395,ncaa_basketball,ncaa_basketball:EqseleqhpTk,ncaa_basketball,tracked,1920x1080,133.667,1,
nbl-G3F3Hoekmsw_s640,G3F3Hoekmsw,640,basketball/nbl,basketball:G3F3Hoekmsw,basketball,tracked,1920x1080,136.380,1,
nbl-G3F3Hoekmsw_s90,G3F3Hoekmsw,90,basketball/nbl,basketball:G3F3Hoekmsw,basketball,tracked,1920x1080,132.780,1,
euroleague-zud-2wkhjJY_s231,zud-2wkhjJY,231,basketball/euroleague,basketball:zud-2wkhjJY,basketball,tracked,1920x1080,131.700,1,
fiba-tZeqmc_-_sA_s90,tZeqmc_-_sA,90,basketball/fiba,basketball:tZeqmc_-_sA,basketball,thin,1920x1080,135.033,0,status_thin
euroleague-zud-2wkhjJY_s372,zud-2wkhjJY,372,basketball/euroleague,basketball:zud-2wkhjJY,basketball,tracked,1920x1080,134.260,1,
euroleague-zud-2wkhjJY_s90,zud-2wkhjJY,90,basketball/euroleague,basketball:zud-2wkhjJY,basketball,tracked,1920x1080,134.100,1,
fiba-tZeqmc_-_sA_s3816,tZeqmc_-_sA,3816,basketball/fiba,basketball:tZeqmc_-_sA,basketball,tracked,1920x1080,131.033,1,
fiba-tZeqmc_-_sA_s2574,tZeqmc_-_sA,2574,basketball/fiba,basketball:tZeqmc_-_sA,basketball,tracked,1920x1080,134.033,1,
fiba-tZeqmc_-_sA_s5058,tZeqmc_-_sA,5058,basketball/fiba,basketball:tZeqmc_-_sA,basketball,thin,1920x1080,133.033,0,status_thin
wJSOHbeQcg4_s4450,wJSOHbeQcg4,4450,ncaa_basketball,ncaa_basketball:wJSOHbeQcg4,ncaa_basketball,tracked,1920x1080,134.600,1,
fiba-tZeqmc_-_sA_s1332,tZeqmc_-_sA,1332,basketball/fiba,basketball:tZeqmc_-_sA,basketball,tracked,1920x1080,132.033,1,
9F5q5jCbrMI_s1270,9F5q5jCbrMI,1270,ncaa_basketball,ncaa_basketball:9F5q5jCbrMI,ncaa_basketball,tracked,1920x1080,132.265,1,
9F5q5jCbrMI_s2450,9F5q5jCbrMI,2450,ncaa_basketball,ncaa_basketball:9F5q5jCbrMI,ncaa_basketball,tracked,1920x1080,136.453,1,
9F5q5jCbrMI_s3630,9F5q5jCbrMI,3630,ncaa_basketball,ncaa_basketball:9F5q5jCbrMI,ncaa_basketball,tracked,1920x1080,132.933,1,
fiba-tZeqmc_-_sA_s6300,tZeqmc_-_sA,6300,basketball/fiba,basketball:tZeqmc_-_sA,basketball,tracked,1920x1080,135.033,1,
wJSOHbeQcg4_s5540,wJSOHbeQcg4,5540,ncaa_basketball,ncaa_basketball:wJSOHbeQcg4,ncaa_basketball,tracked,1920x1080,133.433,1,
9F5q5jCbrMI_s4810,9F5q5jCbrMI,4810,ncaa_basketball,ncaa_basketball:9F5q5jCbrMI,ncaa_basketball,tracked,1920x1080,132.316,1,
9F5q5jCbrMI_s90,9F5q5jCbrMI,90,ncaa_basketball,ncaa_basketball:9F5q5jCbrMI,ncaa_basketball,tracked,1920x1080,132.933,1,
1E5Rw89keTg_s312,1E5Rw89keTg,312,wnba,wnba:1E5Rw89keTg,wnba,tracked,1920x1080,134.067,1,
fiba-XKDW0xL3yKc_s1331,XKDW0xL3yKc,1331,basketball/fiba,basketball:XKDW0xL3yKc,basketball,tracked,1920x1080,132.020,1,
wJSOHbeQcg4_s90,wJSOHbeQcg4,90,ncaa_basketball,ncaa_basketball:wJSOHbeQcg4,ncaa_basketball,tracked,1920x1080,131.767,1,
fiba-XKDW0xL3yKc_s2572,XKDW0xL3yKc,2572,basketball/fiba,basketball:XKDW0xL3yKc,basketball,tracked,1920x1080,136.580,1,
fiba-XKDW0xL3yKc_s3813,XKDW0xL3yKc,3813,basketball/fiba,basketball:XKDW0xL3yKc,basketball,tracked,1920x1080,130.620,1,
fiba-XKDW0xL3yKc_s5054,XKDW0xL3yKc,5054,basketball/fiba,basketball:XKDW0xL3yKc,basketball,tracked,1920x1080,132.900,1,
1E5Rw89keTg_s534,1E5Rw89keTg,534,wnba,wnba:1E5Rw89keTg,wnba,tracked,1920x1080,133.033,1,
fiba-XKDW0xL3yKc_s6295,XKDW0xL3yKc,6295,basketball/fiba,basketball:XKDW0xL3yKc,basketball,tracked,1920x1080,131.700,1,
WeheQidCPXI_s2688,WeheQidCPXI,2688,ncaa_basketball,ncaa_basketball:WeheQidCPXI,ncaa_basketball,tracked,1920x1080,130.364,1,
WeheQidCPXI_s3987,WeheQidCPXI,3987,ncaa_basketball,ncaa_basketball:WeheQidCPXI,ncaa_basketball,tracked,1920x1080,133.066,1,
UzaYBYy3GZg_s3954,UzaYBYy3GZg,3954,ncaa_basketball,ncaa_basketball:UzaYBYy3GZg,ncaa_basketball,tracked,1920x1080,135.102,1,
WeheQidCPXI_s1389,WeheQidCPXI,1389,ncaa_basketball,ncaa_basketball:WeheQidCPXI,ncaa_basketball,tracked,1920x1080,132.666,1,
WeheQidCPXI_s5286,WeheQidCPXI,5286,ncaa_basketball,ncaa_basketball:WeheQidCPXI,ncaa_basketball,tracked,1920x1080,130.764,1,
fiba-XKDW0xL3yKc_s90,XKDW0xL3yKc,90,basketball/fiba,basketball:XKDW0xL3yKc,basketball,tracked,1920x1080,131.540,1,
QXFM3hlaDAk_s1375,QXFM3hlaDAk,1375,ncaa_basketball,ncaa_basketball:QXFM3hlaDAk,ncaa_basketball,tracked,1920x1080,134.367,1,
UzaYBYy3GZg_s2666,UzaYBYy3GZg,2666,ncaa_basketball,ncaa_basketball:UzaYBYy3GZg,ncaa_basketball,tracked,1920x1080,133.400,1,
UzaYBYy3GZg_s1378,UzaYBYy3GZg,1378,ncaa_basketball,ncaa_basketball:UzaYBYy3GZg,ncaa_basketball,tracked,1920x1080,131.665,1,
QXFM3hlaDAk_s3945,QXFM3hlaDAk,3945,ncaa_basketball,ncaa_basketball:QXFM3hlaDAk,ncaa_basketball,tracked,1920x1080,133.700,1,
QXFM3hlaDAk_s90,QXFM3hlaDAk,90,ncaa_basketball,ncaa_basketball:QXFM3hlaDAk,ncaa_basketball,tracked,1920x1080,134.700,1,
QXFM3hlaDAk_s2660,QXFM3hlaDAk,2660,ncaa_basketball,ncaa_basketball:QXFM3hlaDAk,ncaa_basketball,tracked,1920x1080,134.033,1,
UzaYBYy3GZg_s5242,UzaYBYy3GZg,5242,ncaa_basketball,ncaa_basketball:UzaYBYy3GZg,ncaa_basketball,tracked,1920x1080,131.832,1,
WeheQidCPXI_s90,WeheQidCPXI,90,ncaa_basketball,ncaa_basketball:WeheQidCPXI,ncaa_basketball,tracked,1920x1080,134.968,1,
euroleague-a_GxgklBtEs_s6660,a_GxgklBtEs,6660,basketball/euroleague,basketball:a_GxgklBtEs,basketball,thin,1920x1080,132.417,0,status_thin
euroleague-a_GxgklBtEs_s1404,a_GxgklBtEs,1404,basketball/euroleague,basketball:a_GxgklBtEs,basketball,tracked,1920x1080,130.550,1,
UzaYBYy3GZg_s90,UzaYBYy3GZg,90,ncaa_basketball,ncaa_basketball:UzaYBYy3GZg,ncaa_basketball,tracked,1920x1080,134.968,1,
g7dzEFLiemQ_s2296,g7dzEFLiemQ,2296,ncaa_basketball,ncaa_basketball:g7dzEFLiemQ,ncaa_basketball,tracked,1920x1080,130.530,1,
g7dzEFLiemQ_s1193,g7dzEFLiemQ,1193,ncaa_basketball,ncaa_basketball:g7dzEFLiemQ,ncaa_basketball,tracked,1920x1080,133.600,1,
QXFM3hlaDAk_s5230,QXFM3hlaDAk,5230,ncaa_basketball,ncaa_basketball:QXFM3hlaDAk,ncaa_basketball,tracked,1920x1080,133.367,1,
g7dzEFLiemQ_s3399,g7dzEFLiemQ,3399,ncaa_basketball,ncaa_basketball:g7dzEFLiemQ,ncaa_basketball,thin,1920x1080,132.199,0,status_thin
euroleague-a_GxgklBtEs_s2718,a_GxgklBtEs,2718,basketball/euroleague,basketball:a_GxgklBtEs,basketball,tracked,1920x1080,132.283,1,
euroleague-a_GxgklBtEs_s5346,a_GxgklBtEs,5346,basketball/euroleague,basketball:a_GxgklBtEs,basketball,tracked,1920x1080,130.683,1,
euroleague-a_GxgklBtEs_s4032,a_GxgklBtEs,4032,basketball/euroleague,basketball:a_GxgklBtEs,basketball,tracked,1920x1080,134.017,1,
lnb-oNjFF2XRKgA_s90,oNjFF2XRKgA,90,basketball/lnb,basketball:oNjFF2XRKgA,basketball,thin,1920x1080,134.701,0,status_thin
lnb-oNjFF2XRKgA_s2530,oNjFF2XRKgA,2530,basketball/lnb,basketball:oNjFF2XRKgA,basketball,tracked,1920x1080,130.664,1,
lnb-oNjFF2XRKgA_s1310,oNjFF2XRKgA,1310,basketball/lnb,basketball:oNjFF2XRKgA,basketball,tracked,1920x1080,134.685,1,
euroleague-a_GxgklBtEs_s90,a_GxgklBtEs,90,basketball/euroleague,basketball:a_GxgklBtEs,basketball,tracked,1920x1080,133.883,1,
g7dzEFLiemQ_s4502,g7dzEFLiemQ,4502,ncaa_basketball,ncaa_basketball:g7dzEFLiemQ,ncaa_basketball,tracked,1920x1080,130.464,1,
1E5Rw89keTg_s90,1E5Rw89keTg,90,wnba,wnba:1E5Rw89keTg,wnba,tracked,1920x1080,136.570,1,
lnb-oNjFF2XRKgA_s3750,oNjFF2XRKgA,3750,basketball/lnb,basketball:oNjFF2XRKgA,basketball,tracked,1920x1080,134.651,1,
g7dzEFLiemQ_s90,g7dzEFLiemQ,90,ncaa_basketball,ncaa_basketball:g7dzEFLiemQ,ncaa_basketball,tracked,1920x1080,131.131,1,
8kHt2bFTK6g_s90,8kHt2bFTK6g,90,wnba,wnba:8kHt2bFTK6g,wnba,tracked,1920x1080,131.300,1,
8kHt2bFTK6g_s1255,8kHt2bFTK6g,1255,wnba,wnba:8kHt2bFTK6g,wnba,tracked,1920x1080,131.267,1,
eurocup-qrWmO434a0k_s90,qrWmO434a0k,90,basketball/eurocup,basketball:qrWmO434a0k,basketball,thin,1920x1080,135.033,0,status_thin
s4xx-bV7D8I_s479,s4xx-bV7D8I,479,wnba,wnba:s4xx-bV7D8I,wnba,tracked,1920x1080,134.668,1,
eurocup-qrWmO434a0k_s1447,qrWmO434a0k,1447,basketball/eurocup,basketball:qrWmO434a0k,basketball,tracked,1920x1080,132.033,1,
8kHt2bFTK6g_s3585,8kHt2bFTK6g,3585,wnba,wnba:8kHt2bFTK6g,wnba,tracked,1920x1080,136.267,1,
8kHt2bFTK6g_s2420,8kHt2bFTK6g,2420,wnba,wnba:8kHt2bFTK6g,wnba,tracked,1920x1080,135.600,1,
eurocup-qrWmO434a0k_s4161,qrWmO434a0k,4161,basketball/eurocup,basketball:qrWmO434a0k,basketball,tracked,1920x1080,131.033,1,
eurocup-qrWmO434a0k_s2804,qrWmO434a0k,2804,basketball/eurocup,basketball:qrWmO434a0k,basketball,tracked,1920x1080,134.033,1,
ncaaw-97NekCpWCeo_s2846,97NekCpWCeo,2846,basketball/ncaaw,basketball:97NekCpWCeo,basketball,tracked,1920x1080,135.185,1,
eurocup-qrWmO434a0k_s6875,qrWmO434a0k,6875,basketball/eurocup,basketball:qrWmO434a0k,basketball,tracked,1920x1080,134.500,1,
ncaaw-97NekCpWCeo_s1468,97NekCpWCeo,1468,basketball/ncaaw,basketball:97NekCpWCeo,basketball,tracked,1920x1080,133.567,1,
eurocup-qrWmO434a0k_s5518,qrWmO434a0k,5518,basketball/eurocup,basketball:qrWmO434a0k,basketball,tracked,1920x1080,133.033,1,
euroleague-xyoAURYLnQM_s2512,xyoAURYLnQM,2512,basketball/euroleague,basketball:xyoAURYLnQM,basketball,tracked,1920x1080,134.017,1,
euroleague-xyoAURYLnQM_s1301,xyoAURYLnQM,1301,basketball/euroleague,basketball:xyoAURYLnQM,basketball,tracked,1920x1080,133.950,1,
euroleague-xyoAURYLnQM_s90,xyoAURYLnQM,90,basketball/euroleague,basketball:xyoAURYLnQM,basketball,thin,1920x1080,133.883,0,status_thin
ncaaw-97NekCpWCeo_s4224,97NekCpWCeo,4224,basketball/ncaaw,basketball:97NekCpWCeo,basketball,tracked,1920x1080,131.315,1,
ncaaw-97NekCpWCeo_s5602,97NekCpWCeo,5602,basketball/ncaaw,basketball:97NekCpWCeo,basketball,tracked,1920x1080,132.933,1,
ncaaw-97NekCpWCeo_s6980,97NekCpWCeo,6980,basketball/ncaaw,basketball:97NekCpWCeo,basketball,tracked,1920x1080,134.551,1,
fiba-58p-Cj2gY7I_s2710,58p-Cj2gY7I,2710,basketball/fiba,basketball:58p-Cj2gY7I,basketball,thin,1920x1080,131.540,0,status_thin
euroleague-xyoAURYLnQM_s3723,xyoAURYLnQM,3723,basketball/euroleague,basketball:xyoAURYLnQM,basketball,tracked,1920x1080,134.083,1,
fiba-58p-Cj2gY7I_s1400,58p-Cj2gY7I,1400,basketball/fiba,basketball:58p-Cj2gY7I,basketball,tracked,1920x1080,132.260,1,
euroleague-xyoAURYLnQM_s6145,xyoAURYLnQM,6145,basketball/euroleague,basketball:xyoAURYLnQM,basketball,tracked,1920x1080,134.217,1,
euroleague-xyoAURYLnQM_s4934,xyoAURYLnQM,4934,basketball/euroleague,basketball:xyoAURYLnQM,basketball,tracked,1920x1080,134.150,1,
fiba-58p-Cj2gY7I_s4020,58p-Cj2gY7I,4020,basketball/fiba,basketball:58p-Cj2gY7I,basketball,tracked,1920x1080,130.820,1,
fiba-58p-Cj2gY7I_s5330,58p-Cj2gY7I,5330,basketball/fiba,basketball:58p-Cj2gY7I,basketball,tracked,1920x1080,135.220,1,
fiba-58p-Cj2gY7I_s90,58p-Cj2gY7I,90,basketball/fiba,basketball:58p-Cj2gY7I,basketball,tracked,1920x1080,132.980,1,
ncaaw-97NekCpWCeo_s90,97NekCpWCeo,90,basketball/ncaaw,basketball:97NekCpWCeo,basketball,tracked,1920x1080,131.932,1,
ncaaw-PKm-w1NE8J0_s1235,PKm-w1NE8J0,1235,basketball/ncaaw,basketball:PKm-w1NE8J0,basketball,tracked,1920x1080,134.835,1,
ncaaw-PKm-w1NE8J0_s5815,PKm-w1NE8J0,5815,basketball/ncaaw,basketball:PKm-w1NE8J0,basketball,tracked,1920x1080,130.430,1,
ncaaw-PKm-w1NE8J0_s2380,PKm-w1NE8J0,2380,basketball/ncaaw,basketball:PKm-w1NE8J0,basketball,tracked,1920x1080,133.667,1,
ncaaw-PKm-w1NE8J0_s90,PKm-w1NE8J0,90,basketball/ncaaw,basketball:PKm-w1NE8J0,basketball,tracked,1920x1080,135.969,1,
5U9k1U6nN-g_s2324,5U9k1U6nN-g,2324,nba,nba:5U9k1U6nN-g,nba,tracked,1920x1080,133.500,1,
5U9k1U6nN-g_s1207,5U9k1U6nN-g,1207,nba,nba:5U9k1U6nN-g,nba,tracked,1920x1080,135.002,1,
ncaaw-PKm-w1NE8J0_s4670,PKm-w1NE8J0,4670,basketball/ncaaw,basketball:PKm-w1NE8J0,basketball,tracked,1920x1080,132.332,1,
5U9k1U6nN-g_s3441,5U9k1U6nN-g,3441,nba,nba:5U9k1U6nN-g,nba,tracked,1920x1080,133.500,1,
nbl-MrM2DBNLWc8_s363,MrM2DBNLWc8,363,basketball/nbl,basketball:MrM2DBNLWc8,basketball,tracked,1920x1080,130.580,1,
ncaaw-PKm-w1NE8J0_s3525,PKm-w1NE8J0,3525,basketball/ncaaw,basketball:PKm-w1NE8J0,basketball,tracked,1920x1080,134.534,1,
nbl-MrM2DBNLWc8_s636,MrM2DBNLWc8,636,basketball/nbl,basketball:MrM2DBNLWc8,basketball,tracked,1920x1080,134.100,1,
nbl-MrM2DBNLWc8_s90,MrM2DBNLWc8,90,basketball/nbl,basketball:MrM2DBNLWc8,basketball,tracked,1920x1080,132.500,1,
ncaaw-nXkcjFoZrIg_s2298,nXkcjFoZrIg,2298,basketball/ncaaw,basketball:nXkcjFoZrIg,basketball,tracked,1920x1080,130.764,1,
ncaaw-nXkcjFoZrIg_s3402,nXkcjFoZrIg,3402,basketball/ncaaw,basketball:nXkcjFoZrIg,basketball,tracked,1920x1080,133.667,1,
ncaaw-nXkcjFoZrIg_s1194,nXkcjFoZrIg,1194,basketball/ncaaw,basketball:nXkcjFoZrIg,basketball,tracked,1920x1080,132.866,1,
bt3NwN7k8bY_s1701,bt3NwN7k8bY,1701,nba,nba:bt3NwN7k8bY,nba,thin,1920x1080,131.531,0,status_thin
5U9k1U6nN-g_s4558,5U9k1U6nN-g,4558,nba,nba:5U9k1U6nN-g,nba,tracked,1920x1080,133.433,1,
bt3NwN7k8bY_s3312,bt3NwN7k8bY,3312,nba,nba:bt3NwN7k8bY,nba,thin,1920x1080,134.985,0,status_thin
