arm,duration,gate,n,reached_n,evaluated_n,rejected_n,rejection_share,rejection_permille,wilson_lo_permille,wilson_hi_permille
A4_MIRROR,10s,duplicate_frame_identity,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,g325_wholly_off_frame,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,insufficient_data,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,jump_max,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,jump_p95,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,liveness_frozen,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,median_step_distance,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,median_track_len,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,oob,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,stationary_track_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,zero_step_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,any_gate,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,ball_detected_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,ball_valid_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,coordinate_contract,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,coverage_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,distinct_position_ratio,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,duplicate_frame_identity,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,g325_wholly_off_frame,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,insufficient_data,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,jump_max,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,jump_p95,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,liveness_frozen,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,median_step_distance,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,median_track_len,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,oob,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,stationary_track_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,2s,zero_step_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,any_gate,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,ball_detected_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,ball_valid_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,coordinate_contract,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,coverage_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,distinct_position_ratio,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,duplicate_frame_identity,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,g325_wholly_off_frame,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,insufficient_data,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,jump_max,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,jump_p95,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,liveness_frozen,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,median_step_distance,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,median_track_len,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,oob,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,stationary_track_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,30s,zero_step_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,any_gate,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,ball_detected_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,ball_valid_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,coordinate_contract,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,coverage_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,distinct_position_ratio,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,duplicate_frame_identity,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,g325_wholly_off_frame,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,insufficient_data,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,jump_max,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,jump_p95,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,liveness_frozen,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,median_step_distance,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,median_track_len,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,oob,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,stationary_track_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,FULL,zero_step_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,10s,any_gate,000034,000034,000034,000007,0.205882,0206,0103,0368
A5_BALL_SHIFT,10s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,10s,ball_detected_share,000034,000034,000034,000001,0.029412,0029,0005,0149
A5_BALL_SHIFT,10s,ball_valid_attempted_frames,000034,000034,000034,000001,0.029412,0029,0005,0149
A5_BALL_SHIFT,10s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,10s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,10s,distinct_position_ratio,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,10s,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,10s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,10s,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,10s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,10s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,10s,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,10s,median_step_distance,000034,000034,000034,000002,0.058824,0059,0016,0191
A5_BALL_SHIFT,10s,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,10s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,10s,stationary_track_share,000034,000034,000034,000005,0.147059,0147,0064,0301
A5_BALL_SHIFT,10s,zero_step_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,2s,any_gate,000034,000034,000034,000032,0.941176,0941,0809,0984
A5_BALL_SHIFT,2s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,2s,ball_detected_share,000034,000034,000034,000022,0.647059,0647,0479,0785
A5_BALL_SHIFT,2s,ball_valid_attempted_frames,000034,000034,000034,000022,0.647059,0647,0479,0785
A5_BALL_SHIFT,2s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,2s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,2s,distinct_position_ratio,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,2s,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,2s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,2s,insufficient_data,000034,000034,000034,000026,0.764706,0765,0600,0876
A5_BALL_SHIFT,2s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,2s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,2s,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,2s,median_step_distance,000034,000034,000034,000013,0.382353,0382,0239,0550
A5_BALL_SHIFT,2s,median_track_len,000034,000034,000034,000003,0.088235,0088,0030,0230
A5_BALL_SHIFT,2s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,2s,stationary_track_share,000034,000034,000034,000012,0.352941,0353,0215,0521
A5_BALL_SHIFT,2s,zero_step_share,000034,000034,000034,000001,0.029412,0029,0005,0149
A5_BALL_SHIFT,30s,any_gate,000034,000034,000034,000009,0.264706,0265,0146,0431
A5_BALL_SHIFT,30s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,30s,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,30s,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,30s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,30s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,30s,distinct_position_ratio,000034,000034,000034,000005,0.147059,0147,0064,0301
A5_BALL_SHIFT,30s,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,30s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,30s,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,30s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,30s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,30s,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,30s,median_step_distance,000034,000034,000034,000002,0.058824,0059,0016,0191
A5_BALL_SHIFT,30s,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,30s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,30s,stationary_track_share,000034,000034,000034,000004,0.117647,0118,0047,0266
A5_BALL_SHIFT,30s,zero_step_share,000034,000034,000034,000004,0.117647,0118,0047,0266
A5_BALL_SHIFT,FULL,any_gate,000034,000034,000034,000013,0.382353,0382,0239,0550
A5_BALL_SHIFT,FULL,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,FULL,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,FULL,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,FULL,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,FULL,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,FULL,distinct_position_ratio,000034,000034,000034,000009,0.264706,0265,0146,0431
A5_BALL_SHIFT,FULL,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,FULL,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,FULL,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,FULL,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,FULL,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,FULL,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,FULL,median_step_distance,000034,000034,000034,000002,0.058824,0059,0016,0191
A5_BALL_SHIFT,FULL,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A5_BALL_SHIFT,FULL,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A5_BALL_SHIFT,FULL,stationary_track_share,000034,000034,000034,000003,0.088235,0088,0030,0230
A5_BALL_SHIFT,FULL,zero_step_share,000034,000034,000034,000010,0.294118,0294,0168,0462
