frame,attacking_team,defending_team,pressure
4110,white,green,0.2077
4113,white,green,0.2027
4116,white,green,0.2027
4119,white,green,0.2027
4122,white,green,0.1993
4125,white,green,0.1993
4128,white,green,0.2013
4131,white,green,0.203
4134,white,green,0.225
4137,white,green,0.225
4140,white,green,0.203
4143,white,green,0.201
4146,white,green,0.199
4149,white,green,0.1973
4152,white,green,0.1993
4155,white,green,0.1993
4158,white,green,0.1991
4161,white,green,0.2005
4164,white,green,0.2005
4167,white,green,0.2005
4170,white,green,0.2005
4173,white,green,0.2005
4176,green,white,0.2225
4179,green,white,0.245
4182,green,white,0.265
4185,green,white,0.285
4188,green,white,0.303
4191,green,white,0.3214
4194,green,white,0.3194
4197,green,white,0.3194
4200,green,white,0.3394
4203,white,green,0.3594
4206,white,green,0.3794
4209,white,green,0.4008
4212,white,green,0.4213
4215,white,green,0.4438
4218,white,green,0.4624
4221,green,white,0.4809
4224,white,green,0.5009
4227,white,green,0.5209
4230,white,green,0.5409
4233,green,white,0.5629
4236,green,white,0.5652
4239,green,white,0.5647
4242,green,white,0.5647
4245,green,white,0.5647
4248,green,white,0.5647
4251,green,white,0.5647
4254,green,white,0.5647
4257,green,white,0.5681
4260,green,white,0.5714
4263,green,white,0.5734
4266,green,white,0.5734
4269,green,white,0.574
4272,green,white,0.5727
4275,green,white,0.5715
4278,green,white,0.5731
4281,green,white,0.5744
4284,white,green,0.5758
4287,green,white,0.5758
4290,white,green,0.5775
4293,green,white,0.5775
4296,white,green,0.5732
4299,white,green,0.5712
4302,green,white,0.5712
4305,white,green,0.5712
4308,green,white,0.5732
4311,green,white,0.5752
4314,green,white,0.5785
4317,green,white,0.578
4320,green,white,0.5797
4323,green,white,0.5814
4326,green,white,0.5848
4329,green,white,0.5858
4332,green,white,0.5883
4335,green,white,0.5895
4338,green,white,0.5916
4341,green,white,0.5932
4344,green,white,0.593
4347,green,white,0.5959
4350,green,white,0.5971
4353,green,white,0.5963
4356,green,white,0.5963
4359,green,white,0.5963
4362,green,white,0.5963
4365,green,white,0.5963
4368,green,white,0.5943
4371,green,white,0.5923
4374,green,white,0.589
4377,green,white,0.5862
4380,green,white,0.5845
4383,green,white,0.5824
4386,green,white,0.5807
4389,green,white,0.5794
4392,green,white,0.5776
4395,green,white,0.5768
4398,green,white,0.5742
4401,green,white,0.5713
4404,green,white,0.5713
4407,green,white,0.5684
4410,green,white,0.5656
4413,green,white,0.5654
4416,green,white,0.5667
4419,green,white,0.5689
4422,green,white,0.5702
4425,green,white,0.5702
4428,green,white,0.5702
4431,green,white,0.5702
4434,green,white,0.5701
4437,green,white,0.5701
4440,green,white,0.5668
4443,white,green,0.5651
4446,white,green,0.5434
4449,white,green,0.5229
4452,white,green,0.5025
4455,white,green,0.4809
4458,white,green,0.4598
4461,white,green,0.4412
4464,white,green,0.4214
4467,white,green,0.403
4470,green,white,0.403
4473,green,white,0.3819
4476,green,white,0.3607
4479,green,white,0.3385
4482,green,white,0.3172
4485,green,white,0.2989
4488,white,green,0.2989
4491,white,green,0.2989
4494,white,green,0.2789
4497,white,green,0.2589
4500,green,white,0.2589
4503,green,white,0.2389
4506,green,white,0.2389
4509,green,white,0.2378
4512,green,white,0.2362
4515,green,white,0.2403
4518,green,white,0.2403
4521,white,green,0.2631
4524,green,white,0.2692
4527,green,white,0.2675
4530,green,white,0.2492
4533,white,green,0.2692
4536,white,green,0.2908
4539,green,white,0.3121
4542,green,white,0.3141
4545,green,white,0.3144
4548,green,white,0.2944
4551,white,green,0.2985
4554,white,green,0.3243
4557,white,green,0.3243
4560,white,green,0.3043
4563,white,green,0.3043
4566,white,green,0.3243
4569,white,green,0.3443
4572,white,green,0.3443
4575,white,green,0.3422
4578,white,green,0.3422
4581,white,green,0.318
4584,white,green,0.3305
4587,white,green,0.3338
4590,white,green,0.3321
4593,white,green,0.3121
4596,white,green,0.2925
4599,white,green,0.2729
4602,white,green,0.2722
4605,white,green,0.2702
4608,white,green,0.2702
4611,white,green,0.2677
4614,green,white,0.2619
4617,green,white,0.2819
4620,white,green,0.3019
4623,white,green,0.3219
4626,white,green,0.3219
4629,white,green,0.3219
4632,white,green,0.3419
4635,white,green,0.3599
4638,white,green,0.3799
4641,white,green,0.4013
4644,white,green,0.4025
4647,white,green,0.4201
4650,white,green,0.4401
4653,white,green,0.4614
4656,white,green,0.4805
4659,white,green,0.48
4662,white,green,0.4988
4665,white,green,0.521
4668,white,green,0.5422
4671,green,white,0.5434
4674,green,white,0.5434
4677,green,white,0.5434
4680,white,green,0.5434
4683,white,green,0.5434
4686,white,green,0.5459
4689,green,white,0.5459
4692,green,white,0.5459
4695,white,green,0.5474
4698,white,green,0.5474
4701,white,green,0.5459
4704,white,green,0.5448
4707,green,white,0.5438
4710,green,white,0.5458
4713,green,white,0.5471
4716,green,white,0.546
4719,green,white,0.5647
4722,green,white,0.5648
4725,green,white,0.5659
4728,green,white,0.5646
4731,white,green,0.5618
4734,green,white,0.5618
4737,green,white,0.5618
4740,green,white,0.5618
4743,white,green,0.5618
4746,green,white,0.5603
4749,green,white,0.5603
4752,green,white,0.5413
4755,white,green,0.5398
4758,white,green,0.5398
4761,white,green,0.5398
4764,white,green,0.5398
4767,white,green,0.5398
4770,white,green,0.5395
4773,white,green,0.5384
4776,white,green,0.5199
4779,white,green,0.5015
4782,white,green,0.4815
4785,white,green,0.4599
4788,white,green,0.4599
4791,white,green,0.4599
4794,white,green,0.4619
4797,white,green,0.4639
4800,white,green,0.4639
4803,white,green,0.4639
4806,white,green,0.4629
4809,white,green,0.4629
4812,white,green,0.4844
4815,green,white,0.4844
4818,green,white,0.4844
4821,green,white,0.486
4824,green,white,0.4935
4827,green,white,0.4777
4830,green,white,0.4819
4833,green,white,0.4646
4836,green,white,0.4873
4839,white,green,0.5073
4842,white,green,0.5273
4845,white,green,0.5457
4848,green,white,0.5512
4851,green,white,0.5554
4854,green,white,0.5588
4857,green,white,0.5609
4860,green,white,0.565
4863,green,white,0.569
4866,green,white,0.5648
4869,green,white,0.5594
4872,green,white,0.55
4875,green,white,0.5433
4878,green,white,0.5366
4881,green,white,0.5416
4884,green,white,0.5341
4887,green,white,0.5499
4890,green,white,0.5474
4893,green,white,0.5674
4896,green,white,0.5674
4899,green,white,0.5739
4902,green,white,0.5801
4905,green,white,0.5867
4908,green,white,0.5873
4911,green,white,0.589
4914,green,white,0.5891
4917,green,white,0.5862
4920,green,white,0.5831
4923,green,white,0.579
4926,green,white,0.5884
4929,white,green,0.5819
4932,white,green,0.5897
4935,white,green,0.5964
4938,white,green,0.6048
4941,white,green,0.5981
4944,white,green,0.5998
4947,white,green,0.6018
4950,white,green,0.5999
4953,white,green,0.5957
4956,white,green,0.5932
4959,white,green,0.5708
4962,white,green,0.5499
4965,white,green,0.5433
4968,green,white,0.538
4971,green,white,0.5334
4974,green,white,0.5289
4977,green,white,0.5141
4980,white,green,0.5165
4983,green,white,0.5207
4986,green,white,0.5197
4989,green,white,0.5358
4992,green,white,0.5262
4995,white,green,0.5263
4998,green,white,0.5246
5001,green,white,0.5246
5004,green,white,0.523
5007,green,white,0.5276
5010,green,white,0.532
5013,green,white,0.5395
5016,green,white,0.5378
5019,green,white,0.5531
5022,green,white,0.563
5025,green,white,0.5578
5028,green,white,0.5414
5031,green,white,0.5444
5034,green,white,0.5474
5037,green,white,0.5652
5040,green,white,0.566
5043,white,green,0.5619
5046,green,white,0.566
5049,green,white,0.566
5052,white,green,0.5744
5055,green,white,0.5744
5058,green,white,0.5743
5061,green,white,0.5785
5064,green,white,0.5827
5067,green,white,0.5814
5070,green,white,0.5797
5073,green,white,0.5764
5076,green,white,0.5806
5079,green,white,0.5838
5082,green,white,0.5927
5085,green,white,0.5979
5088,green,white,0.6134
5091,green,white,0.6092
5094,green,white,0.605
5097,green,white,0.6009
5100,green,white,0.598
5103,green,white,0.598
5106,green,white,0.5897
5109,green,white,0.5855
5112,green,white,0.5856
5115,green,white,0.5857
5118,green,white,0.5857
5121,green,white,0.5825
5124,green,white,0.5784
5127,white,green,0.5785
5130,white,green,0.5786
5133,white,green,0.5586
5136,white,green,0.5586
5139,white,green,0.5386
5142,green,white,0.5344
5145,green,white,0.5344
5148,green,white,0.5144
5151,green,white,0.4944
5154,green,white,0.4744
5157,green,white,0.4744
5160,green,white,0.4532
5163,green,white,0.4332
5166,green,white,0.4173
5169,white,green,0.4173
5172,white,green,0.4074
5175,white,green,0.4107
5178,white,green,0.4124
5181,white,green,0.4039
5184,white,green,0.4054
5187,white,green,0.3998
5190,white,green,0.3956
5193,white,green,0.4115
5196,white,green,0.4073
5199,white,green,0.4231
5202,white,green,0.4231
5205,white,green,0.4232
5208,white,green,0.4446
5211,white,green,0.4646
5214,white,green,0.4846
5217,white,green,0.4846
5220,white,green,0.5046
5223,white,green,0.5246
5226,white,green,0.5422
5229,green,white,0.5422
5232,green,white,0.5521
5235,green,white,0.5543
5238,green,white,0.5327
5241,green,white,0.5243
5244,green,white,0.5228
5247,green,white,0.527
5250,white,green,0.527
5253,white,green,0.5287
5256,white,green,0.5303
5259,white,green,0.5303
5262,white,green,0.5314
5265,white,green,0.5314
5268,white,green,0.53
5271,white,green,0.51
5274,white,green,0.51
5277,white,green,0.51
5280,white,green,0.51
5283,white,green,0.51
5286,white,green,0.5104
5289,white,green,0.5137
5292,white,green,0.5165
5295,white,green,0.5003
5298,white,green,0.5127
5301,green,white,0.516
5304,green,white,0.5126
5307,white,green,0.51
5310,white,green,0.512
5313,white,green,0.5087
5316,green,white,0.4935
5319,white,green,0.4894
5322,white,green,0.4828
5325,white,green,0.4764
5328,white,green,0.4805
5331,white,green,0.5067
5334,white,green,0.4867
5337,white,green,0.4887
5340,white,green,0.4916
5343,white,green,0.4949
5346,white,green,0.4962
5349,white,green,0.4929
5352,white,green,0.4901
5355,white,green,0.5007
5358,white,green,0.5082
5361,green,white,0.5208
5364,green,white,0.5043
5367,green,white,0.4846
5370,green,white,0.4643
5373,green,white,0.4485
5376,green,white,0.4637
5379,green,white,0.4698
5382,green,white,0.4752
5385,green,white,0.4817
5388,green,white,0.4775
5391,green,white,0.4714
5394,green,white,0.493
5397,green,white,0.4932
5400,green,white,0.4929
5403,green,white,0.4918
5406,white,green,0.4899
5409,white,green,0.4949
5412,green,white,0.4959
5415,green,white,0.4959
5418,green,white,0.4959
5421,green,white,0.4959
5424,green,white,0.5159
5427,green,white,0.5339
5430,green,white,0.5322
5433,green,white,0.5297
5436,green,white,0.528
5439,green,white,0.526
5442,green,white,0.526
5445,green,white,0.526
5448,green,white,0.526
5451,white,green,0.5277
5454,white,green,0.5289
5457,white,green,0.5267
5460,green,white,0.5267
5463,white,green,0.5273
5466,green,white,0.5284
5469,white,green,0.5248
5472,white,green,0.5252
5475,white,green,0.5269
5478,white,green,0.5269
5481,white,green,0.5269
5484,green,white,0.5269
5487,green,white,0.5269
5490,green,white,0.5269
5493,white,green,0.5469
5496,white,green,0.5469
5499,white,green,0.5469
5502,white,green,0.5469
5505,green,white,0.5481
5508,green,white,0.5498
5511,white,green,0.5481
5514,white,green,0.5453
5517,green,white,0.5473
5520,green,white,0.5448
5523,green,white,0.5219
5526,green,white,0.4994
5529,green,white,0.478
5532,green,white,0.458
5535,green,white,0.4403
5538,green,white,0.4237
5541,green,white,0.4053
5544,green,white,0.3893
5547,green,white,0.3718
5550,green,white,0.3718
5553,white,green,0.3718
5556,white,green,0.3718
5559,white,green,0.3718
5562,white,green,0.3518
5565,white,green,0.3506
5568,white,green,0.3489
5571,white,green,0.3309
5574,white,green,0.3143
5577,white,green,0.2943
5580,white,green,0.2757
5583,white,green,0.2771
5586,white,green,0.2784
5589,white,green,0.2784
5592,white,green,0.2786
5595,white,green,0.2746
5598,white,green,0.2713
5601,white,green,0.2725
5604,white,green,0.2885
5607,white,green,0.306
5610,white,green,0.306
5613,white,green,0.286
5616,green,white,0.286
5619,green,white,0.286
5622,green,white,0.3076
5625,green,white,0.3093
5628,green,white,0.291
5631,green,white,0.289
5634,green,white,0.3056
5637,green,white,0.3236
5640,green,white,0.3222
5643,green,white,0.3224
5646,green,white,0.3224
5649,green,white,0.3224
5652,green,white,0.3208
5655,green,white,0.3208
5658,green,white,0.3224
5661,green,white,0.3212
5664,green,white,0.3032
5667,green,white,0.2849
5670,green,white,0.3049
5673,green,white,0.3249
5676,green,white,0.306
5679,green,white,0.2871
5682,white,green,0.2936
5685,white,green,0.2994
5688,white,green,0.3244
5691,white,green,0.3565
5694,green,white,0.359
5697,green,white,0.3615
5700,green,white,0.3815
5703,white,green,0.3998
5706,white,green,0.4186
5709,green,white,0.44
5712,green,white,0.462
5715,green,white,0.482
5718,green,white,0.5004
5721,green,white,0.5187
5724,green,white,0.5392
5727,green,white,0.56
5730,green,white,0.562
5733,green,white,0.564
5736,green,white,0.5829
5739,green,white,0.6038
5742,green,white,0.5971
5745,green,white,0.5909
5748,green,white,0.5854
5751,green,white,0.5748
5754,green,white,0.5551
5757,green,white,0.5326
5760,green,white,0.5126
5763,green,white,0.4926
5766,green,white,0.4741
5769,green,white,0.4726
5772,green,white,0.4706
5775,green,white,0.4726
5778,green,white,0.4726
5781,green,white,0.4726
5784,green,white,0.4701
5787,green,white,0.4676
5790,green,white,0.4473
5793,green,white,0.4453
5796,green,white,0.447
5799,green,white,0.4483
5802,green,white,0.428
5805,green,white,0.4267
5808,green,white,0.4266
5811,green,white,0.4252
5814,green,white,0.4433
5817,white,green,0.4633
5820,white,green,0.4855
5823,white,green,0.5075
5826,white,green,0.5091
5829,white,green,0.4902
5832,white,green,0.4712
5835,green,white,0.4692
5838,green,white,0.4709
5841,green,white,0.4529
5844,green,white,0.4329
5847,green,white,0.4129
5850,green,white,0.4112
5853,green,white,0.3934
5856,green,white,0.3718
5859,green,white,0.3499
5862,green,white,0.3488
5865,green,white,0.3288
5868,green,white,0.3076
5871,green,white,0.2876
5874,green,white,0.2679
5877,green,white,0.2491
5880,green,white,0.2282
5883,green,white,0.2074
5886,green,white,0.2044
5889,green,white,0.2043
5892,green,white,0.2047
5895,green,white,0.1862
5898,green,white,0.1658
5901,green,white,0.165
5904,green,white,0.1661
5907,green,white,0.1671
5910,green,white,0.1681
5913,green,white,0.167
5916,green,white,0.188
5919,green,white,0.2066
5922,green,white,0.2266
5925,green,white,0.2466
5928,green,white,0.2666
5931,green,white,0.2866
5934,white,green,0.3053
5937,white,green,0.3255
5940,white,green,0.3443
5943,white,green,0.363
5946,white,green,0.3843
5949,green,white,0.4033
5952,green,white,0.4218
5955,green,white,0.4404
5958,green,white,0.4592
5961,green,white,0.4779
5964,green,white,0.4982
5967,white,green,0.5189
5970,white,green,0.5396
5973,white,green,0.5597
5976,white,green,0.5601
5979,white,green,0.5612
5982,white,green,0.5665
5985,white,green,0.5676
5988,white,green,0.5688
5991,white,green,0.5742
5994,white,green,0.58
5997,white,green,0.5723
6000,white,green,0.5662
6003,white,green,0.5524
6006,white,green,0.5367
6009,white,green,0.5438
6012,white,green,0.5502
6015,white,green,0.5558
6018,white,green,0.558
6021,white,green,0.5607
6024,white,green,0.5519
6027,white,green,0.5512
6030,white,green,0.5397
6033,white,green,0.5386
6036,white,green,0.5241
6039,white,green,0.5092
6042,white,green,0.5081
6045,white,green,0.5112
6048,white,green,0.5141
6051,white,green,0.5087
6054,white,green,0.5039
6057,white,green,0.5135
6060,white,green,0.5208
6063,white,green,0.5396
6066,white,green,0.5578
6069,white,green,0.5522
6072,white,green,0.5487
6075,white,green,0.5459
6078,white,green,0.5481
6081,white,green,0.5479
6084,white,green,0.5564
6087,white,green,0.5566
6090,white,green,0.5478
6093,white,green,0.5277
6096,white,green,0.5223
6099,white,green,0.5195
6102,white,green,0.4953
6105,white,green,0.4712
6108,white,green,0.467
6111,white,green,0.467
6114,white,green,0.466
6117,white,green,0.4627
6120,white,green,0.4614
6123,white,green,0.4564
6126,white,green,0.4527
6129,white,green,0.4513
6132,white,green,0.4484
6135,white,green,0.4456
6138,white,green,0.4411
6141,white,green,0.4386
6144,white,green,0.4375
6147,white,green,0.4363
6150,white,green,0.4549
6153,white,green,0.4549
6156,white,green,0.4533
6159,white,green,0.4499
6162,white,green,0.4499
6165,white,green,0.4499
6168,white,green,0.4299
6171,white,green,0.4098
6174,white,green,0.3898
6177,white,green,0.3909
6180,white,green,0.3909
6183,white,green,0.3708
6186,white,green,0.3608
6189,white,green,0.3408
6192,white,green,0.3208
6195,white,green,0.3008
6198,white,green,0.2807
6201,white,green,0.2606
6204,white,green,0.2406
6207,white,green,0.2205
6210,white,green,0.2005
6213,white,green,0.2004
6216,white,green,0.2004
6219,white,green,0.2003
6222,white,green,0.2003
6225,white,green,0.2002
6228,white,green,0.2002
6231,white,green,0.2003
6234,white,green,0.2003
6237,white,green,0.1791
6240,white,green,0.1591
6243,white,green,0.1592
6246,white,green,0.1492
6249,white,green,0.1493
6252,white,green,0.1493
6255,white,green,0.1493
6258,white,green,0.1493
6261,white,green,0.1494
6264,white,green,0.1495
6267,white,green,0.1495
6270,white,green,0.1496
6273,white,green,0.1497
6276,white,green,0.1497
6279,white,green,0.1514
6282,white,green,0.1515
6285,white,green,0.1532
6288,white,green,0.1532
6291,white,green,0.1532
6294,white,green,0.1533
6297,white,green,0.1533
6300,white,green,0.155
6303,white,green,0.175
6306,white,green,0.1764
6309,white,green,0.1778
6312,white,green,0.1778
6315,white,green,0.1778
6318,white,green,0.1778
6321,white,green,0.1778
6324,white,green,0.1778
6327,white,green,0.1778
6330,white,green,0.1989
6333,white,green,0.22
6336,white,green,0.243
6339,white,green,0.2426
6342,white,green,0.2451
6345,white,green,0.2477
6348,white,green,0.272
6351,white,green,0.294
6354,white,green,0.316
6357,white,green,0.3393
6360,white,green,0.3591
6363,white,green,0.3616
6366,white,green,0.3827
6369,white,green,0.4025
6372,white,green,0.4253
6375,white,green,0.4468
6378,white,green,0.4468
6381,white,green,0.4468
6384,white,green,0.4482
6387,white,green,0.4507
6390,white,green,0.4309
6393,green,white,0.4298
6396,green,white,0.4268
6399,green,white,0.4455
6402,green,white,0.463
6405,green,white,0.4787
6408,green,white,0.4759
6411,green,white,0.4739
6414,green,white,0.4719
6417,green,white,0.4538
6420,green,white,0.4324
6423,green,white,0.4099
6426,green,white,0.3874
6429,green,white,0.3661
6432,green,white,0.3433
6435,green,white,0.3219
6438,green,white,0.3219
6441,green,white,0.3419
6444,green,white,0.3604
6447,green,white,0.3779
6450,green,white,0.3967
6453,green,white,0.3967
6456,green,white,0.3967
6459,green,white,0.3767
6462,green,white,0.3567
6465,green,white,0.3367
6468,green,white,0.3152
6471,green,white,0.3172
6474,green,white,0.3172
6477,green,white,0.3334
6480,green,white,0.3534
6483,green,white,0.3734
6486,green,white,0.3934
6489,green,white,0.4134
6492,green,white,0.4351
6495,green,white,0.4565
6498,green,white,0.4785
6501,green,white,0.4805
6504,green,white,0.482
6507,green,white,0.4845
6510,green,white,0.4845
6513,green,white,0.4685
6516,green,white,0.4701
6519,green,white,0.4917
6522,green,white,0.5134
6525,green,white,0.5334
6528,green,white,0.5533
6531,green,white,0.553
6534,green,white,0.5529
6537,green,white,0.5515
6540,green,white,0.5348
6543,green,white,0.5369
6546,green,white,0.5236
6549,green,white,0.5253
6552,green,white,0.5056
6555,green,white,0.5056
6558,green,white,0.5065
6561,green,white,0.5087
6564,green,white,0.5106
6567,green,white,0.5121
6570,green,white,0.5136
6573,green,white,0.5296
6576,green,white,0.5299
6579,green,white,0.5303
6582,green,white,0.5103
6585,green,white,0.4923
6588,green,white,0.4723
6591,green,white,0.4507
6594,green,white,0.4307
6597,green,white,0.4141
6600,green,white,0.4141
6603,green,white,0.3996
6606,green,white,0.3928
6609,green,white,0.3786
6612,green,white,0.3808
6615,green,white,0.3635
6618,green,white,0.3469
6621,green,white,0.3242
6624,green,white,0.3049
6627,green,white,0.2842
6630,green,white,0.2689
6633,green,white,0.2531
6636,green,white,0.2367
6639,green,white,0.2203
6642,green,white,0.2206
6645,green,white,0.2248
6648,green,white,0.2309
6651,green,white,0.2371
6654,white,green,0.2498
6657,white,green,0.2517
6660,white,green,0.2694
6663,white,green,0.283
6666,white,green,0.3088
6669,green,white,0.3235
6672,green,white,0.3275
6675,green,white,0.3253
6678,green,white,0.3191
6681,green,white,0.3175
6684,green,white,0.3134
6687,green,white,0.31
6690,green,white,0.308
6693,green,white,0.3038
6696,green,white,0.2982
6699,green,white,0.2926
6702,green,white,0.2947
6705,green,white,0.29
6708,green,white,0.2863
6711,green,white,0.2843
6714,green,white,0.2717
6717,green,white,0.2678
6720,green,white,0.2468
6723,green,white,0.2257
6726,green,white,0.2021
6729,green,white,0.1799
6732,green,white,0.1717
6735,green,white,0.1714
6738,green,white,0.1714
6741,green,white,0.1714
6744,green,white,0.1715
6747,green,white,0.1757
6750,green,white,0.1757
6753,green,white,0.1768
6756,green,white,0.1769
6759,green,white,0.1835
6762,green,white,0.1806
6765,green,white,0.1792
6768,green,white,0.1808
6771,green,white,0.1992
6774,green,white,0.222
6777,green,white,0.242
6780,white,green,0.2632
6783,white,green,0.2873
6786,white,green,0.2905
6789,white,green,0.2958
6792,white,green,0.3025
6795,white,green,0.306
6798,white,green,0.316
6801,green,white,0.3286
6804,green,white,0.3542
6807,green,white,0.3577
6810,green,white,0.3736
6813,green,white,0.3941
6816,green,white,0.417
6819,green,white,0.4332
6822,green,white,0.4534
6825,green,white,0.4763
6828,green,white,0.4921
6831,green,white,0.4925
6834,green,white,0.493
6837,green,white,0.4949
6840,green,white,0.4987
6843,green,white,0.4946
6846,green,white,0.5108
6849,green,white,0.527
6852,green,white,0.5414
6855,green,white,0.5573
6858,green,white,0.5718
6861,green,white,0.5791
6864,white,green,0.5769
6867,white,green,0.5909
6870,white,green,0.5952
6873,white,green,0.5956
6876,white,green,0.5947
6879,white,green,0.5919
6882,white,green,0.5904
6885,white,green,0.5896
6888,white,green,0.5912
6891,white,green,0.5884
6894,white,green,0.587
6897,white,green,0.5854
6900,white,green,0.58
6903,white,green,0.5802
6906,white,green,0.5689
6909,white,green,0.5671
6912,white,green,0.546
6915,white,green,0.5261
6918,white,green,0.5125
6921,white,green,0.5129
6924,white,green,0.513
6927,white,green,0.5064
6930,white,green,0.4933
6933,white,green,0.4825
6936,white,green,0.4724
6939,white,green,0.4679
6942,white,green,0.4737
6945,white,green,0.4812
6948,white,green,0.467
6951,white,green,0.4682
6954,white,green,0.4676
6957,white,green,0.4712
6960,white,green,0.4623
6963,white,green,0.4675
6966,white,green,0.4812
6969,white,green,0.471
6972,white,green,0.4927
6975,white,green,0.502
6978,white,green,0.5123
6981,white,green,0.5118
6984,white,green,0.5083
6987,white,green,0.4986
6990,white,green,0.5093
6993,white,green,0.4999
6996,white,green,0.5088
6999,white,green,0.5011
7002,white,green,0.4839
7005,white,green,0.4766
7008,white,green,0.489
7011,white,green,0.489
7014,white,green,0.4888
7017,white,green,0.4702
7020,white,green,0.4851
7023,white,green,0.4846
7026,white,green,0.4861
7029,white,green,0.4967
7032,white,green,0.4964
7035,green,white,0.5058
7038,green,white,0.5047
7041,green,white,0.4888
7044,green,white,0.4705
7047,green,white,0.4677
7050,green,white,0.4457
7053,green,white,0.4479
7056,green,white,0.4271
7059,green,white,0.4194
7062,green,white,0.4131
7065,green,white,0.391
7068,green,white,0.3711
7071,green,white,0.3525
7074,green,white,0.3333
7077,green,white,0.3486
7080,green,white,0.3445
7083,green,white,0.3211
7086,green,white,0.2975
7089,green,white,0.2795
7092,green,white,0.2603
7095,green,white,0.2423
7098,white,green,0.2423
7101,white,green,0.2583
7104,white,green,0.2766
7107,white,green,0.2941
7110,white,green,0.2941
7113,white,green,0.2901
7116,white,green,0.2901
7119,white,green,0.2901
7122,white,green,0.2876
7125,white,green,0.2876
7128,white,green,0.2876
7131,white,green,0.2851
7134,white,green,0.2831
7137,white,green,0.2611
7140,white,green,0.2397
7143,white,green,0.238
7146,white,green,0.236
7149,white,green,0.234
7152,white,green,0.232
7155,white,green,0.23
7158,white,green,0.21
7161,white,green,0.19
7164,white,green,0.17
7167,white,green,0.15
7170,white,green,0.15
7173,white,green,0.15
7176,white,green,0.15
7179,white,green,0.15
7182,white,green,0.15
7185,white,green,0.15
7188,white,green,0.15
7191,white,green,0.15
7194,white,green,0.15
7197,white,green,0.15
7200,white,green,0.15
7203,white,green,0.15
7206,white,green,0.15
7209,white,green,0.15
7212,white,green,0.15
7215,white,green,0.15
7218,white,green,0.15
7221,white,green,0.15
7224,white,green,0.15
7227,white,green,0.15
7230,white,green,0.15
7233,white,green,0.15
7236,white,green,0.15
7239,white,green,0.15
7242,white,green,0.15
7245,white,green,0.15
7248,white,green,0.15
7251,white,green,0.15
7254,white,green,0.15
7257,white,green,0.15
7260,white,green,0.15
7263,white,green,0.15
7266,white,green,0.15
7269,white,green,0.15
7272,white,green,0.15
7275,white,green,0.15
7278,white,green,0.15
7281,white,green,0.15
7284,white,green,0.15
7287,white,green,0.15
7290,white,green,0.15
7293,white,green,0.15
7296,white,green,0.17
7299,green,white,0.1911
7302,white,green,0.2124
7305,white,green,0.2335
7308,green,white,0.2549
7311,white,green,0.2762
7314,white,green,0.2976
7317,white,green,0.3216
7320,green,white,0.3438
7323,green,white,0.365
7326,green,white,0.3679
7329,white,green,0.3912
7332,white,green,0.4112
7335,white,green,0.4329
7338,green,white,0.4549
7341,white,green,0.4763
7344,green,white,0.4963
7347,green,white,0.518
7350,green,white,0.5394
7353,green,white,0.5611
7356,green,white,0.5625
7359,green,white,0.5614
7362,green,white,0.5602
7365,green,white,0.5591
7368,green,white,0.5576
7371,green,white,0.5564
7374,green,white,0.5549
7377,white,green,0.5509
7380,white,green,0.5502
7383,white,green,0.5502
7386,white,green,0.5673
7389,white,green,0.564
7392,white,green,0.564
7395,white,green,0.5623
7398,white,green,0.5603
7401,white,green,0.5603
7404,white,green,0.5625
7407,white,green,0.5609
7410,white,green,0.5619
7413,white,green,0.5603
7416,white,green,0.5588
7419,white,green,0.5608
7422,white,green,0.5608
7425,white,green,0.5608
7428,white,green,0.5621
7431,white,green,0.5421
7434,white,green,0.5221
7437,white,green,0.5221
7440,white,green,0.5219
7443,white,green,0.5218
7446,white,green,0.5243
7449,white,green,0.5055
7452,white,green,0.4868
7455,white,green,0.468
7458,white,green,0.4509
7461,white,green,0.4305
7464,white,green,0.4096
7467,white,green,0.4108
7470,white,green,0.4083
7473,green,white,0.41
7476,green,white,0.41
7479,green,white,0.4096
7482,green,white,0.4096
7485,green,white,0.4096
7488,green,white,0.4104
7491,green,white,0.4304
7494,green,white,0.4504
7497,green,white,0.4504
7500,green,white,0.4533
7503,green,white,0.4563
7506,green,white,0.458
7509,green,white,0.4809
7512,green,white,0.4838
7515,green,white,0.4867
7518,green,white,0.4901
7521,green,white,0.4944
7524,green,white,0.4931
7527,green,white,0.4719
7530,green,white,0.4519
7533,green,white,0.4302
7536,green,white,0.4119
7539,green,white,0.3917
7542,green,white,0.3729
7545,green,white,0.3542
7548,green,white,0.3333
7551,green,white,0.3133
7554,green,white,0.2961
7557,green,white,0.2774
7560,green,white,0.2545
7563,green,white,0.2317
7566,green,white,0.209
7569,green,white,0.1865
7572,green,white,0.1823
7575,green,white,0.1782
7578,green,white,0.172
7581,green,white,0.1666
7584,green,white,0.1666
7587,green,white,0.1666
7590,green,white,0.1666
7593,green,white,0.1691
7596,green,white,0.1694
7599,green,white,0.1697
7602,green,white,0.1698
7605,green,white,0.1686
7608,green,white,0.1675
7611,green,white,0.1675
7614,green,white,0.1657
7617,green,white,0.1645
7620,green,white,0.1632
7623,green,white,0.1618
7626,green,white,0.1616
7629,green,white,0.16
7632,green,white,0.16
7635,green,white,0.16
7638,green,white,0.16
7641,green,white,0.16
7644,green,white,0.16
7647,green,white,0.16
