card_id,set,box_id,against
1080p30_18,comparator,1080p30_18_d09,producer
1080p30_18,comparator,1080p30_18_d10,producer
1080p30_18,comparator,1080p30_18_d11,producer
1080p30_18,comparator,1080p30_18_d12,producer
1080p30_18,comparator,1080p30_18_d13,producer
1080p30_18,comparator,1080p30_18_d14,producer
1080p30_18,comparator,1080p30_18_d08,blind
1080p30_18,comparator,1080p30_18_d09,blind
1080p30_18,comparator,1080p30_18_d10,blind
1080p30_18,comparator,1080p30_18_d11,blind
1080p30_18,comparator,1080p30_18_d12,blind
1080p30_18,comparator,1080p30_18_d13,blind
1080p30_18,comparator,1080p30_18_d14,blind
1080p30_18,blind,1080p30_18_m08,comparator
1080p30_19,producer,1080p30_19_r00,blind
1080p30_19,producer,1080p30_19_r01,blind
1080p30_19,producer,1080p30_19_r02,blind
1080p30_19,blind,1080p30_19_m00,producer
1080p30_19,blind,1080p30_19_m01,producer
1080p30_19,blind,1080p30_19_m02,producer
1080p30_19,blind,1080p30_19_m03,producer
1080p30_19,blind,1080p30_19_m04,producer
1080p30_19,producer,1080p30_19_r00,comparator
1080p30_19,producer,1080p30_19_r01,comparator
1080p30_19,producer,1080p30_19_r02,comparator
1080p30_19,comparator,1080p30_19_d00,producer
1080p30_19,comparator,1080p30_19_d01,producer
1080p30_19,comparator,1080p30_19_d02,producer
1080p30_19,comparator,1080p30_19_d03,producer
1080p30_19,comparator,1080p30_19_d03,blind
1080p30_19,blind,1080p30_19_m03,comparator
1080p30_19,blind,1080p30_19_m04,comparator
1080p30_20,producer,1080p30_20_r00,blind
1080p30_20,producer,1080p30_20_r01,blind
1080p30_20,blind,1080p30_20_m00,producer
1080p30_20,blind,1080p30_20_m01,producer
1080p30_20,blind,1080p30_20_m02,producer
1080p30_20,blind,1080p30_20_m03,producer
1080p30_20,blind,1080p30_20_m04,producer
1080p30_20,blind,1080p30_20_m05,producer
1080p30_20,blind,1080p30_20_m06,producer
1080p30_20,blind,1080p30_20_m07,producer
1080p30_20,blind,1080p30_20_m08,producer
1080p30_20,comparator,1080p30_20_d00,producer
1080p30_20,comparator,1080p30_20_d01,producer
1080p30_20,comparator,1080p30_20_d03,producer
1080p30_20,comparator,1080p30_20_d04,producer
1080p30_20,comparator,1080p30_20_d03,blind
1080p30_20,comparator,1080p30_20_d05,blind
1080p30_20,blind,1080p30_20_m04,comparator
1080p30_20,blind,1080p30_20_m05,comparator
1080p30_20,blind,1080p30_20_m06,comparator
1080p30_20,blind,1080p30_20_m07,comparator
1080p30_20,blind,1080p30_20_m08,comparator
1080p30_21,producer,1080p30_21_r00,blind
1080p30_21,producer,1080p30_21_r01,blind
1080p30_21,producer,1080p30_21_r02,blind
1080p30_21,producer,1080p30_21_r03,blind
1080p30_21,blind,1080p30_21_m00,producer
1080p30_21,blind,1080p30_21_m01,producer
1080p30_21,blind,1080p30_21_m02,producer
1080p30_21,blind,1080p30_21_m03,producer
1080p30_21,blind,1080p30_21_m04,producer
1080p30_21,blind,1080p30_21_m05,producer
1080p30_21,blind,1080p30_21_m06,producer
1080p30_21,blind,1080p30_21_m07,producer
1080p30_21,blind,1080p30_21_m08,producer
1080p30_21,blind,1080p30_21_m09,producer
1080p30_21,producer,1080p30_21_r00,comparator
1080p30_21,producer,1080p30_21_r02,comparator
1080p30_21,producer,1080p30_21_r03,comparator
1080p30_21,comparator,1080p30_21_d01,producer
1080p30_21,comparator,1080p30_21_d02,producer
1080p30_21,comparator,1080p30_21_d03,producer
1080p30_21,comparator,1080p30_21_d04,producer
1080p30_21,comparator,1080p30_21_d05,producer
1080p30_21,comparator,1080p30_21_d06,producer
1080p30_21,comparator,1080p30_21_d07,producer
1080p30_21,comparator,1080p30_21_d08,producer
1080p30_21,comparator,1080p30_21_d09,producer
1080p30_21,comparator,1080p30_21_d10,producer
1080p30_21,comparator,1080p30_21_d11,producer
1080p30_21,comparator,1080p30_21_d12,producer
1080p30_21,comparator,1080p30_21_d13,producer
1080p30_21,comparator,1080p30_21_d04,blind
1080p30_21,comparator,1080p30_21_d06,blind
1080p30_21,comparator,1080p30_21_d07,blind
1080p30_21,comparator,1080p30_21_d08,blind
1080p30_21,comparator,1080p30_21_d09,blind
1080p30_21,comparator,1080p30_21_d10,blind
1080p30_21,comparator,1080p30_21_d11,blind
1080p30_21,blind,1080p30_21_m02,comparator
1080p30_21,blind,1080p30_21_m08,comparator
1080p30_21,blind,1080p30_21_m09,comparator
1080p30_22,producer,1080p30_22_r00,blind
1080p30_22,producer,1080p30_22_r01,blind
1080p30_22,blind,1080p30_22_m01,producer
1080p30_22,blind,1080p30_22_m02,producer
1080p30_22,blind,1080p30_22_m03,producer
1080p30_22,blind,1080p30_22_m04,producer
1080p30_22,blind,1080p30_22_m05,producer
1080p30_22,blind,1080p30_22_m06,producer
1080p30_22,blind,1080p30_22_m07,producer
1080p30_22,blind,1080p30_22_m08,producer
1080p30_22,comparator,1080p30_22_d01,producer
1080p30_22,comparator,1080p30_22_d03,producer
1080p30_22,comparator,1080p30_22_d04,producer
1080p30_22,comparator,1080p30_22_d05,producer
1080p30_22,comparator,1080p30_22_d06,producer
1080p30_22,comparator,1080p30_22_d07,producer
1080p30_22,comparator,1080p30_22_d08,producer
1080p30_22,comparator,1080p30_22_d10,producer
1080p30_22,comparator,1080p30_22_d11,producer
1080p30_22,comparator,1080p30_22_d00,blind
1080p30_22,comparator,1080p30_22_d03,blind
1080p30_22,comparator,1080p30_22_d05,blind
1080p30_22,comparator,1080p30_22_d06,blind
1080p30_22,comparator,1080p30_22_d09,blind
1080p30_22,comparator,1080p30_22_d10,blind
1080p30_22,comparator,1080p30_22_d11,blind
1080p30_22,blind,1080p30_22_m00,comparator
1080p30_22,blind,1080p30_22_m05,comparator
1080p30_22,blind,1080p30_22_m06,comparator
1080p30_22,blind,1080p30_22_m07,comparator
1080p30_23,producer,1080p30_23_r00,blind
1080p30_23,producer,1080p30_23_r01,blind
1080p30_23,blind,1080p30_23_m00,producer
1080p30_23,blind,1080p30_23_m01,producer
1080p30_23,blind,1080p30_23_m02,producer
1080p30_23,blind,1080p30_23_m03,producer
1080p30_23,blind,1080p30_23_m04,producer
1080p30_23,blind,1080p30_23_m05,producer
1080p30_23,blind,1080p30_23_m06,producer
1080p30_23,blind,1080p30_23_m07,producer
1080p30_23,producer,1080p30_23_r00,comparator
1080p30_23,producer,1080p30_23_r01,comparator
1080p30_23,comparator,1080p30_23_d00,producer
1080p30_23,comparator,1080p30_23_d01,producer
1080p30_23,comparator,1080p30_23_d02,producer
1080p30_23,comparator,1080p30_23_d03,producer
1080p30_23,comparator,1080p30_23_d04,producer
1080p30_23,comparator,1080p30_23_d05,producer
1080p30_23,comparator,1080p30_23_d06,producer
1080p30_23,comparator,1080p30_23_d07,producer
1080p30_23,comparator,1080p30_23_d00,blind
1080p30_23,comparator,1080p30_23_d01,blind
1080p30_23,comparator,1080p30_23_d02,blind
1080p30_23,comparator,1080p30_23_d03,blind
1080p30_23,comparator,1080p30_23_d04,blind
1080p30_23,comparator,1080p30_23_d06,blind
1080p30_23,comparator,1080p30_23_d07,blind
1080p30_23,blind,1080p30_23_m00,comparator
1080p30_23,blind,1080p30_23_m01,comparator
1080p30_23,blind,1080p30_23_m02,comparator
1080p30_23,blind,1080p30_23_m04,comparator
1080p30_23,blind,1080p30_23_m05,comparator
1080p30_23,blind,1080p30_23_m06,comparator
1080p30_23,blind,1080p30_23_m07,comparator
1080p30_24,producer,1080p30_24_r00,blind
1080p30_24,producer,1080p30_24_r01,blind
1080p30_24,producer,1080p30_24_r02,blind
1080p30_24,producer,1080p30_24_r03,blind
1080p30_24,producer,1080p30_24_r04,blind
1080p30_24,producer,1080p30_24_r05,blind
1080p30_24,blind,1080p30_24_m00,producer
1080p30_24,blind,1080p30_24_m01,producer
1080p30_24,blind,1080p30_24_m02,producer
1080p30_24,blind,1080p30_24_m03,producer
1080p30_24,blind,1080p30_24_m04,producer
1080p30_24,blind,1080p30_24_m05,producer
1080p30_24,blind,1080p30_24_m06,producer
1080p30_24,blind,1080p30_24_m07,producer
1080p30_24,blind,1080p30_24_m08,producer
1080p30_24,blind,1080p30_24_m09,producer
1080p30_24,producer,1080p30_24_r00,comparator
1080p30_24,producer,1080p30_24_r02,comparator
1080p30_24,producer,1080p30_24_r04,comparator
1080p30_24,producer,1080p30_24_r05,comparator
1080p30_24,comparator,1080p30_24_d02,producer
1080p30_24,comparator,1080p30_24_d03,producer
1080p30_24,comparator,1080p30_24_d04,producer
1080p30_24,comparator,1080p30_24_d05,producer
1080p30_24,comparator,1080p30_24_d06,producer
1080p30_24,comparator,1080p30_24_d07,producer
1080p30_24,comparator,1080p30_24_d08,producer
1080p30_24,comparator,1080p30_24_d09,producer
1080p30_24,comparator,1080p30_24_d10,producer
1080p30_24,comparator,1080p30_24_d00,blind
1080p30_24,comparator,1080p30_24_d02,blind
1080p30_24,comparator,1080p30_24_d04,blind
1080p30_24,comparator,1080p30_24_d05,blind
1080p30_24,comparator,1080p30_24_d06,blind
1080p30_24,comparator,1080p30_24_d07,blind
1080p30_24,comparator,1080p30_24_d08,blind
1080p30_24,comparator,1080p30_24_d09,blind
1080p30_24,comparator,1080p30_24_d10,blind
1080p30_24,blind,1080p30_24_m01,comparator
1080p30_24,blind,1080p30_24_m02,comparator
1080p30_24,blind,1080p30_24_m04,comparator
1080p30_24,blind,1080p30_24_m05,comparator
1080p30_24,blind,1080p30_24_m06,comparator
1080p30_24,blind,1080p30_24_m07,comparator
1080p30_24,blind,1080p30_24_m08,comparator
1080p30_24,blind,1080p30_24_m09,comparator
1080p30_25,producer,1080p30_25_r00,blind
1080p30_25,producer,1080p30_25_r01,blind
1080p30_25,producer,1080p30_25_r02,blind
1080p30_25,producer,1080p30_25_r03,blind
1080p30_25,producer,1080p30_25_r04,blind
1080p30_25,producer,1080p30_25_r05,blind
1080p30_25,producer,1080p30_25_r06,blind
1080p30_25,blind,1080p30_25_m00,producer
1080p30_25,blind,1080p30_25_m01,producer
1080p30_25,blind,1080p30_25_m02,producer
1080p30_25,blind,1080p30_25_m03,producer
1080p30_25,blind,1080p30_25_m04,producer
1080p30_25,blind,1080p30_25_m05,producer
1080p30_25,blind,1080p30_25_m06,producer
1080p30_25,blind,1080p30_25_m07,producer
1080p30_25,blind,1080p30_25_m08,producer
1080p30_25,blind,1080p30_25_m09,producer
1080p30_25,producer,1080p30_25_r01,comparator
1080p30_25,producer,1080p30_25_r02,comparator
1080p30_25,producer,1080p30_25_r03,comparator
1080p30_25,producer,1080p30_25_r04,comparator
1080p30_25,producer,1080p30_25_r05,comparator
1080p30_25,producer,1080p30_25_r06,comparator
1080p30_25,comparator,1080p30_25_d00,producer
1080p30_25,comparator,1080p30_25_d01,producer
1080p30_25,comparator,1080p30_25_d02,producer
1080p30_25,comparator,1080p30_25_d03,producer
1080p30_25,comparator,1080p30_25_d04,producer
1080p30_25,comparator,1080p30_25_d06,producer
1080p30_25,comparator,1080p30_25_d07,producer
1080p30_25,comparator,1080p30_25_d08,producer
1080p30_25,comparator,1080p30_25_d09,producer
1080p30_25,comparator,1080p30_25_d10,producer
1080p30_25,comparator,1080p30_25_d11,producer
1080p30_25,comparator,1080p30_25_d12,producer
1080p30_25,comparator,1080p30_25_d13,producer
1080p30_25,comparator,1080p30_25_d14,producer
1080p30_25,comparator,1080p30_25_d00,blind
1080p30_25,comparator,1080p30_25_d07,blind
1080p30_25,comparator,1080p30_25_d08,blind
1080p30_25,comparator,1080p30_25_d09,blind
1080p30_25,comparator,1080p30_25_d10,blind
1080p30_25,comparator,1080p30_25_d12,blind
1080p30_25,comparator,1080p30_25_d13,blind
1080p30_25,comparator,1080p30_25_d14,blind
1080p30_25,blind,1080p30_25_m02,comparator
1080p30_25,blind,1080p30_25_m04,comparator
1080p30_25,blind,1080p30_25_m07,comparator
1080p30_26,producer,1080p30_26_r00,blind
1080p30_26,producer,1080p30_26_r01,blind
1080p30_26,producer,1080p30_26_r02,blind
1080p30_26,blind,1080p30_26_m00,producer
1080p30_26,blind,1080p30_26_m01,producer
1080p30_26,blind,1080p30_26_m02,producer
1080p30_26,blind,1080p30_26_m03,producer
1080p30_26,blind,1080p30_26_m04,producer
1080p30_26,blind,1080p30_26_m05,producer
1080p30_26,blind,1080p30_26_m06,producer
1080p30_26,blind,1080p30_26_m07,producer
1080p30_26,blind,1080p30_26_m08,producer
1080p30_26,blind,1080p30_26_m09,producer
1080p30_26,producer,1080p30_26_r00,comparator
1080p30_26,producer,1080p30_26_r01,comparator
1080p30_26,producer,1080p30_26_r02,comparator
1080p30_26,comparator,1080p30_26_d00,producer
1080p30_26,comparator,1080p30_26_d01,producer
1080p30_26,comparator,1080p30_26_d02,producer
1080p30_26,comparator,1080p30_26_d03,producer
1080p30_26,comparator,1080p30_26_d04,producer
1080p30_26,comparator,1080p30_26_d05,producer
1080p30_26,comparator,1080p30_26_d06,producer
1080p30_26,comparator,1080p30_26_d07,producer
1080p30_26,comparator,1080p30_26_d08,producer
1080p30_26,comparator,1080p30_26_d09,producer
1080p30_26,comparator,1080p30_26_d10,producer
1080p30_26,comparator,1080p30_26_d03,blind
1080p30_26,comparator,1080p30_26_d04,blind
1080p30_26,comparator,1080p30_26_d08,blind
1080p30_26,comparator,1080p30_26_d10,blind
1080p30_26,blind,1080p30_26_m03,comparator
1080p30_26,blind,1080p30_26_m05,comparator
1080p30_26,blind,1080p30_26_m06,comparator
1080p30_27,producer,1080p30_27_r00,blind
1080p30_27,producer,1080p30_27_r02,blind
1080p30_27,producer,1080p30_27_r04,blind
1080p30_27,blind,1080p30_27_m00,producer
1080p30_27,blind,1080p30_27_m01,producer
1080p30_27,blind,1080p30_27_m02,producer
1080p30_27,blind,1080p30_27_m05,producer
1080p30_27,blind,1080p30_27_m06,producer
1080p30_27,blind,1080p30_27_m07,producer
1080p30_27,producer,1080p30_27_r00,comparator
1080p30_27,producer,1080p30_27_r02,comparator
1080p30_27,producer,1080p30_27_r04,comparator
1080p30_27,comparator,1080p30_27_d00,producer
1080p30_27,comparator,1080p30_27_d01,producer
1080p30_27,comparator,1080p30_27_d03,producer
1080p30_27,comparator,1080p30_27_d05,producer
1080p30_27,comparator,1080p30_27_d06,producer
1080p30_27,comparator,1080p30_27_d07,producer
1080p30_27,comparator,1080p30_27_d08,producer
1080p30_27,comparator,1080p30_27_d09,producer
1080p30_27,comparator,1080p30_27_d10,producer
1080p30_27,comparator,1080p30_27_d11,producer
1080p30_27,comparator,1080p30_27_d12,producer
1080p30_27,comparator,1080p30_27_d13,producer
1080p30_27,comparator,1080p30_27_d14,producer
1080p30_27,comparator,1080p30_27_d15,producer
1080p30_27,comparator,1080p30_27_d16,producer
1080p30_27,comparator,1080p30_27_d00,blind
1080p30_27,comparator,1080p30_27_d03,blind
1080p30_27,comparator,1080p30_27_d05,blind
1080p30_27,comparator,1080p30_27_d06,blind
1080p30_27,comparator,1080p30_27_d07,blind
1080p30_27,comparator,1080p30_27_d08,blind
1080p30_27,comparator,1080p30_27_d09,blind
1080p30_27,comparator,1080p30_27_d10,blind
1080p30_27,comparator,1080p30_27_d11,blind
1080p30_27,comparator,1080p30_27_d12,blind
1080p30_27,comparator,1080p30_27_d13,blind
1080p30_27,comparator,1080p30_27_d14,blind
1080p30_27,comparator,1080p30_27_d15,blind
1080p30_27,comparator,1080p30_27_d16,blind
1080p30_27,blind,1080p30_27_m00,comparator
1080p30_27,blind,1080p30_27_m01,comparator
1080p30_27,blind,1080p30_27_m02,comparator
1080p30_27,blind,1080p30_27_m06,comparator
1080p30_27,blind,1080p30_27_m07,comparator
1080p30_28,producer,1080p30_28_r00,blind
1080p30_28,producer,1080p30_28_r01,blind
1080p30_28,producer,1080p30_28_r02,blind
1080p30_28,blind,1080p30_28_m00,producer
1080p30_28,blind,1080p30_28_m01,producer
1080p30_28,blind,1080p30_28_m02,producer
1080p30_28,blind,1080p30_28_m03,producer
1080p30_28,blind,1080p30_28_m04,producer
1080p30_28,blind,1080p30_28_m05,producer
1080p30_28,blind,1080p30_28_m06,producer
1080p30_28,blind,1080p30_28_m07,producer
1080p30_28,blind,1080p30_28_m08,producer
1080p30_28,producer,1080p30_28_r00,comparator
1080p30_28,producer,1080p30_28_r01,comparator
1080p30_28,producer,1080p30_28_r02,comparator
1080p30_28,comparator,1080p30_28_d00,producer
1080p30_28,comparator,1080p30_28_d01,producer
1080p30_28,comparator,1080p30_28_d02,producer
1080p30_28,comparator,1080p30_28_d03,producer
1080p30_28,comparator,1080p30_28_d04,producer
1080p30_28,comparator,1080p30_28_d05,producer
1080p30_28,comparator,1080p30_28_d06,producer
1080p30_28,comparator,1080p30_28_d00,blind
1080p30_28,comparator,1080p30_28_d01,blind
1080p30_28,comparator,1080p30_28_d03,blind
1080p30_28,comparator,1080p30_28_d04,blind
1080p30_28,comparator,1080p30_28_d06,blind
1080p30_28,blind,1080p30_28_m00,comparator
1080p30_28,blind,1080p30_28_m01,comparator
1080p30_28,blind,1080p30_28_m03,comparator
1080p30_28,blind,1080p30_28_m04,comparator
1080p30_28,blind,1080p30_28_m05,comparator
1080p30_28,blind,1080p30_28_m06,comparator
1080p30_28,blind,1080p30_28_m08,comparator
1080p30_29,producer,1080p30_29_r00,blind
1080p30_29,producer,1080p30_29_r01,blind
1080p30_29,blind,1080p30_29_m00,producer
1080p30_29,blind,1080p30_29_m01,producer
1080p30_29,blind,1080p30_29_m02,producer
1080p30_29,blind,1080p30_29_m03,producer
1080p30_29,blind,1080p30_29_m04,producer
1080p30_29,blind,1080p30_29_m05,producer
1080p30_29,blind,1080p30_29_m06,producer
1080p30_29,blind,1080p30_29_m07,producer
1080p30_29,blind,1080p30_29_m08,producer
1080p30_29,producer,1080p30_29_r01,comparator
1080p30_29,comparator,1080p30_29_d00,producer
1080p30_29,comparator,1080p30_29_d02,producer
1080p30_29,comparator,1080p30_29_d03,producer
1080p30_29,comparator,1080p30_29_d04,producer
1080p30_29,comparator,1080p30_29_d05,producer
1080p30_29,comparator,1080p30_29_d06,producer
1080p30_29,comparator,1080p30_29_d07,producer
1080p30_29,comparator,1080p30_29_d08,producer
1080p30_29,comparator,1080p30_29_d09,producer
1080p30_29,comparator,1080p30_29_d10,producer
1080p30_29,comparator,1080p30_29_d11,producer
1080p30_29,comparator,1080p30_29_d12,producer
1080p30_29,comparator,1080p30_29_d13,producer
1080p30_29,comparator,1080p30_29_d00,blind
1080p30_29,comparator,1080p30_29_d03,blind
1080p30_29,comparator,1080p30_29_d04,blind
1080p30_29,comparator,1080p30_29_d05,blind
1080p30_29,comparator,1080p30_29_d07,blind
1080p30_29,comparator,1080p30_29_d08,blind
1080p30_29,comparator,1080p30_29_d09,blind
1080p30_29,comparator,1080p30_29_d10,blind
1080p30_29,comparator,1080p30_29_d13,blind
1080p30_29,blind,1080p30_29_m03,comparator
1080p30_29,blind,1080p30_29_m06,comparator
1080p30_29,blind,1080p30_29_m07,comparator
1080p30_29,blind,1080p30_29_m08,comparator
720p60_00,blind,720p60_00_m00,producer
720p60_00,blind,720p60_00_m01,producer
720p60_00,blind,720p60_00_m02,producer
720p60_00,blind,720p60_00_m03,producer
720p60_00,blind,720p60_00_m04,producer
720p60_00,blind,720p60_00_m05,producer
720p60_00,blind,720p60_00_m06,producer
720p60_00,blind,720p60_00_m07,producer
720p60_00,blind,720p60_00_m08,producer
720p60_00,blind,720p60_00_m09,producer
720p60_00,blind,720p60_00_m10,producer
720p60_00,blind,720p60_00_m11,producer
720p60_00,comparator,720p60_00_d00,producer
720p60_00,comparator,720p60_00_d01,producer
720p60_00,comparator,720p60_00_d02,producer
720p60_00,comparator,720p60_00_d03,producer
720p60_00,comparator,720p60_00_d04,producer
720p60_00,comparator,720p60_00_d05,producer
720p60_00,comparator,720p60_00_d06,producer
720p60_00,comparator,720p60_00_d07,producer
720p60_00,comparator,720p60_00_d08,producer
720p60_00,comparator,720p60_00_d09,producer
720p60_00,comparator,720p60_00_d10,producer
720p60_00,comparator,720p60_00_d03,blind
720p60_00,comparator,720p60_00_d04,blind
720p60_00,comparator,720p60_00_d07,blind
720p60_00,comparator,720p60_00_d10,blind
720p60_00,blind,720p60_00_m01,comparator
720p60_00,blind,720p60_00_m02,comparator
720p60_00,blind,720p60_00_m06,comparator
720p60_00,blind,720p60_00_m07,comparator
720p60_00,blind,720p60_00_m11,comparator
720p60_01,producer,720p60_01_r00,blind
720p60_01,producer,720p60_01_r01,blind
720p60_01,blind,720p60_01_m00,producer
720p60_01,blind,720p60_01_m01,producer
720p60_01,blind,720p60_01_m02,producer
720p60_01,blind,720p60_01_m03,producer
720p60_01,blind,720p60_01_m04,producer
720p60_01,blind,720p60_01_m05,producer
720p60_01,blind,720p60_01_m06,producer
720p60_01,blind,720p60_01_m07,producer
720p60_01,blind,720p60_01_m08,producer
720p60_01,blind,720p60_01_m09,producer
720p60_01,blind,720p60_01_m10,producer
720p60_01,blind,720p60_01_m11,producer
720p60_01,blind,720p60_01_m12,producer
720p60_01,producer,720p60_01_r00,comparator
720p60_01,producer,720p60_01_r01,comparator
720p60_01,comparator,720p60_01_d00,producer
720p60_01,comparator,720p60_01_d01,producer
720p60_01,comparator,720p60_01_d02,producer
720p60_01,comparator,720p60_01_d03,producer
720p60_01,comparator,720p60_01_d04,producer
720p60_01,comparator,720p60_01_d05,producer
720p60_01,comparator,720p60_01_d06,producer
720p60_01,comparator,720p60_01_d07,producer
720p60_01,comparator,720p60_01_d08,producer
720p60_01,comparator,720p60_01_d09,producer
720p60_01,comparator,720p60_01_d10,producer
720p60_01,comparator,720p60_01_d11,producer
720p60_01,comparator,720p60_01_d03,blind
720p60_01,comparator,720p60_01_d11,blind
720p60_01,blind,720p60_01_m00,comparator
720p60_01,blind,720p60_01_m08,comparator
720p60_01,blind,720p60_01_m10,comparator
720p60_02,producer,720p60_02_r00,blind
720p60_02,blind,720p60_02_m00,producer
720p60_02,blind,720p60_02_m01,producer
720p60_02,blind,720p60_02_m03,producer
720p60_02,blind,720p60_02_m04,producer
720p60_02,blind,720p60_02_m05,producer
720p60_02,blind,720p60_02_m06,producer
720p60_02,blind,720p60_02_m07,producer
720p60_02,blind,720p60_02_m08,producer
720p60_02,blind,720p60_02_m09,producer
720p60_02,producer,720p60_02_r00,comparator
720p60_02,comparator,720p60_02_d00,producer
720p60_02,comparator,720p60_02_d02,producer
720p60_02,comparator,720p60_02_d03,producer
720p60_02,comparator,720p60_02_d04,producer
720p60_02,comparator,720p60_02_d05,producer
720p60_02,comparator,720p60_02_d02,blind
720p60_02,comparator,720p60_02_d03,blind
720p60_02,blind,720p60_02_m03,comparator
720p60_02,blind,720p60_02_m04,comparator
720p60_02,blind,720p60_02_m05,comparator
720p60_02,blind,720p60_02_m07,comparator
720p60_02,blind,720p60_02_m08,comparator
720p60_02,blind,720p60_02_m09,comparator
720p60_03,producer,720p60_03_r00,blind
720p60_03,producer,720p60_03_r01,blind
720p60_03,blind,720p60_03_m00,producer
720p60_03,blind,720p60_03_m01,producer
720p60_03,blind,720p60_03_m02,producer
720p60_03,blind,720p60_03_m03,producer
720p60_03,blind,720p60_03_m04,producer
720p60_03,blind,720p60_03_m05,producer
720p60_03,blind,720p60_03_m06,producer
720p60_03,blind,720p60_03_m07,producer
720p60_03,blind,720p60_03_m08,producer
720p60_03,blind,720p60_03_m09,producer
720p60_03,blind,720p60_03_m10,producer
720p60_03,producer,720p60_03_r00,comparator
720p60_03,producer,720p60_03_r01,comparator
720p60_03,comparator,720p60_03_d00,producer
720p60_03,comparator,720p60_03_d01,producer
720p60_03,comparator,720p60_03_d02,producer
720p60_03,comparator,720p60_03_d03,producer
720p60_03,comparator,720p60_03_d04,producer
720p60_03,comparator,720p60_03_d05,producer
720p60_03,comparator,720p60_03_d06,producer
720p60_03,comparator,720p60_03_d07,producer
720p60_03,comparator,720p60_03_d08,producer
720p60_03,comparator,720p60_03_d09,producer
720p60_03,comparator,720p60_03_d10,producer
720p60_03,comparator,720p60_03_d11,producer
720p60_03,comparator,720p60_03_d12,producer
720p60_03,comparator,720p60_03_d08,blind
720p60_03,comparator,720p60_03_d09,blind
720p60_03,comparator,720p60_03_d10,blind
720p60_03,comparator,720p60_03_d11,blind
720p60_03,comparator,720p60_03_d12,blind
720p60_03,blind,720p60_03_m08,comparator
720p60_03,blind,720p60_03_m09,comparator
720p60_03,blind,720p60_03_m10,comparator
720p60_04,producer,720p60_04_r01,blind
720p60_04,producer,720p60_04_r02,blind
720p60_04,blind,720p60_04_m01,producer
720p60_04,blind,720p60_04_m02,producer
720p60_04,blind,720p60_04_m03,producer
720p60_04,blind,720p60_04_m04,producer
720p60_04,blind,720p60_04_m05,producer
720p60_04,blind,720p60_04_m06,producer
720p60_04,blind,720p60_04_m07,producer
720p60_04,blind,720p60_04_m08,producer
720p60_04,producer,720p60_04_r02,comparator
720p60_04,comparator,720p60_04_d01,producer
720p60_04,comparator,720p60_04_d03,producer
720p60_04,comparator,720p60_04_d04,producer
720p60_04,comparator,720p60_04_d05,producer
720p60_04,comparator,720p60_04_d06,producer
720p60_04,comparator,720p60_04_d07,producer
720p60_04,comparator,720p60_04_d09,producer
720p60_04,comparator,720p60_04_d10,producer
720p60_04,comparator,720p60_04_d01,blind
720p60_04,comparator,720p60_04_d03,blind
720p60_04,comparator,720p60_04_d04,blind
720p60_04,comparator,720p60_04_d05,blind
720p60_04,comparator,720p60_04_d06,blind
720p60_04,comparator,720p60_04_d07,blind
720p60_04,comparator,720p60_04_d08,blind
720p60_04,blind,720p60_04_m02,comparator
720p60_04,blind,720p60_04_m03,comparator
720p60_04,blind,720p60_04_m04,comparator
720p60_04,blind,720p60_04_m06,comparator
720p60_04,blind,720p60_04_m07,comparator
720p60_04,blind,720p60_04_m08,comparator
720p60_05,producer,720p60_05_r00,blind
720p60_05,producer,720p60_05_r01,blind
720p60_05,producer,720p60_05_r02,blind
720p60_05,blind,720p60_05_m00,producer
720p60_05,blind,720p60_05_m01,producer
720p60_05,blind,720p60_05_m02,producer
720p60_05,blind,720p60_05_m03,producer
720p60_05,blind,720p60_05_m04,producer
720p60_05,blind,720p60_05_m05,producer
720p60_05,blind,720p60_05_m06,producer
720p60_05,blind,720p60_05_m07,producer
720p60_05,blind,720p60_05_m08,producer
720p60_05,blind,720p60_05_m09,producer
720p60_05,blind,720p60_05_m10,producer
720p60_05,blind,720p60_05_m11,producer
720p60_05,producer,720p60_05_r00,comparator
720p60_05,producer,720p60_05_r01,comparator
720p60_05,producer,720p60_05_r02,comparator
720p60_05,comparator,720p60_05_d00,producer
720p60_05,comparator,720p60_05_d01,producer
720p60_05,comparator,720p60_05_d02,producer
720p60_05,comparator,720p60_05_d03,producer
720p60_05,comparator,720p60_05_d04,producer
720p60_05,comparator,720p60_05_d05,producer
720p60_05,comparator,720p60_05_d06,producer
720p60_05,comparator,720p60_05_d07,producer
720p60_05,comparator,720p60_05_d08,producer
720p60_05,comparator,720p60_05_d09,producer
720p60_05,comparator,720p60_05_d10,producer
720p60_05,comparator,720p60_05_d00,blind
720p60_05,comparator,720p60_05_d02,blind
720p60_05,comparator,720p60_05_d10,blind
720p60_05,blind,720p60_05_m01,comparator
720p60_05,blind,720p60_05_m09,comparator
720p60_05,blind,720p60_05_m10,comparator
720p60_05,blind,720p60_05_m11,comparator
720p60_06,producer,720p60_06_r00,blind
720p60_06,producer,720p60_06_r01,blind
720p60_06,blind,720p60_06_m00,producer
720p60_06,blind,720p60_06_m01,producer
720p60_06,blind,720p60_06_m02,producer
720p60_06,blind,720p60_06_m03,producer
720p60_06,blind,720p60_06_m04,producer
720p60_06,blind,720p60_06_m05,producer
720p60_06,blind,720p60_06_m06,producer
720p60_06,blind,720p60_06_m07,producer
