card_id,blind_completed_utc,overlay_opened_utc
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_17,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_17,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_17,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_17,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_17,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_17,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_18,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_18,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_18,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_18,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_18,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_19,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_19,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_19,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_19,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_19,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_19,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_19,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_20,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_21,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_21,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_21,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_21,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_21,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_21,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_22,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_22,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_22,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_22,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_23,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z
720p60_24,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_24,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_24,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_24,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_24,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_24,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_24,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_24,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_25,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_25,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_25,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_25,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_25,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_26,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_27,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_27,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_27,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_27,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_27,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_27,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_27,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_27,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_28,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_28,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_28,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_28,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_28,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_28,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_28,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_28,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
720p60_29,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z
