audit_id,rank,x_px,y_px
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,3,1637,1001
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,4,1618,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,5,1594,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,6,1683,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,7,1698,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,8,1664,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,9,1552,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,10,1567,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,11,1714,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,12,1584,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,13,1239,1001
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,14,1713,991
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,15,1676,991
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,16,1269,1001
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,17,1556,995
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,18,1570,995
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,19,1349,999
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,20,1594,991
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,21,1692,991
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,22,1845,87
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,23,1648,991
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,24,1183,963
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,25,1606,1005
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,26,1621,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,27,1627,991
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,28,1765,75
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,29,1581,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,30,1837,94
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,31,1644,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,32,1731,75
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,33,685,963
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,34,1349,983
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,35,1366,989
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,36,1606,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,37,1774,61
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,38,1331,1001
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,39,1818,91
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,40,428,955
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,41,385,1013
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,42,1746,75
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,43,1762,57
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,44,1606,995
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,45,1790,61
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,46,1807,75
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,47,1660,974
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,48,1664,991
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,49,657,963
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,50,1802,57
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,51,363,955
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,52,1738,57
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,53,1686,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,54,416,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,55,1632,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,56,1380,997
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,57,322,971
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,58,415,955
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,59,439,955
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,60,1777,75
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,61,123,1001
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,62,1749,57
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,63,1256,997
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,64,1254,985
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,65,807,443
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,66,1638,991
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,67,440,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,68,321,961
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,69,573,1007
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,70,1581,963
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,71,1793,71
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,72,1136,971
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,73,1583,995
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,74,1837,119
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,75,1392,973
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,76,355,1017
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,77,452,955
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,78,1370,973
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,79,1673,974
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,80,1235,980
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,81,1680,963
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,82,650,973
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,83,351,955
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,84,1644,963
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,85,1266,985
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,86,1437,988
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,87,1431,999
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,88,1690,963
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,89,250,980
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,90,384,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,91,1741,101
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,92,1784,87
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,93,1382,985
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,94,261,979
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,95,123,987
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,96,370,1015
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,97,3,997
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,98,384,955
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,99,1432,977
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,100,1756,101
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,1,1135,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,2,1148,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,3,838,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,4,892,666
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,5,1109,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,6,1078,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,7,906,655
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,8,1037,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,9,971,660
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,10,906,666
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,11,1090,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,12,917,666
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,13,1135,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,14,1049,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,15,826,667
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,16,1023,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,17,882,649
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,18,1068,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,19,958,652
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,20,1161,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,21,543,649
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,22,934,649
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,23,1122,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,24,1158,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,25,1017,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,26,769,642
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,27,1122,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,28,588,675
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,29,846,655
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,30,546,639
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,31,822,652
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,32,608,637
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,33,1068,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,34,429,648
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,35,542,670
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,36,437,642
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,37,447,647
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,38,560,677
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,39,1084,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,40,760,647
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,41,624,637
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,42,917,650
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,43,1108,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,44,569,648
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,45,929,667
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,46,577,677
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,47,959,667
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,48,896,652
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,49,1043,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,50,1145,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,51,1032,655
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,52,573,637
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,53,1055,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,54,768,670
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,55,110,660
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,56,586,651
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,57,437,670
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,58,460,669
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,59,784,646
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,60,596,651
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,61,632,651
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,62,596,637
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,63,616,651
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,64,586,636
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,65,791,655
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,66,120,661
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,67,778,655
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,68,447,669
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,69,1100,659
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,70,502,664
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,71,505,653
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,72,851,67
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,73,107,650
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,74,786,666
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,75,492,656
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,76,470,632
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,77,1021,60
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,78,102,666
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,79,32,145
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,80,215,647
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,81,467,681
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,82,497,645
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,83,103,361
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,84,896,265
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,85,645,661
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,86,697,661
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,87,751,681
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,88,799,681
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,89,593,661
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,90,802,633
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,91,207,661
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,92,354,662
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,93,302,662
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,94,250,662
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,95,49,145
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,96,747,632
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,97,740,661
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,98,105,347
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,99,1066,240
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,100,1,169
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,1,1148,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,2,1135,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,3,891,661
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,4,906,666
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,5,1109,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,6,838,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,7,1049,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,8,1037,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,9,958,652
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,10,917,666
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,11,1023,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,12,1135,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,13,1158,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,14,1090,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,15,1078,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,16,1161,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,17,906,655
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,18,826,667
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,19,1068,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,20,781,642
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,21,213,639
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,22,1122,664
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,23,846,655
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,24,456,642
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,25,882,649
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,26,1068,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,27,429,648
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,28,822,652
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,29,1122,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,30,437,642
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,31,917,649
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,32,934,649
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,33,971,667
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,34,260,677
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,35,1017,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,36,1108,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,37,770,642
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,38,328,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,39,883,667
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,40,1043,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,41,240,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,42,1084,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,43,1055,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,44,254,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,45,897,649
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,46,959,667
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,47,929,667
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,48,235,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,49,275,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,50,1145,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,51,769,655
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,52,303,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,53,580,640
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,54,545,639
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,55,799,633
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,56,254,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,57,768,666
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,58,291,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,59,317,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,60,1032,653
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,61,437,670
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,62,313,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,63,268,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,64,306,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,65,110,659
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,66,335,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,67,283,643
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,68,291,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,69,971,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,70,120,661
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,71,1100,659
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,72,590,670
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,73,624,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,74,602,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,75,502,643
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,76,265,639
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,77,487,670
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,78,246,676
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,79,211,672
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,80,502,675
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,81,542,670
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,82,597,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,83,560,677
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,84,521,675
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,85,521,665
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,86,632,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,87,567,647
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,88,513,638
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,89,455,657
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,90,577,651
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,91,567,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,92,102,648
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,93,643,637
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,94,576,677
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,95,467,681
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,96,643,647
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,97,502,657
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,98,799,681
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,99,214,649
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,100,220,678
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,1,882,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,2,1041,870
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,3,1369,134
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,4,1369,95
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,5,1087,870
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,6,960,870
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,7,1153,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,8,882,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,9,972,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,10,990,872
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,11,1067,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,12,1390,98
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,13,867,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,14,997,940
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,15,985,940
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,16,1350,129
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,17,1257,64
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,18,1318,62
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,19,1074,872
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,20,803,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,21,934,910
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,22,991,955
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,23,321,111
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,24,927,922
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,25,1229,61
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,26,830,863
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,27,1329,134
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,28,1213,101
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,29,949,913
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,30,1111,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,31,1619,134
