audit_id,rank,x_px,y_px
wnba__wnba_07__s08__f016801,29,829,1003
wnba__wnba_07__s08__f016801,30,1443,1005
wnba__wnba_07__s08__f016801,31,1490,1004
wnba__wnba_07__s08__f016801,32,1022,890
wnba__wnba_07__s08__f016801,33,1013,879
wnba__wnba_07__s08__f016801,34,1290,886
wnba__wnba_07__s08__f016801,35,273,1003
wnba__wnba_07__s08__f016801,36,1158,902
wnba__wnba_07__s08__f016801,37,1098,890
wnba__wnba_07__s08__f016801,38,1001,879
wnba__wnba_07__s08__f016801,39,961,879
wnba__wnba_07__s08__f016801,40,1608,1033
wnba__wnba_07__s08__f016801,41,700,1003
wnba__wnba_07__s08__f016801,42,1213,466
wnba__wnba_07__s08__f016801,43,1443,983
wnba__wnba_07__s08__f016801,44,1078,902
wnba__wnba_07__s08__f016801,45,895,900
wnba__wnba_07__s08__f016801,46,1029,900
wnba__wnba_07__s08__f016801,47,1423,880
wnba__wnba_07__s08__f016801,48,1504,1005
wnba__wnba_07__s08__f016801,49,1560,1033
wnba__wnba_07__s08__f016801,50,951,899
wnba__wnba_07__s08__f016801,51,841,401
wnba__wnba_07__s08__f016801,52,1066,896
wnba__wnba_07__s08__f016801,53,879,878
wnba__wnba_07__s08__f016801,54,191,1011
wnba__wnba_07__s08__f016801,55,658,1003
wnba__wnba_07__s08__f016801,56,1241,902
wnba__wnba_07__s08__f016801,57,4,911
wnba__wnba_07__s08__f016801,58,1264,973
wnba__wnba_07__s08__f016801,59,173,1012
wnba__wnba_07__s08__f016801,60,1164,893
wnba__wnba_07__s08__f016801,61,1237,881
wnba__wnba_07__s08__f016801,62,1462,988
wnba__wnba_07__s08__f016801,63,355,1003
wnba__wnba_07__s08__f016801,64,1547,1005
wnba__wnba_07__s08__f016801,65,304,1003
wnba__wnba_07__s08__f016801,66,1015,900
wnba__wnba_07__s08__f016801,67,1691,1031
wnba__wnba_07__s08__f016801,68,267,988
wnba__wnba_07__s08__f016801,69,1531,983
wnba__wnba_07__s08__f016801,70,373,1003
wnba__wnba_07__s08__f016801,71,4,944
wnba__wnba_07__s08__f016801,72,1561,1021
wnba__wnba_07__s08__f016801,73,1316,898
wnba__wnba_07__s08__f016801,74,105,970
wnba__wnba_07__s08__f016801,75,390,1000
wnba__wnba_07__s08__f016801,76,1165,880
wnba__wnba_07__s08__f016801,77,1027,1004
wnba__wnba_07__s08__f016801,78,338,1003
wnba__wnba_07__s08__f016801,79,1396,902
wnba__wnba_07__s08__f016801,80,1146,902
wnba__wnba_07__s08__f016801,81,1621,1021
wnba__wnba_07__s08__f016801,82,1302,902
wnba__wnba_07__s08__f016801,83,658,984
wnba__wnba_07__s08__f016801,84,1562,987
wnba__wnba_07__s08__f016801,85,1299,471
wnba__wnba_07__s08__f016801,86,1488,983
wnba__wnba_07__s08__f016801,87,1024,878
wnba__wnba_07__s08__f016801,88,884,984
wnba__wnba_07__s08__f016801,89,595,1003
wnba__wnba_07__s08__f016801,90,1441,710
wnba__wnba_07__s08__f016801,91,1153,778
wnba__wnba_07__s08__f016801,92,1531,1005
wnba__wnba_07__s08__f016801,93,140,1010
wnba__wnba_07__s08__f016801,94,614,1003
wnba__wnba_07__s08__f016801,95,1330,893
wnba__wnba_07__s08__f016801,96,1200,1003
wnba__wnba_07__s08__f016801,97,1466,684
wnba__wnba_07__s08__f016801,98,570,901
wnba__wnba_07__s08__f016801,99,1701,1021
wnba__wnba_07__s08__f016801,100,1399,999
